"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"html-keyboard-response","9","149941","0.0-5.0-1.1","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","10","152943","0.0-5.0-2.1","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw091.bmp","0,1","Match","e","3000","","","","",""
"html-keyboard-response","11","156945","0.0-5.0-3.1","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","12","157248","0.0-5.0-4.1","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","301","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw091.bmp","0,1","Match","e","3000","trustrating_stim/white_mw091.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","13","157750","0.0-5.0-5.1","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","14","158252","0.0-5.0-1.2","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","15","162753","0.0-5.0-2.2","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw013.bmp","1,0,1","Match","e","4500","","","","",""
"html-keyboard-response","16","166756","0.0-5.0-3.2","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","17","166776","0.0-5.0-4.2","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","19","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw013.bmp","1,0,1","Match","e","4500","trustrating_stim/white_mw012.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","18","167277","0.0-5.0-5.2","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","19","167778","0.0-5.0-1.3","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","20","169281","0.0-5.0-2.3","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw013.bmp","0","Match","e","1500","","","","",""
"html-keyboard-response","21","173283","0.0-5.0-3.3","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","22","173376","0.0-5.0-4.3","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","92","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw013.bmp","0","Match","e","1500","trustrating_stim/white_mw013.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","23","173878","0.0-5.0-5.3","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","24","174380","0.0-5.0-1.4","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","25","177382","0.0-5.0-2.4","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw003.bmp","0,1","noMatchFace","i","3000","","","","",""
"html-keyboard-response","26","181384","0.0-5.0-3.4","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","27","181497","0.0-5.0-4.4","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","111","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw003.bmp","0,1","noMatchFace","i","3000","trustrating_stim/white_mw013.bmp","red","Keep","PRACTICE","0"
"html-keyboard-response","28","181998","0.0-5.0-5.4","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","29","182499","0.0-5.0-1.5","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","30","187001","0.0-5.0-2.5","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw091.bmp","0,1,0","noMatchOutcome","i","4500","","","","",""
"html-keyboard-response","31","191003","0.0-5.0-3.5","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","32","191825","0.0-5.0-4.5","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","819","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw091.bmp","0,1,0","noMatchOutcome","i","4500","trustrating_stim/white_mw042.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","33","192326","0.0-5.0-5.5","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"instructions","34","596065","0.0-6.0","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","[{""page_index"":0,""viewing_time"":403738}]","403738","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","35","596567","0.0-7.0-1.0","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","36","598069","0.0-7.0-2.0","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw091.bmp","0","noMatchFace","i","1500","","","","",""
"html-keyboard-response","37","602071","0.0-7.0-3.0","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","38","602176","0.0-7.0-4.0","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","104","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw091.bmp","0","noMatchFace","i","1500","trustrating_stim/white_mw040.bmp","red","Keep","REAL","1"
"html-keyboard-response","39","602678","0.0-7.0-5.0","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","40","603180","0.0-7.0-1.1","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","41","607682","0.0-7.0-2.1","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw085.bmp","1,1,0","Match","e","4500","","","","",""
"html-keyboard-response","42","611683","0.0-7.0-3.1","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","43","611776","0.0-7.0-4.1","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","91","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw085.bmp","1,1,0","Match","e","4500","trustrating_stim/white_mw040.bmp","green","Share","REAL","1"
"html-keyboard-response","44","612279","0.0-7.0-5.1","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","45","612780","0.0-7.0-1.2","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","46","614283","0.0-7.0-2.2","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw040.bmp","0","noMatchFace","i","1500","","","","",""
"html-keyboard-response","47","618285","0.0-7.0-3.2","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","48","618288","0.0-7.0-4.2","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","1","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw040.bmp","0","noMatchFace","i","1500","trustrating_stim/white_mw012.bmp","red","Keep","REAL","1"
"html-keyboard-response","49","618791","0.0-7.0-5.2","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","50","619293","0.0-7.0-1.3","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","51","622295","0.0-7.0-2.3","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw010.bmp","1,0","Match","e","3000","","","","",""
"html-keyboard-response","52","626297","0.0-7.0-3.3","5d63f9cd26a2ac001758c70d","bdp_wmem","Thu Jul 28 2022 00:16:53 GMT-0400 (Eastern Daylight Time)","991808","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
