"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","10","24938","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","11","29444","0.0-5.0-2.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw085.bmp","0,0,1","noMatchOutcome","i","4500","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","12","33445","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","13","33634","0.0-5.0-4.1","","188","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw085.bmp","0,0,1","noMatchOutcome","i","4500","trustrating_stim/white_mw012.bmp","green","Share","PRACTICE","0"
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","14","34141","0.0-5.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","15","34655","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","16","36158","0.0-5.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","17","40167","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","18","41802","0.0-5.0-4.2","","1634","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","trustrating_stim/white_mw003.bmp","green","Share","PRACTICE","1"
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","19","42309","0.0-5.0-5.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","20","42813","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","21","44327","0.0-5.0-2.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw013.bmp","1","noMatchFace","i","1500","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","22","48333","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","23","49246","0.0-5.0-4.3","","909","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw013.bmp","1","noMatchFace","i","1500","trustrating_stim/white_mw078.bmp","green","Share","PRACTICE","0"
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","24","49750","0.0-5.0-5.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","25","50264","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","26","53276","0.0-5.0-2.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw013.bmp","0,1","Match","e","3000","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","27","57282","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","28","57695","0.0-5.0-4.4","","411","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw013.bmp","0,1","Match","e","3000","trustrating_stim/white_mw078.bmp","red","Keep","PRACTICE","1"
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","29","58206","0.0-5.0-5.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","30","58715","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","31","61725","0.0-5.0-2.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw010.bmp","1,0","noMatchFace","i","3000","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","32","65743","0.0-5.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","33","66900","0.0-5.0-4.5","","1155","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw010.bmp","1,0","noMatchFace","i","3000","trustrating_stim/white_mw012.bmp","green","Share","PRACTICE","1"
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","34","67408","0.0-5.0-5.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","instructions","35","70245","0.0-6.0","[{""page_index"":0,""viewing_time"":2836}]","2837","","","","","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","36","70756","0.0-7.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","37","72262","0.0-7.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw078.bmp","0","Match","e","1500","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","38","76268","0.0-7.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","39","76622","0.0-7.0-4.0","","353","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw078.bmp","0","Match","e","1500","trustrating_stim/white_mw078.bmp","red","Keep","REAL","1"
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","40","77134","0.0-7.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","41","77636","0.0-7.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","42","82142","0.0-7.0-2.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw085.bmp","1,0,0","noMatchOutcome","i","4500","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","43","86148","0.0-7.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","44","86666","0.0-7.0-4.1","","516","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw085.bmp","1,0,0","noMatchOutcome","i","4500","trustrating_stim/white_mw013.bmp","green","Share","REAL","0"
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","45","87182","0.0-7.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","46","87695","0.0-7.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","47","90701","0.0-7.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw038.bmp","0,1","Match","e","3000","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","48","94705","0.0-7.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","49","95962","0.0-7.0-4.2","","1256","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw038.bmp","0,1","Match","e","3000","trustrating_stim/white_mw038.bmp","green","Share","REAL","1"
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","50","96471","0.0-7.0-5.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","51","96974","0.0-7.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","52","99976","0.0-7.0-2.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw042.bmp","0,1","noMatchOutcome","i","3000","","","","",""
"","","","","63d13b5ec81c77c3030c51c5","bdp_wmem","Tue Mar 14 2023 21:24:10 GMT-0400 (Eastern Daylight Time)","508224","Match,No Match","","html-keyboard-response","53","103992","0.0-7.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
