"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"html-keyboard-response","9","45710","0.0-5.0-1.1","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","10","50213","0.0-5.0-2.1","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw092.bmp","0,1,1","noMatchOutcome","i","4500","","","","",""
"html-keyboard-response","11","54216","0.0-5.0-3.1","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","12","55622","0.0-5.0-4.1","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","1405","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw092.bmp","0,1,1","noMatchOutcome","i","4500","trustrating_stim/white_mw092.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","13","56125","0.0-5.0-5.1","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","14","56629","0.0-5.0-1.2","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","15","61134","0.0-5.0-2.2","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw040.bmp","0,1,1","Match","e","4500","","","","",""
"html-keyboard-response","16","65139","0.0-5.0-3.2","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","17","66254","0.0-5.0-4.2","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","1113","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw040.bmp","0,1,1","Match","e","4500","trustrating_stim/white_mw070.bmp","red","Keep","PRACTICE","0"
"html-keyboard-response","18","66755","0.0-5.0-5.2","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","19","67261","0.0-5.0-1.3","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","20","68766","0.0-5.0-2.3","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw012.bmp","1","noMatchFace","i","1500","","","","",""
"html-keyboard-response","21","72771","0.0-5.0-3.3","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","22","74109","0.0-5.0-4.3","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","1336","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw012.bmp","1","noMatchFace","i","1500","trustrating_stim/white_mw091.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","23","74611","0.0-5.0-5.3","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","24","75113","0.0-5.0-1.4","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","25","78115","0.0-5.0-2.4","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw038.bmp","0,1","noMatchFace","i","3000","","","","",""
"html-keyboard-response","26","82121","0.0-5.0-3.4","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","27","83642","0.0-5.0-4.4","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","1520","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw006.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw038.bmp","0,1","noMatchFace","i","3000","trustrating_stim/white_mw006.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","28","84144","0.0-5.0-5.4","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","29","84648","0.0-5.0-1.5","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","30","86153","0.0-5.0-2.5","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw015.bmp","1","Match","e","1500","","","","",""
"html-keyboard-response","31","90158","0.0-5.0-3.5","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","32","91043","0.0-5.0-4.5","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","883","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw015.bmp","1","Match","e","1500","trustrating_stim/white_mw015.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","33","91545","0.0-5.0-5.5","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"instructions","34","101672","0.0-6.0","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","[{""page_index"":0,""viewing_time"":10127}]","10127","","","","","","","","","","","","","","",""
"html-keyboard-response","35","102174","0.0-7.0-1.0","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","36","103676","0.0-7.0-2.0","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw092.bmp","1","Match","e","1500","","","","",""
"html-keyboard-response","37","107678","0.0-7.0-3.0","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","38","108882","0.0-7.0-4.0","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","1202","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw092.bmp","1","Match","e","1500","trustrating_stim/white_mw092.bmp","green","Share","REAL","1"
"html-keyboard-response","39","109386","0.0-7.0-5.0","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","40","109891","0.0-7.0-1.1","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","41","111397","0.0-7.0-2.1","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw091.bmp","0","Match","e","1500","","","","",""
"html-keyboard-response","42","115401","0.0-7.0-3.1","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","43","116980","0.0-7.0-4.1","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","1576","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw091.bmp","0","Match","e","1500","trustrating_stim/white_mw091.bmp","red","Keep","REAL","1"
"html-keyboard-response","44","117481","0.0-7.0-5.1","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","45","117985","0.0-7.0-1.2","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","46","120990","0.0-7.0-2.2","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw006.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw006.bmp","0,1","Match","e","3000","","","","",""
"html-keyboard-response","47","124996","0.0-7.0-3.2","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","48","126166","0.0-7.0-4.2","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","1168","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw006.bmp","0,1","Match","e","3000","trustrating_stim/white_mw015.bmp","red","Keep","REAL","1"
"html-keyboard-response","49","126670","0.0-7.0-5.2","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","fullscreenexit","50","126692","fullscreenexit","","","","","","","","","","","","","","","","","",""
"fullscreen","50","127674","0.0-8.0","DSTESTING","bdp_wmem","Tue Mar 15 2022 11:47:39 GMT-0400 (Eastern Daylight Time)","127675","Match,No Match","","","","","","","","true","","","","","","","","","","","","","",""
"html-keyboard-response","51","128179","0.0-9.0","","","","","","","","","","","","null","","","null","","","","","","","","","","","",""
