"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"","","","decision","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","html-slider-response","7","494678","0.0-5.0-1.2","","8581","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","38","your high school classmates","2/3 or 67%","","50"
"","","","decision","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","html-slider-response","8","503231","0.0-5.0-1.3","","8549","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","11","your closest friends","1/3 or 33%","","50"
"","","","decision","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","html-slider-response","9","516845","0.0-5.0-1.4","","13610","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","5","complete strangers","1/4 or 25%","","50"
"","","","","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","instructions","10","522011","0.0-6.0","[{""page_index"":0,""viewing_time"":5165}]","5165","","","","","","","",""
"","","","simRating","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","html-slider-response","11","533846","0.0-7.0-1.0","","11832","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","your acquaintances","","",""
"","","","simRating","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","html-slider-response","12","543845","0.0-7.0-1.1","","9994","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","your high school classmates","","",""
"","","","simRating","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","html-slider-response","13","548903","0.0-7.0-1.2","","5055","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","5","your closest friends","","",""
"","","","simRating","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","html-slider-response","14","556810","0.0-7.0-1.3","","7903","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","7","complete strangers","","",""
"","","","simRating","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","html-slider-response","15","560591","0.0-7.0-1.4","","3778","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","4","other prolific workers","","",""
"","","","","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","instructions","16","564034","0.0-8.0","[{""page_index"":0,""viewing_time"":3441}]","3442","","","","","","","",""
"","","","abilRating","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","html-slider-response","17","567416","0.0-9.0-1.0","","3378","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","6","your acquaintances","","",""
"","","","abilRating","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","html-slider-response","18","569738","0.0-9.0-1.1","","2319","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","4","complete strangers","","",""
"","","","abilRating","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","html-slider-response","19","572705","0.0-9.0-1.2","","2964","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","8","other prolific workers","","",""
"","","","abilRating","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","html-slider-response","20","574833","0.0-9.0-1.3","","2124","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","6","your high school classmates","","",""
"","","","abilRating","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","html-slider-response","21","579939","0.0-9.0-1.4","","5104","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","4","your closest friends","","",""
"fullscreenexit","22","579989","fullscreenexit","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","","","","","","","","","","","","","",""
"","","","","","5c59d8105bbd810001fb26de","bdp_bc","Sun Mar 26 2023 11:03:13 GMT-0500 (Central Daylight Time)","580946","fullscreen","22","580941","0.0-10.0","","","true","","","","","","",""
"","","","","","","","","","html-keyboard-response","23","581448","0.0-11.0","","null","","","null","","","","",""
