"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"","","","decision","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","html-slider-response","8","282776","0.0-5.0-1.3","","9069","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","9","complete strangers","1/4 or 25%","","50"
"","","","decision","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","html-slider-response","9","300195","0.0-5.0-1.4","","17416","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","39","your closest friends","3/4 or 75%","","50"
"","","","","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","instructions","10","311323","0.0-6.0","[{""page_index"":0,""viewing_time"":11125}]","11125","","","","","","","",""
"","","","simRating","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","html-slider-response","11","325728","0.0-7.0-1.0","","14404","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","8","complete strangers","","",""
"","","","simRating","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","html-slider-response","12","340679","0.0-7.0-1.1","","14950","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","8","other prolific workers","","",""
"","","","simRating","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","html-slider-response","13","346040","0.0-7.0-1.2","","5359","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","8","your acquaintances","","",""
"","","","simRating","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","html-slider-response","14","363047","0.0-7.0-1.3","","17005","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","7","your high school classmates","","",""
"","","","simRating","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","html-slider-response","15","370184","0.0-7.0-1.4","","7134","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","8","your closest friends","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","instructions","16","378362","0.0-8.0","[{""page_index"":0,""viewing_time"":8174}]","8175","","","","","","","",""
"","","","abilRating","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","html-slider-response","17","394950","0.0-9.0-1.0","","16587","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","9","complete strangers","","",""
"","","","abilRating","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","html-slider-response","18","398910","0.0-9.0-1.1","","3958","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","9","other prolific workers","","",""
"","","","abilRating","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","html-slider-response","19","402792","0.0-9.0-1.2","","3879","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","9","your acquaintances","","",""
"","","","abilRating","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","html-slider-response","20","406911","0.0-9.0-1.3","","4117","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","9","your high school classmates","","",""
"","","","abilRating","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","html-slider-response","21","410950","0.0-9.0-1.4","","4037","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","9","your closest friends","","",""
"fullscreenexit","22","411217","fullscreenexit","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","","","","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_bc","Wed Mar 29 2023 15:05:25 GMT-0500 (Central Daylight Time)","411959","fullscreen","22","411958","0.0-10.0","","","true","","","","","","",""
"","","","","","","","","html-keyboard-response","23","412469","0.0-11.0","","null","","","null","","","","",""
