"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"image-keyboard-response","4","122010","0.0-5.0-0.0-0.0","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","2288","","","","blurwarn","1","","","49","","","","",""
"html-slider-response","5","130294","0.0-5.0-1.0","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","8024","","","","decision","","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","9","your closest friends","1/4 or 25%","","50"
"html-slider-response","6","135532","0.0-5.0-1.1","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","5234","","","","decision","","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","25","complete strangers","3/4 or 75%","","50"
"html-slider-response","7","137406","0.0-5.0-1.2","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","1871","","","","decision","","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","44","your acquaintances","2/3 or 67%","","50"
"html-slider-response","8","140851","0.0-5.0-1.3","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","3443","","","","decision","","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","","5","other prolific workers","1/2 or 50%","","50"
"html-slider-response","9","142362","0.0-5.0-1.4","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","1509","","","","decision","","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","19","your high school classmates","1/3 or 33%","","50"
"instructions","10","145567","0.0-6.0","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","[{""page_index"":0,""viewing_time"":3204}]","3205","","","","","","","","","","","","",""
"html-slider-response","11","148281","0.0-7.0-1.0","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","2709","","","","simRating","","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","5","complete strangers","","",""
"html-slider-response","12","150252","0.0-7.0-1.1","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","1969","","","","simRating","","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","other prolific workers","","",""
"html-slider-response","13","152637","0.0-7.0-1.2","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","2382","","","","simRating","","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","2","your closest friends","","",""
"html-slider-response","14","154029","0.0-7.0-1.3","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","1390","","","","simRating","","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","5","your high school classmates","","",""
"html-slider-response","15","155761","0.0-7.0-1.4","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","1730","","","","simRating","","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","your acquaintances","","",""
"instructions","16","157064","0.0-8.0","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","[{""page_index"":0,""viewing_time"":1303}]","1303","","","","","","","","","","","","",""
"html-slider-response","17","158776","0.0-9.0-1.0","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","1708","","","","abilRating","","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","5","your high school classmates","","",""
"html-slider-response","18","160030","0.0-9.0-1.1","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","1251","","","","abilRating","","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","6","complete strangers","","",""
"html-slider-response","19","162099","0.0-9.0-1.2","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","2067","","","","abilRating","","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","8","other prolific workers","","",""
"html-slider-response","20","163731","0.0-9.0-1.3","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","1631","","","","abilRating","","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","4","your acquaintances","","",""
"html-slider-response","21","168223","0.0-9.0-1.4","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","4490","","","","abilRating","","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","8","your closest friends","","",""
"fullscreen","22","169225","0.0-10.0","6362aca86b740b1ec4cb6efb","bdp_bc","Mon Mar 27 2023 16:51:35 GMT-0400 (Eastern Daylight Time)","169229","","","","","","","","true","","","","","","",""
"html-keyboard-response","23","169733","0.0-11.0","","","","","","null","","","","","","","","null","","","","",""
