"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","response","stimulus","group","fraction","maxAmt","sliderStart","numBlurs","key_press"
"html-slider-response","14","177693","0.0-7.0-1.4","631bc422eec20143118ad66b","bdp_bc","Mon Mar 27 2023 12:59:40 GMT-0400 (Eastern Daylight Time)","197758","","4048","","","","simRating","","6","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","complete strangers","","","","",""
"instructions","15","180728","0.0-8.0","631bc422eec20143118ad66b","bdp_bc","Mon Mar 27 2023 12:59:40 GMT-0400 (Eastern Daylight Time)","197758","[{""page_index"":0,""viewing_time"":3033}]","3033","","","","","","","","","","","","",""
"html-slider-response","16","185487","0.0-9.0-1.0","631bc422eec20143118ad66b","bdp_bc","Mon Mar 27 2023 12:59:40 GMT-0400 (Eastern Daylight Time)","197758","","4757","","","","abilRating","","8","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","your closest friends","","","","",""
"html-slider-response","17","188328","0.0-9.0-1.1","631bc422eec20143118ad66b","bdp_bc","Mon Mar 27 2023 12:59:40 GMT-0400 (Eastern Daylight Time)","197758","","2839","","","","abilRating","","7","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","your acquaintances","","","","",""
"html-slider-response","18","191114","0.0-9.0-1.2","631bc422eec20143118ad66b","bdp_bc","Mon Mar 27 2023 12:59:40 GMT-0400 (Eastern Daylight Time)","197758","","2783","","","","abilRating","","6","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","complete strangers","","","","",""
"html-slider-response","19","193919","0.0-9.0-1.3","631bc422eec20143118ad66b","bdp_bc","Mon Mar 27 2023 12:59:40 GMT-0400 (Eastern Daylight Time)","197758","","2803","","","","abilRating","","8","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","other prolific workers","","","","",""
"html-slider-response","20","196755","0.0-9.0-1.4","631bc422eec20143118ad66b","bdp_bc","Mon Mar 27 2023 12:59:40 GMT-0400 (Eastern Daylight Time)","197758","","2834","","","","abilRating","","6","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","your high school classmates","","","","",""
"","","","","631bc422eec20143118ad66b","bdp_bc","Mon Mar 27 2023 12:59:40 GMT-0400 (Eastern Daylight Time)","197758","","","fullscreenexit","21","197332","fullscreenexit","","","","","","","","",""
"","","","","631bc422eec20143118ad66b","bdp_bc","Mon Mar 27 2023 12:59:40 GMT-0400 (Eastern Daylight Time)","197758","","","blur","21","197342","blurevent","","","","","","","","1",""
"","","","","631bc422eec20143118ad66b","bdp_bc","Mon Mar 27 2023 12:59:40 GMT-0400 (Eastern Daylight Time)","197758","","","focus","21","197401","focusevent","","","","","","","","",""
"fullscreen","21","197757","0.0-10.0","631bc422eec20143118ad66b","bdp_bc","Mon Mar 27 2023 12:59:40 GMT-0400 (Eastern Daylight Time)","197758","","","","","","","true","","","","","","","",""
"html-keyboard-response","22","198260","0.0-11.0","","","","","","null","","","","","","","","","","","","","null"
