"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","trial_duration","targFace","targCol","targOutcome","corr"
"html-keyboard-response","57","115308","0.0-7.0-3.4","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","DELAY","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","58","116334","0.0-7.0-4.4","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","TARGET","","","1025","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw092.bmp","0,0,1","Match","e","","trustrating_stim/white_mw003.bmp","red","Keep","1"
"html-keyboard-response","59","116839","0.0-7.0-5.4","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","FEEDBACK","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","60","117340","0.0-7.0-1.5","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","61","120344","0.0-7.0-2.5","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","ARRAY","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw092.bmp","1,0","Match","e","3000","","","",""
"html-keyboard-response","62","124350","0.0-7.0-3.5","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","DELAY","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","63","125657","0.0-7.0-4.5","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","TARGET","","","1306","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw092.bmp","1,0","Match","e","","trustrating_stim/white_mw003.bmp","red","Keep","1"
"html-keyboard-response","64","126159","0.0-7.0-5.5","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","FEEDBACK","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","65","126663","0.0-7.0-1.6","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","66","129668","0.0-7.0-2.6","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","ARRAY","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","3","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw012.bmp","1,1,0","noMatchOutcome","i","3000","","","",""
"html-keyboard-response","67","133669","0.0-7.0-3.6","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","DELAY","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","68","134743","0.0-7.0-4.6","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","TARGET","","","1073","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","3","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw012.bmp","1,1,0","noMatchOutcome","i","","trustrating_stim/white_mw003.bmp","red","Keep","1"
"html-keyboard-response","69","135246","0.0-7.0-5.6","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","FEEDBACK","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","70","135747","0.0-7.0-1.7","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","71","137253","0.0-7.0-2.7","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","ARRAY","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_mw013.bmp","1","noMatchOutcome","i","1500","","","",""
"html-keyboard-response","72","141254","0.0-7.0-3.7","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","DELAY","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","73","141897","0.0-7.0-4.7","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","TARGET","","","641","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","1","trustrating_stim/white_mw013.bmp","1","noMatchOutcome","i","","trustrating_stim/white_mw003.bmp","red","Keep","1"
"html-keyboard-response","74","142397","0.0-7.0-5.7","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","FEEDBACK","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","75","142902","0.0-7.0-1.8","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","76","144406","0.0-7.0-2.8","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","ARRAY","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw091.bmp","0","Match","e","1500","","","",""
"html-keyboard-response","77","148407","0.0-7.0-3.8","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","DELAY","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","78","149494","0.0-7.0-4.8","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","TARGET","","","1086","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw091.bmp","0","Match","e","","trustrating_stim/white_mw003.bmp","red","Keep","1"
"html-keyboard-response","79","149996","0.0-7.0-5.8","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","FEEDBACK","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","80","150499","0.0-7.0-1.9","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","FIX","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","81","152003","0.0-7.0-2.9","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","ARRAY","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_mw040.bmp","1","Match","e","1500","","","",""
"html-keyboard-response","82","156006","0.0-7.0-3.9","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","DELAY","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","83","156801","0.0-7.0-4.9","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","TARGET","","","793","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw040.bmp","1","Match","e","","trustrating_stim/white_mw003.bmp","red","Keep","1"
"html-keyboard-response","84","157304","0.0-7.0-5.9","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","FEEDBACK","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","fullscreenexit","85","157325","fullscreenexit","","","","","","","","","","","","","","","",""
"fullscreen","85","158309","0.0-8.0","dstest","bdp_wmem","Tue Feb 02 2021 12:24:18 GMT-0500 (Eastern Standard Time)","158310","Match,No Match","","","","","","","","true","","","","","","","","","","","",""
"html-keyboard-response","86","158813","0.0-9.0","","","","","","","","","","","","null","","","null","","","","","","","","","",""
