"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","targFace","targCol","targOutcome","corr"
"html-keyboard-response","50","833697","0.0-7.0-4.1","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","2269","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","e","4","trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw013.bmp","1,0,1,0","Match","e","trustrating_stim/white_mw033.bmp","red","Keep","1"
"html-keyboard-response","51","833903","0.0-7.0-5.1","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'><font style='color:orange'>Match<p>(e)</font></div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","52","834407","0.0-7.0-6.1","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/correct.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","53","834709","0.0-7.0-1.2","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","54","836715","0.0-7.0-2.2","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv4'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='tr'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='br'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div></div></div>","null","4","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw070.bmp","1,0,0,1","noMatchOutcome","i","","","",""
"html-keyboard-response","55","838219","0.0-7.0-3.2","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","56","840160","0.0-7.0-4.2","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","1941","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","4","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw070.bmp","1,0,0,1","noMatchOutcome","i","trustrating_stim/white_mw033.bmp","red","Keep","1"
"html-keyboard-response","57","840366","0.0-7.0-5.2","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","58","840868","0.0-7.0-6.2","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/correct.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","59","841170","0.0-7.0-1.3","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","60","843176","0.0-7.0-2.3","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv4'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='tr'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='br'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div></div></div>","null","4","trustrating_stim/white_mw070.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw003.bmp","1,0,1,0","Match","e","","","",""
"html-keyboard-response","61","844681","0.0-7.0-3.3","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","62","846497","0.0-7.0-4.3","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","1815","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","e","4","trustrating_stim/white_mw070.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw003.bmp","1,0,1,0","Match","e","trustrating_stim/white_mw033.bmp","red","Keep","1"
"html-keyboard-response","63","846699","0.0-7.0-5.3","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'><font style='color:orange'>Match<p>(e)</font></div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","64","847204","0.0-7.0-6.3","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/correct.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","65","847506","0.0-7.0-1.4","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","66","849511","0.0-7.0-2.4","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv2'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div></div></div>","null","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw015.bmp","0,1","noMatchOutcome","i","","","",""
"html-keyboard-response","67","851013","0.0-7.0-3.4","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","68","853905","0.0-7.0-4.4","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","2889","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","e","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw015.bmp","0,1","noMatchOutcome","i","trustrating_stim/white_mw033.bmp","red","Keep","0"
"html-keyboard-response","69","854107","0.0-7.0-5.4","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'><font style='color:orange'>Match<p>(e)</font></div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","70","854612","0.0-7.0-6.4","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/error.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","71","854913","0.0-7.0-1.5","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","72","856917","0.0-7.0-2.5","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv2'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div></div></div>","null","2","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw012.bmp","0,1","noMatchFace","i","","","",""
"html-keyboard-response","73","858421","0.0-7.0-3.5","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","74","860154","0.0-7.0-4.5","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","1733","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","2","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw012.bmp","0,1","noMatchFace","i","trustrating_stim/white_mw033.bmp","red","Keep","1"
"html-keyboard-response","75","860355","0.0-7.0-5.5","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","76","860861","0.0-7.0-6.5","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/correct.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","77","861162","0.0-7.0-1.6","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","78","863168","0.0-7.0-2.6","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv6'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='tc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='tr'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='bc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='br'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div></div></div>","null","6","trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw015.bmp","1,0,0,0,1,1","noMatchFace","i","","","",""
"html-keyboard-response","79","864673","0.0-7.0-3.6","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","80","866321","0.0-7.0-4.6","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","1646","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","6","trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw015.bmp","1,0,0,0,1,1","noMatchFace","i","trustrating_stim/white_mw033.bmp","red","Keep","1"
"html-keyboard-response","81","866525","0.0-7.0-5.6","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","82","867030","0.0-7.0-6.6","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/correct.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","83","867331","0.0-7.0-1.7","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","84","869336","0.0-7.0-2.7","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv4'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='tr'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='bl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='br'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div></div></div>","null","4","trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw013.bmp","1,1,0,0","Match","e","","","",""
"html-keyboard-response","85","870838","0.0-7.0-3.7","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","86","874202","0.0-7.0-4.7","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","3363","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","i","4","trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw013.bmp","1,1,0,0","Match","e","trustrating_stim/white_mw033.bmp","red","Keep","0"
"html-keyboard-response","87","874408","0.0-7.0-5.7","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'><font style='color:orange'>No Match<p>(i)</font></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","88","874913","0.0-7.0-6.7","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/error.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","89","875214","0.0-7.0-1.8","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","90","877218","0.0-7.0-2.8","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv2'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='bc'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div></div></div>","null","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw012.bmp","1,0","Match","e","","","",""
"html-keyboard-response","91","878722","0.0-7.0-3.8","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","92","880753","0.0-7.0-4.8","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","2030","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","e","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw012.bmp","1,0","Match","e","trustrating_stim/white_mw033.bmp","red","Keep","1"
"html-keyboard-response","93","880956","0.0-7.0-5.8","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","KEYFB","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'><font style='color:orange'>Match<p>(e)</font></div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","94","881461","0.0-7.0-6.8","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FEEDBACK","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img src='img/correct.jpg'></div></div></div></div></div>","null","","","","","","","","",""
"html-keyboard-response","95","881763","0.0-7.0-1.9","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","96","883766","0.0-7.0-2.9","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","ARRAY","","<div class='trialBorder'><div class='vertical-center'><div class='trialDiv4'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='tl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='tr'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='bl'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='br'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div></div></div>","null","4","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw015.bmp","0,1,1,0","noMatchFace","i","","","",""
"html-keyboard-response","97","885269","0.0-7.0-3.9","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","null","","","","DELAY","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","",""
"html-keyboard-response","98","886939","0.0-7.0-4.9","pilottest","bdp_wmem","Wed Nov 18 2020 14:39:53 GMT-0500 (Eastern Standard Time)","888649","Match,No Match","","1668","","","","TARGET","","<div class='trialBorder'><div class='vertical-center'><div class='trialFBDiv'><div class='trialDiv1'><div class='vertical-center'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDivL'>Match<p>(e)</div><div class='respDivR'>No Match<p>(i)</div></div></div></div>","e","4","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw015.bmp","0,1,1,0","noMatchFace","i","trustrating_stim/white_mw033.bmp","red","Keep","0"
