"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","trial_duration","targFace","targCol","targOutcome","corr"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","14","135548","0.0-5.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","15","136069","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","16","139078","0.0-5.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","2","trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw040.bmp","0,1","noMatchFace","i","3000","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","17","143088","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","18","145584","0.0-5.0-4.2","","2495","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","2","trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw040.bmp","0,1","noMatchFace","i","","trustrating_stim/white_mw013.bmp","green","Share","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","19","146098","0.0-5.0-5.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","20","146618","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","21","149638","0.0-5.0-2.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","2","trustrating_stim/white_mw012.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp","1,0","Match","e","3000","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","22","153648","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","23","154771","0.0-5.0-4.3","","1123","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","2","trustrating_stim/white_mw012.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp","1,0","Match","e","","trustrating_stim/white_mw012.bmp","green","Share","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","24","155280","0.0-5.0-5.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","25","155798","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","26","160305","0.0-5.0-2.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","3","trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw091.bmp","0,1,1","Match","e","4500","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","27","164308","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","28","166378","0.0-5.0-4.4","","2069","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw091.bmp","0,1,1","Match","e","","trustrating_stim/white_mw033.bmp","green","Share","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","29","166895","0.0-5.0-5.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","30","167396","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","31","168908","0.0-5.0-2.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw091.bmp","0","Match","e","1500","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","32","172928","0.0-5.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","33","174397","0.0-5.0-4.5","","1467","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw091.bmp","0","Match","e","","trustrating_stim/white_mw091.bmp","red","Keep","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","34","174907","0.0-5.0-5.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","instructions","35","180279","0.0-6.0","[{""page_index"":0,""viewing_time"":5372}]","5372","","","","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","36","180798","0.0-7.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","37","182306","0.0-7.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_mw015.bmp","1","Match","e","1500","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","38","186318","0.0-7.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","39","186969","0.0-7.0-4.0","","650","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw015.bmp","1","Match","e","","trustrating_stim/white_mw015.bmp","green","Share","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","40","187488","0.0-7.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","41","187999","0.0-7.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","42","189503","0.0-7.0-2.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_mw013.bmp","1","Match","e","1500","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","43","193519","0.0-7.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","44","194428","0.0-7.0-4.1","","909","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw013.bmp","1","Match","e","","trustrating_stim/white_mw013.bmp","green","Share","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","45","194938","0.0-7.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","46","195450","0.0-7.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","47","199958","0.0-7.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw070.bmp","1,1,0","Match","e","4500","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","48","203978","0.0-7.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","49","205135","0.0-7.0-4.2","","1156","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw070.bmp","1,1,0","Match","e","","trustrating_stim/white_mw070.bmp","red","Keep","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","50","205649","0.0-7.0-5.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","51","206168","0.0-7.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","ARRAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","52","207678","0.0-7.0-2.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw012.bmp","0","noMatchOutcome","i","1500","","","",""
"","","","DELAY","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","53","211698","0.0-7.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"","","","TARGET","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","54","213681","0.0-7.0-4.3","","1981","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","1","trustrating_stim/white_mw012.bmp","0","noMatchOutcome","i","","trustrating_stim/white_mw012.bmp","green","Share","1"
"","","","FEEDBACK","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","55","214199","0.0-7.0-5.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"","","","FIX","601c68ae3baef979dea29b9c","bdp_wmem","Fri Feb 05 2021 11:02:52 GMT-0600 (Central Standard Time)","643377","Match,No Match","html-keyboard-response","56","214718","0.0-7.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
