"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","trial_duration","targFace","targCol","targOutcome","corr"
"html-keyboard-response","9","83687","0.0-5.0-1.1","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","10","86691","0.0-5.0-2.1","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw033.bmp","0,1","Match","e","3000","","","",""
"html-keyboard-response","11","90697","0.0-5.0-3.1","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","12","91798","0.0-5.0-4.1","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","TARGET","","1099","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw033.bmp","0,1","Match","e","","trustrating_stim/white_mw040.bmp","red","Keep","1"
"html-keyboard-response","13","92300","0.0-5.0-5.1","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","14","92803","0.0-5.0-1.2","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","15","97311","0.0-5.0-2.2","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","3","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw015.bmp","1,0,0","noMatchOutcome","i","4500","","","",""
"html-keyboard-response","16","101317","0.0-5.0-3.2","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","17","103072","0.0-5.0-4.2","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","TARGET","","1752","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","3","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw015.bmp","1,0,0","noMatchOutcome","i","","trustrating_stim/white_mw015.bmp","green","Share","1"
"html-keyboard-response","18","103577","0.0-5.0-5.2","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","19","104080","0.0-5.0-1.3","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","20","108587","0.0-5.0-2.3","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","3","trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw033.bmp","1,0,0","Match","e","4500","","","",""
"html-keyboard-response","21","112591","0.0-5.0-3.3","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","22","114201","0.0-5.0-4.3","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","TARGET","","1608","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw033.bmp","1,0,0","Match","e","","trustrating_stim/white_mw091.bmp","red","Keep","1"
"html-keyboard-response","23","114706","0.0-5.0-5.3","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","24","115208","0.0-5.0-1.4","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","25","118215","0.0-5.0-2.4","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw092.bmp","1,0","noMatchOutcome","i","3000","","","",""
"html-keyboard-response","26","122221","0.0-5.0-3.4","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","27","124048","0.0-5.0-4.4","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","TARGET","","1825","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw092.bmp","1,0","noMatchOutcome","i","","trustrating_stim/white_mw092.bmp","green","Share","1"
"html-keyboard-response","28","124554","0.0-5.0-5.4","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","29","125055","0.0-5.0-1.5","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","30","126562","0.0-5.0-2.5","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw092.bmp","0","Match","e","1500","","","",""
"html-keyboard-response","31","130568","0.0-5.0-3.5","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","32","131746","0.0-5.0-4.5","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","TARGET","","1175","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw092.bmp","0","Match","e","","trustrating_stim/white_mw092.bmp","red","Keep","1"
"html-keyboard-response","33","132251","0.0-5.0-5.5","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"instructions","34","135133","0.0-6.0","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","","[{""page_index"":0,""viewing_time"":2882}]","2882","","","","","","","","","","","","",""
"html-keyboard-response","35","135636","0.0-7.0-1.0","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","36","137144","0.0-7.0-2.0","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw003.bmp","0","noMatchOutcome","i","1500","","","",""
"html-keyboard-response","37","141150","0.0-7.0-3.0","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","38","141932","0.0-7.0-4.0","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","TARGET","","779","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","1","trustrating_stim/white_mw003.bmp","0","noMatchOutcome","i","","trustrating_stim/white_mw003.bmp","green","Share","1"
"html-keyboard-response","39","142437","0.0-7.0-5.0","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","40","142943","0.0-7.0-1.1","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","41","147447","0.0-7.0-2.1","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","3","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw070.bmp","0,1,0","Match","e","4500","","","",""
"html-keyboard-response","42","151453","0.0-7.0-3.1","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","43","152733","0.0-7.0-4.1","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","TARGET","","1277","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw070.bmp","0,1,0","Match","e","","trustrating_stim/white_mw015.bmp","green","Share","1"
"html-keyboard-response","44","153238","0.0-7.0-5.1","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","45","153739","0.0-7.0-1.2","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","46","155247","0.0-7.0-2.2","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_mw012.bmp","1","Match","e","1500","","","",""
"html-keyboard-response","47","159250","0.0-7.0-3.2","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","48","160313","0.0-7.0-4.2","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","TARGET","","1061","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw012.bmp","1","Match","e","","trustrating_stim/white_mw012.bmp","green","Share","1"
"html-keyboard-response","49","160814","0.0-7.0-5.2","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","50","161318","0.0-7.0-1.3","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","51","162824","0.0-7.0-2.3","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_mw012.bmp","1","Match","e","1500","","","",""
"html-keyboard-response","52","166830","0.0-7.0-3.3","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","53","167521","0.0-7.0-4.3","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","TARGET","","689","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_mw012.bmp","1","Match","e","","trustrating_stim/white_mw012.bmp","green","Share","1"
"html-keyboard-response","54","168026","0.0-7.0-5.3","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","55","168533","0.0-7.0-1.4","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","56","170039","0.0-7.0-2.4","5ed2958cf3d85d0880db5011","bdp_wmem","Fri Feb 05 2021 11:48:54 GMT-0800 (Pacific Standard Time)","575600","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw092.bmp","0","noMatchFace","i","1500","","","",""
