"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","trial_duration","targFace","targCol","targOutcome","corr"
"html-keyboard-response","55","197877","0.0-7.0-1.4","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","56","199382","0.0-7.0-2.4","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw015.bmp","0","noMatchOutcome","i","1500","","","",""
"html-keyboard-response","57","203383","0.0-7.0-3.4","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","58","204668","0.0-7.0-4.4","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1283","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","1","trustrating_stim/white_mw015.bmp","0","noMatchOutcome","i","","trustrating_stim/white_mw015.bmp","green","Share","1"
"html-keyboard-response","59","205169","0.0-7.0-5.4","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","60","205672","0.0-7.0-1.5","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","61","210174","0.0-7.0-2.5","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw015.bmp","0,1,0","noMatchFace","i","4500","","","",""
"html-keyboard-response","62","214177","0.0-7.0-3.5","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","63","215642","0.0-7.0-4.5","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1464","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw015.bmp","0,1,0","noMatchFace","i","","trustrating_stim/white_mw070.bmp","red","Keep","1"
"html-keyboard-response","64","216144","0.0-7.0-5.5","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","65","216647","0.0-7.0-1.6","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","66","221149","0.0-7.0-2.6","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","3","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw070.bmp","1,0,1","noMatchOutcome","i","4500","","","",""
"html-keyboard-response","67","225154","0.0-7.0-3.6","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","68","226874","0.0-7.0-4.6","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1719","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","3","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw070.bmp","1,0,1","noMatchOutcome","i","","trustrating_stim/white_mw092.bmp","red","Keep","1"
"html-keyboard-response","69","227377","0.0-7.0-5.6","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","70","227877","0.0-7.0-1.7","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","71","230879","0.0-7.0-2.7","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","2","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw003.bmp","0,1","Match","e","3000","","","",""
"html-keyboard-response","72","234881","0.0-7.0-3.7","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","73","236385","0.0-7.0-4.7","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1503","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","2","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw003.bmp","0,1","Match","e","","trustrating_stim/white_mw003.bmp","green","Share","1"
"html-keyboard-response","74","236888","0.0-7.0-5.7","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","75","237389","0.0-7.0-1.8","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","76","241892","0.0-7.0-2.8","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","3","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw070.bmp","0,1,1","Match","e","4500","","","",""
"html-keyboard-response","77","245894","0.0-7.0-3.8","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","78","247112","0.0-7.0-4.8","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1217","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","3","trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw070.bmp","0,1,1","Match","e","","trustrating_stim/white_mw033.bmp","red","Keep","1"
"html-keyboard-response","79","247614","0.0-7.0-5.8","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","80","248116","0.0-7.0-1.9","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","81","249618","0.0-7.0-2.9","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","1","trustrating_stim/white_00807_941205_fb_edt.bmp","1","Match","e","1500","","","",""
"html-keyboard-response","82","253620","0.0-7.0-3.9","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","83","255050","0.0-7.0-4.9","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1428","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","1","trustrating_stim/white_00807_941205_fb_edt.bmp","1","Match","e","","trustrating_stim/white_00807_941205_fb_edt.bmp","green","Share","1"
"html-keyboard-response","84","255552","0.0-7.0-5.9","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","85","256053","0.0-7.0-1.10","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","86","259054","0.0-7.0-2.10","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","2","trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp","1,0","noMatchFace","i","3000","","","",""
"html-keyboard-response","87","263057","0.0-7.0-3.10","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","88","264219","0.0-7.0-4.10","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1161","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","2","trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp","1,0","noMatchFace","i","","trustrating_stim/white_mw012.bmp","green","Share","1"
"html-keyboard-response","89","264721","0.0-7.0-5.10","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","90","265223","0.0-7.0-1.11","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","91","268226","0.0-7.0-2.11","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","2","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw003.bmp","0,1","noMatchOutcome","i","3000","","","",""
"html-keyboard-response","92","272227","0.0-7.0-3.11","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","93","274112","0.0-7.0-4.11","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1885","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","2","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw003.bmp","0,1","noMatchOutcome","i","","trustrating_stim/white_mw013.bmp","green","Share","1"
"html-keyboard-response","94","274614","0.0-7.0-5.11","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","95","275116","0.0-7.0-1.12","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","96","276618","0.0-7.0-2.12","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","1","trustrating_stim/white_mw092.bmp","0","noMatchOutcome","i","1500","","","",""
"html-keyboard-response","97","280620","0.0-7.0-3.12","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","98","281523","0.0-7.0-4.12","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","901","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","1","trustrating_stim/white_mw092.bmp","0","noMatchOutcome","i","","trustrating_stim/white_mw092.bmp","green","Share","1"
"html-keyboard-response","99","282024","0.0-7.0-5.12","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","100","282526","0.0-7.0-1.13","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","101","287029","0.0-7.0-2.13","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","3","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw013.bmp","0,1,0","noMatchFace","i","4500","","","",""
"html-keyboard-response","102","291031","0.0-7.0-3.13","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","103","292259","0.0-7.0-4.13","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1227","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","3","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw013.bmp","0,1,0","noMatchFace","i","","trustrating_stim/white_mw038.bmp","green","Share","1"
"html-keyboard-response","104","292761","0.0-7.0-5.13","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FEEDBACK","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","","","","","","","","","",""
"html-keyboard-response","105","293264","0.0-7.0-1.14","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","FIX","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","106","296266","0.0-7.0-2.14","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","ARRAY","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw013.bmp","1,0","Match","e","3000","","","",""
"html-keyboard-response","107","300269","0.0-7.0-3.14","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","DELAY","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","","","","","","","","","",""
"html-keyboard-response","108","301462","0.0-7.0-4.14","5f7e06f049f7a508b2d53ca7","bdp_wmem","Fri Feb 05 2021 14:43:59 GMT-0500 (Eastern Standard Time)","611233","Match,No Match","","","","TARGET","","1193","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw013.bmp","1,0","Match","e","","trustrating_stim/white_mw013.bmp","red","Keep","0"
