PROLIFIC_PID,totalTime,qa:dec_%rt<300,qa:dec_%rt>10000,qa:dec_%Conseqs,qa:dec_instruxDur,qa:frat_%rt<300,qa:frat_%rt>10000,qa:frat_%Conseqs,qa:frat_instruxDur,qa:blurEv,subj2LR_posOC,subj2LR_negOC,subj2p0_3prm,subj2NLL_biasedOC,subj2LRTp_biasedOC,subj2LR_biasedOC
627ea14463f25dce42e73d51,453.763,0.4015151515151515,0.0,0.2424242424242424,3.45,0.0,0.1666666666666666,0.1666666666666666,13.11,2.0,0.0580406717038237,0.7310585786300049,1.0,408.2441714748511,7.919107280248501e-09,-0.6730179069261811
5fcecd70db3ccb1a7f9331c9,476.486,0.0075757575757575,0.0,0.4924242424242424,11.5,0.0,0.0,0.3333333333333333,44.44,0.0,0.0740965972723343,0.7310585786300049,0.9781641080508706,398.13951970699975,2.580434199730934e-13,
6338c2127eed17193a7a4d32,424.33,0.5757575757575758,0.0,0.1818181818181818,18.34,0.0,0.0,0.0,24.42,0.0,0.0288213305554645,0.7310585786300049,1.0,424.32114775221487,0.2854575335108351,
60aeef267e494909058ef34e,418.209,0.5454545454545454,0.0,0.1363636363636363,8.8,0.0,0.0,0.0,16.39,1.0,0.0118568583707051,0.5,1.0,424.9811373868548,1.0,
63ed1fa5c88ecae92bf0c920,510.975,0.0,0.0,0.4621212121212121,5.83,0.0,0.0,0.0,23.41,2.0,0.1421089171697685,0.8807970779778824,0.1023945901013187,379.779655100755,2.126766157089733e-21,
63d7457dae12d98a8ebd18f6,464.53,0.0227272727272727,0.0,0.4015151515151515,8.2,0.0,0.0,0.1666666666666666,25.02,0.0,0.0322486460562127,0.7310585786300049,1.0,423.072288147109,0.056452981170894,
602b3ed14ae791260d6d12c5,330.088,0.1969696969696969,0.0,0.5757575757575758,1.64,0.0,0.0,0.1666666666666666,11.96,0.0,4.53978687024344e-05,0.8807970779778824,-0.0906658971437192,246.58145716123312,1.5328959751825347e-79,
63d71e67dd0fcccd3cc745b0,478.435,0.2878787878787879,0.0,0.4393939393939394,12.26,0.0,0.1666666666666666,0.3333333333333333,19.43,6.0,0.239033416703217,0.8807970779778824,1.0,349.34132206439546,9.963368582796461e-35,-0.6417636612746653
63e573b546bc72bbe9bffc5f,549.771,0.0,0.0,0.1515151515151515,14.08,0.0,0.0,0.0,25.47,1.0,0.0921791115526602,0.1192029220221175,0.7899505238117526,401.063023916044,5.076622857409348e-12,
60f08e2a0d6d27ff93244345,377.922,0.4015151515151515,0.0,0.2121212121212121,11.96,0.0,0.0,0.1666666666666666,21.08,0.0,0.0410062404003343,0.8807970779778824,1.0,416.5430053172725,4.384549925559817e-05,
5d42abf3c9acd700010c41df,365.708,0.3106060606060606,0.0,0.1893939393939394,8.22,0.5,0.0,0.1666666666666666,11.62,0.0,0.0294373490148786,0.7310585786300049,1.0,422.090054884044,0.0179286447527157,
5d5af711bb10640001afd133,465.404,0.0984848484848484,0.0,0.4318181818181818,7.29,0.0,0.0,0.1666666666666666,11.6,0.0,0.0463307203185797,0.7310585786300049,1.0,419.6879412264558,0.0012551573035045,
6150e9017c1b2aa8bf683c32,666.802,0.0075757575757575,0.0,0.0378787878787878,21.4,0.0,0.1666666666666666,0.0,38.97,0.0,0.0101591745578522,0.2689414213699951,1.0,426.3486416070312,1.0,
60beba435afc451476fa7781,363.729,0.1439393939393939,0.0,0.2878787878787879,7.75,0.0,0.0,0.0,11.17,0.0,0.0325276366583562,0.5,1.0,423.6804729142357,0.1196213288079491,
63d1b93d9abc8c4b40e2d92f,458.719,0.1136363636363636,0.0075757575757575,0.1590909090909091,4.16,0.0,0.0,0.1666666666666666,13.54,9.0,0.0476895861695519,0.7310585786300049,0.8827789227843297,419.3777590862203,0.0008976046577032,-0.6833689924604529
63652b3ed1f35f8e04325845,515.411,0.2878787878787879,0.0075757575757575,0.0984848484848484,19.81,0.0,0.0,0.0,57.27,0.0,0.0035545087971923,0.7310585786300049,0.759906753804562,409.0800804628765,1.8719378470914993e-08,
63dab0380b8791f9560fd329,419.069,0.0681818181818181,0.0,0.2727272727272727,3.8,0.0,0.0,0.3333333333333333,8.37,3.0,0.0890438025129326,0.5,0.3990465210400903,391.10693525307545,2.0340543223089967e-16,
