PID,"0.2,0.65","0.2,0.8","0.35,0.65","0.35,0.8","0.65,0.2","0.8,0.35","0.65,0.35","0.8,0.2"
60fcd2b146529d02f1566012,0,,,0,1,1,1.0,1.0
60fcd2b146529d02f1566012,0,,,0,0,1,1.0,1.0
60fcd2b146529d02f1566012,0,,,0,0,1,0.0,1.0
60fcd2b146529d02f1566012,0,,,0,1,1,1.0,1.0
60fcd2b146529d02f1566012,0,,,0,0,0,1.0,1.0
60fcd2b146529d02f1566012,0,,,0,0,0,1.0,0.0
60fcd2b146529d02f1566012,1,,,0,0,0,0.0,1.0
60fcd2b146529d02f1566012,1,,,1,1,1,0.0,1.0
60fcd2b146529d02f1566012,1,,,0,0,0,0.0,0.0
60fcd2b146529d02f1566012,0,,,1,0,1,1.0,0.0
60fcd2b146529d02f1566012,0,,,1,0,1,1.0,1.0
60fcd2b146529d02f1566012,1,,,1,0,0,0.0,0.0
60fcd2b146529d02f1566012,0,,,0,0,1,1.0,0.0
60fcd2b146529d02f1566012,1,,,1,0,0,0.0,0.0
60fcd2b146529d02f1566012,1,,,0,0,1,0.0,0.0
60fcd2b146529d02f1566012,1,,,1,0,0,0.0,0.0
60fcd2b146529d02f1566012,1,,,1,0,0,0.0,1.0
60fcd2b146529d02f1566012,1,,,1,0,1,0.0,1.0
60fcd2b146529d02f1566012,1,,,0,0,0,1.0,0.0
63ed12d2c25b08ba24fe8a41,0,,,0,1,1,1.0,1.0
63ed12d2c25b08ba24fe8a41,0,,,1,0,1,1.0,0.0
63ed12d2c25b08ba24fe8a41,0,,,0,1,1,1.0,1.0
63ed12d2c25b08ba24fe8a41,0,,,0,1,1,1.0,1.0
63ed12d2c25b08ba24fe8a41,0,,,0,1,0,0.0,1.0
63ed12d2c25b08ba24fe8a41,0,,,1,1,0,1.0,1.0
63ed12d2c25b08ba24fe8a41,0,,,1,1,0,1.0,1.0
63ed12d2c25b08ba24fe8a41,1,,,0,0,0,0.0,1.0
63ed12d2c25b08ba24fe8a41,0,,,1,1,0,1.0,0.0
63ed12d2c25b08ba24fe8a41,1,,,1,0,1,0.0,1.0
63ed12d2c25b08ba24fe8a41,1,,,1,0,1,0.0,1.0
63ed12d2c25b08ba24fe8a41,1,,,1,1,0,0.0,0.0
63ed12d2c25b08ba24fe8a41,0,,,0,0,0,0.0,0.0
63ed12d2c25b08ba24fe8a41,1,,,1,1,0,1.0,0.0
63ed12d2c25b08ba24fe8a41,1,,,1,0,1,0.0,0.0
63ed12d2c25b08ba24fe8a41,1,,,1,0,1,0.0,0.0
63ed12d2c25b08ba24fe8a41,0,,,1,0,0,1.0,0.0
63ed12d2c25b08ba24fe8a41,1,,,0,0,0,1.0,0.0
63ed12d2c25b08ba24fe8a41,1,,,1,1,1,1.0,0.0
63ed12d2c25b08ba24fe8a41,0,,,1,0,0,1.0,0.0
63ed12d2c25b08ba24fe8a41,1,,,0,0,0,0.0,0.0
63ed12d2c25b08ba24fe8a41,1,,,1,1,0,1.0,0.0
5d412a9013864b0015b14b31,1,0.0,0.0,0,1,1,,
5d412a9013864b0015b14b31,0,0.0,0.0,1,1,1,,
5d412a9013864b0015b14b31,1,0.0,1.0,0,1,1,,
5d412a9013864b0015b14b31,0,0.0,0.0,1,1,1,,
5d412a9013864b0015b14b31,0,0.0,1.0,0,1,0,,
5d412a9013864b0015b14b31,0,0.0,0.0,0,1,1,,
5d412a9013864b0015b14b31,1,0.0,0.0,1,0,1,,
5d412a9013864b0015b14b31,0,1.0,0.0,1,1,1,,
5d412a9013864b0015b14b31,0,1.0,1.0,0,0,0,,
5d412a9013864b0015b14b31,0,1.0,1.0,0,0,1,,
5d412a9013864b0015b14b31,1,0.0,1.0,0,0,0,,
5d412a9013864b0015b14b31,1,1.0,1.0,0,0,0,,
5d412a9013864b0015b14b31,0,1.0,0.0,0,0,1,,
5d412a9013864b0015b14b31,1,1.0,1.0,1,0,1,,
5d412a9013864b0015b14b31,1,1.0,1.0,1,0,0,,
5d412a9013864b0015b14b31,1,0.0,0.0,0,0,1,,
5d412a9013864b0015b14b31,1,1.0,0.0,1,0,0,,
5d412a9013864b0015b14b31,1,0.0,1.0,1,0,1,,
5d412a9013864b0015b14b31,1,1.0,1.0,0,1,1,,
5d412a9013864b0015b14b31,0,1.0,1.0,1,0,0,,
5d412a9013864b0015b14b31,0,1.0,0.0,1,0,0,,
5d412a9013864b0015b14b31,0,1.0,0.0,1,0,1,,
62ec219e5f3634408fb35580,0,0.0,1.0,1,1,1,,
62ec219e5f3634408fb35580,0,0.0,1.0,1,1,1,,
62ec219e5f3634408fb35580,0,0.0,0.0,1,1,1,,
62ec219e5f3634408fb35580,0,0.0,1.0,0,1,1,,
62ec219e5f3634408fb35580,0,0.0,0.0,0,1,0,,
62ec219e5f3634408fb35580,0,0.0,0.0,0,0,0,,
62ec219e5f3634408fb35580,0,0.0,0.0,0,1,1,,
62ec219e5f3634408fb35580,0,0.0,1.0,0,0,1,,
62ec219e5f3634408fb35580,1,1.0,1.0,0,1,0,,
62ec219e5f3634408fb35580,0,1.0,0.0,1,0,1,,
62ec219e5f3634408fb35580,1,0.0,0.0,1,1,0,,
62ec219e5f3634408fb35580,1,0.0,0.0,1,1,0,,
62ec219e5f3634408fb35580,1,1.0,1.0,1,1,0,,
62ec219e5f3634408fb35580,0,0.0,0.0,0,0,0,,
62ec219e5f3634408fb35580,1,1.0,0.0,1,0,0,,
62ec219e5f3634408fb35580,1,1.0,1.0,1,0,0,,
62ec219e5f3634408fb35580,1,1.0,1.0,1,0,1,,
62ec219e5f3634408fb35580,0,1.0,1.0,1,0,1,,
62ec219e5f3634408fb35580,1,1.0,1.0,0,0,1,,
62ec219e5f3634408fb35580,1,1.0,0.0,1,1,0,,
62ec219e5f3634408fb35580,1,1.0,1.0,1,0,0,,
62ec219e5f3634408fb35580,0,1.0,1.0,1,1,0,,
594936ad4152bf0001bfd5cd,1,0.0,,0,1,0,0.0,
594936ad4152bf0001bfd5cd,0,0.0,,1,0,1,0.0,
594936ad4152bf0001bfd5cd,0,0.0,,0,0,1,1.0,
594936ad4152bf0001bfd5cd,1,0.0,,1,1,1,1.0,
594936ad4152bf0001bfd5cd,0,0.0,,0,1,1,1.0,
594936ad4152bf0001bfd5cd,0,0.0,,0,1,1,1.0,
594936ad4152bf0001bfd5cd,1,0.0,,0,1,1,0.0,
594936ad4152bf0001bfd5cd,0,1.0,,0,1,1,1.0,
594936ad4152bf0001bfd5cd,0,0.0,,0,0,1,0.0,
594936ad4152bf0001bfd5cd,0,0.0,,0,1,0,0.0,
594936ad4152bf0001bfd5cd,1,0.0,,0,0,1,0.0,
594936ad4152bf0001bfd5cd,0,1.0,,1,1,0,1.0,
594936ad4152bf0001bfd5cd,1,0.0,,1,0,1,0.0,
594936ad4152bf0001bfd5cd,1,1.0,,1,0,1,0.0,
594936ad4152bf0001bfd5cd,1,1.0,,1,0,0,0.0,
594936ad4152bf0001bfd5cd,1,1.0,,1,0,0,0.0,
594936ad4152bf0001bfd5cd,0,1.0,,1,0,0,0.0,
594936ad4152bf0001bfd5cd,0,0.0,,0,0,1,0.0,
594936ad4152bf0001bfd5cd,0,0.0,,1,0,1,1.0,
594936ad4152bf0001bfd5cd,0,0.0,,1,0,1,1.0,
594936ad4152bf0001bfd5cd,0,0.0,,1,1,1,1.0,
594936ad4152bf0001bfd5cd,1,0.0,,1,0,0,1.0,
63d842d3e9626bd5fe5c17b1,1,,1.0,1,0,1,,1.0
63d842d3e9626bd5fe5c17b1,0,,0.0,0,1,1,,1.0
63d842d3e9626bd5fe5c17b1,0,,0.0,0,0,0,,1.0
63d842d3e9626bd5fe5c17b1,0,,1.0,0,0,1,,1.0
63d842d3e9626bd5fe5c17b1,1,,1.0,1,0,0,,1.0
63d842d3e9626bd5fe5c17b1,1,,0.0,0,1,1,,0.0
63d842d3e9626bd5fe5c17b1,0,,0.0,0,1,0,,1.0
63d842d3e9626bd5fe5c17b1,0,,1.0,1,0,1,,1.0
63d842d3e9626bd5fe5c17b1,0,,0.0,0,1,1,,1.0
63d842d3e9626bd5fe5c17b1,0,,0.0,1,1,0,,1.0
63d842d3e9626bd5fe5c17b1,1,,0.0,0,1,1,,0.0
63d842d3e9626bd5fe5c17b1,0,,0.0,1,1,0,,0.0
63d842d3e9626bd5fe5c17b1,1,,1.0,1,0,0,,0.0
63d842d3e9626bd5fe5c17b1,0,,1.0,1,0,0,,0.0
63d842d3e9626bd5fe5c17b1,1,,0.0,1,0,0,,0.0
63d842d3e9626bd5fe5c17b1,1,,1.0,1,0,0,,0.0
63d842d3e9626bd5fe5c17b1,0,,0.0,0,0,0,,0.0
63d842d3e9626bd5fe5c17b1,1,,0.0,0,1,0,,1.0
63d842d3e9626bd5fe5c17b1,1,,1.0,1,0,1,,0.0
63d842d3e9626bd5fe5c17b1,1,,1.0,1,0,0,,0.0
63d842d3e9626bd5fe5c17b1,1,,0.0,1,1,0,,1.0
63d842d3e9626bd5fe5c17b1,1,,1.0,1,0,0,,0.0
631bc422eec20143118ad66b,1,0.0,,1,1,1,0.0,
631bc422eec20143118ad66b,0,0.0,,0,0,1,1.0,
631bc422eec20143118ad66b,0,1.0,,0,0,1,1.0,
631bc422eec20143118ad66b,0,0.0,,0,1,1,1.0,
631bc422eec20143118ad66b,0,1.0,,0,1,1,1.0,
631bc422eec20143118ad66b,1,0.0,,0,1,1,1.0,
631bc422eec20143118ad66b,1,0.0,,1,1,1,0.0,
631bc422eec20143118ad66b,0,0.0,,1,1,1,1.0,
631bc422eec20143118ad66b,0,0.0,,1,1,1,1.0,
631bc422eec20143118ad66b,0,0.0,,1,1,0,0.0,
631bc422eec20143118ad66b,0,0.0,,1,1,0,1.0,
631bc422eec20143118ad66b,0,1.0,,1,0,1,0.0,
631bc422eec20143118ad66b,0,1.0,,1,0,0,0.0,
631bc422eec20143118ad66b,0,1.0,,1,1,0,0.0,
631bc422eec20143118ad66b,1,1.0,,1,0,0,1.0,
631bc422eec20143118ad66b,1,0.0,,1,1,0,0.0,
631bc422eec20143118ad66b,1,1.0,,1,1,0,1.0,
631bc422eec20143118ad66b,1,1.0,,1,0,1,0.0,
631bc422eec20143118ad66b,1,1.0,,1,0,0,1.0,
631bc422eec20143118ad66b,1,1.0,,0,1,1,1.0,
631bc422eec20143118ad66b,0,1.0,,0,0,1,0.0,
631bc422eec20143118ad66b,1,0.0,,1,0,1,0.0,
58016c9f551314000145af58,1,0.0,,1,1,1,1.0,
58016c9f551314000145af58,0,0.0,,1,1,1,1.0,
58016c9f551314000145af58,0,0.0,,1,0,1,1.0,
58016c9f551314000145af58,0,0.0,,1,0,1,0.0,
58016c9f551314000145af58,0,0.0,,0,1,1,0.0,
58016c9f551314000145af58,0,1.0,,1,1,0,1.0,
58016c9f551314000145af58,1,0.0,,0,1,1,1.0,
58016c9f551314000145af58,0,1.0,,1,1,1,1.0,
58016c9f551314000145af58,1,0.0,,0,0,1,0.0,
58016c9f551314000145af58,0,1.0,,0,1,0,1.0,
58016c9f551314000145af58,1,1.0,,0,1,0,1.0,
58016c9f551314000145af58,0,1.0,,0,1,1,1.0,
58016c9f551314000145af58,1,1.0,,1,0,0,0.0,
58016c9f551314000145af58,0,1.0,,1,0,1,0.0,
58016c9f551314000145af58,1,1.0,,1,1,0,1.0,
58016c9f551314000145af58,0,0.0,,0,1,0,0.0,
58016c9f551314000145af58,1,1.0,,1,1,1,1.0,
58016c9f551314000145af58,0,1.0,,0,0,0,0.0,
58016c9f551314000145af58,0,1.0,,0,0,1,0.0,
58016c9f551314000145af58,0,0.0,,1,0,1,0.0,
58016c9f551314000145af58,1,1.0,,0,0,0,0.0,
58016c9f551314000145af58,0,1.0,,0,0,0,1.0,
63d1c10210ce566ce71616e8,1,,0.0,0,1,1,,1.0
63d1c10210ce566ce71616e8,1,,1.0,0,1,1,,1.0
63d1c10210ce566ce71616e8,0,,0.0,0,1,1,,0.0
63d1c10210ce566ce71616e8,0,,0.0,0,1,1,,1.0
63d1c10210ce566ce71616e8,1,,0.0,1,1,0,,1.0
63d1c10210ce566ce71616e8,0,,0.0,0,1,1,,1.0
63d1c10210ce566ce71616e8,1,,1.0,0,1,1,,1.0
63d1c10210ce566ce71616e8,0,,1.0,1,1,0,,0.0
63d1c10210ce566ce71616e8,0,,0.0,1,1,1,,1.0
63d1c10210ce566ce71616e8,0,,1.0,0,1,1,,0.0
63d1c10210ce566ce71616e8,0,,0.0,1,1,1,,0.0
63d1c10210ce566ce71616e8,1,,1.0,1,1,1,,0.0
63d1c10210ce566ce71616e8,0,,0.0,1,0,0,,1.0
63d1c10210ce566ce71616e8,1,,0.0,0,1,0,,0.0
63d1c10210ce566ce71616e8,1,,1.0,1,1,1,,0.0
63d1c10210ce566ce71616e8,0,,1.0,0,0,1,,0.0
63d1c10210ce566ce71616e8,0,,0.0,1,0,1,,0.0
63d1c10210ce566ce71616e8,0,,0.0,1,0,1,,0.0
63d1c10210ce566ce71616e8,1,,1.0,1,0,0,,0.0
63d1c10210ce566ce71616e8,1,,0.0,1,0,0,,1.0
63d1c10210ce566ce71616e8,1,,1.0,0,1,1,,0.0
63d1c10210ce566ce71616e8,1,,1.0,1,0,0,,0.0
5e55e83cc65ccb5ed547cb04,1,,0.0,0,1,1,,1.0
5e55e83cc65ccb5ed547cb04,0,,1.0,0,1,1,,1.0
5e55e83cc65ccb5ed547cb04,0,,1.0,0,1,1,,1.0
5e55e83cc65ccb5ed547cb04,0,,0.0,0,0,1,,1.0
5e55e83cc65ccb5ed547cb04,1,,0.0,0,1,1,,1.0
5e55e83cc65ccb5ed547cb04,1,,1.0,1,0,1,,1.0
5e55e83cc65ccb5ed547cb04,1,,0.0,1,0,1,,1.0
5e55e83cc65ccb5ed547cb04,0,,0.0,0,0,0,,0.0
5e55e83cc65ccb5ed547cb04,0,,0.0,1,1,0,,0.0
5e55e83cc65ccb5ed547cb04,0,,1.0,1,1,1,,0.0
5e55e83cc65ccb5ed547cb04,1,,0.0,1,1,1,,0.0
5e55e83cc65ccb5ed547cb04,1,,1.0,1,1,1,,0.0
5e55e83cc65ccb5ed547cb04,1,,1.0,1,0,1,,1.0
5e55e83cc65ccb5ed547cb04,1,,1.0,1,1,1,,0.0
5e55e83cc65ccb5ed547cb04,1,,1.0,0,0,0,,0.0
5e55e83cc65ccb5ed547cb04,1,,1.0,1,0,0,,0.0
5e55e83cc65ccb5ed547cb04,1,,0.0,1,0,0,,0.0
5e55e83cc65ccb5ed547cb04,0,,1.0,1,0,1,,0.0
5e55e83cc65ccb5ed547cb04,1,,1.0,1,0,1,,0.0
5e55e83cc65ccb5ed547cb04,1,,1.0,1,0,1,,0.0
5e55e83cc65ccb5ed547cb04,1,,0.0,1,0,0,,1.0
5e55e83cc65ccb5ed547cb04,1,,1.0,1,1,0,,1.0
63e5b3e89a3823139cb9d35e,0,,1.0,0,0,1,,1.0
63e5b3e89a3823139cb9d35e,0,,0.0,0,0,0,,1.0
63e5b3e89a3823139cb9d35e,0,,1.0,1,1,1,,0.0
63e5b3e89a3823139cb9d35e,0,,1.0,1,1,1,,1.0
63e5b3e89a3823139cb9d35e,0,,0.0,0,1,1,,1.0
63e5b3e89a3823139cb9d35e,0,,0.0,0,0,1,,0.0
63e5b3e89a3823139cb9d35e,0,,1.0,1,1,1,,1.0
63e5b3e89a3823139cb9d35e,0,,1.0,1,1,1,,1.0
63e5b3e89a3823139cb9d35e,1,,1.0,0,0,1,,1.0
63e5b3e89a3823139cb9d35e,0,,1.0,0,1,0,,0.0
63e5b3e89a3823139cb9d35e,1,,0.0,1,0,0,,0.0
63e5b3e89a3823139cb9d35e,1,,0.0,0,0,1,,1.0
63e5b3e89a3823139cb9d35e,0,,0.0,1,0,0,,0.0
63e5b3e89a3823139cb9d35e,1,,1.0,1,0,1,,1.0
63e5b3e89a3823139cb9d35e,1,,1.0,1,0,1,,0.0
63e5b3e89a3823139cb9d35e,1,,1.0,1,0,0,,0.0
63e5b3e89a3823139cb9d35e,0,,1.0,1,0,0,,0.0
63e5b3e89a3823139cb9d35e,1,,0.0,1,0,0,,0.0
63e5b3e89a3823139cb9d35e,1,,0.0,1,1,1,,0.0
63e5b3e89a3823139cb9d35e,1,,0.0,1,0,0,,0.0
63e5b3e89a3823139cb9d35e,1,,1.0,1,0,1,,0.0
63e5b3e89a3823139cb9d35e,1,,0.0,1,0,0,,1.0
6400ea4cec0b310140841b2d,0,,1.0,0,1,1,,0.0
6400ea4cec0b310140841b2d,0,,0.0,1,1,1,,1.0
6400ea4cec0b310140841b2d,1,,1.0,0,0,1,,0.0
6400ea4cec0b310140841b2d,0,,0.0,0,1,1,,1.0
6400ea4cec0b310140841b2d,0,,0.0,1,1,1,,1.0
6400ea4cec0b310140841b2d,1,,1.0,0,1,1,,0.0
6400ea4cec0b310140841b2d,0,,0.0,1,0,1,,0.0
6400ea4cec0b310140841b2d,0,,0.0,0,1,1,,0.0
6400ea4cec0b310140841b2d,0,,0.0,1,0,1,,0.0
6400ea4cec0b310140841b2d,0,,0.0,1,0,1,,0.0
6400ea4cec0b310140841b2d,0,,0.0,0,0,1,,0.0
6400ea4cec0b310140841b2d,0,,1.0,1,1,0,,0.0
6400ea4cec0b310140841b2d,0,,1.0,1,0,0,,1.0
6400ea4cec0b310140841b2d,0,,1.0,1,0,0,,0.0
6400ea4cec0b310140841b2d,0,,1.0,1,0,1,,1.0
6400ea4cec0b310140841b2d,1,,1.0,0,0,0,,0.0
6400ea4cec0b310140841b2d,0,,0.0,1,0,0,,0.0
6400ea4cec0b310140841b2d,1,,1.0,1,0,0,,0.0
6400ea4cec0b310140841b2d,1,,1.0,0,0,0,,1.0
6400ea4cec0b310140841b2d,0,,1.0,1,0,0,,0.0
6400ea4cec0b310140841b2d,1,,1.0,1,1,1,,0.0
6400ea4cec0b310140841b2d,0,,1.0,0,0,1,,1.0
6352b3c968388ef86f3556db,0,,,1,1,1,1.0,0.0
6352b3c968388ef86f3556db,0,,,1,1,1,0.0,0.0
6352b3c968388ef86f3556db,0,,,0,1,1,0.0,1.0
6352b3c968388ef86f3556db,0,,,0,0,1,1.0,0.0
6352b3c968388ef86f3556db,0,,,0,1,1,1.0,1.0
6352b3c968388ef86f3556db,0,,,0,1,1,0.0,0.0
6352b3c968388ef86f3556db,0,,,0,0,1,1.0,1.0
6352b3c968388ef86f3556db,1,,,1,1,1,0.0,1.0
6352b3c968388ef86f3556db,0,,,1,0,1,1.0,0.0
6352b3c968388ef86f3556db,0,,,1,0,1,1.0,1.0
6352b3c968388ef86f3556db,0,,,0,0,1,0.0,0.0
6352b3c968388ef86f3556db,0,,,1,0,0,0.0,1.0
6352b3c968388ef86f3556db,1,,,0,0,1,1.0,0.0
6352b3c968388ef86f3556db,1,,,1,0,1,1.0,0.0
6352b3c968388ef86f3556db,0,,,0,0,0,1.0,0.0
6352b3c968388ef86f3556db,1,,,1,0,1,0.0,1.0
6352b3c968388ef86f3556db,1,,,1,0,1,0.0,0.0
6352b3c968388ef86f3556db,0,,,1,0,0,1.0,1.0
6352b3c968388ef86f3556db,1,,,1,0,0,0.0,0.0
6352b3c968388ef86f3556db,1,,,1,0,0,0.0,1.0
6352b3c968388ef86f3556db,1,,,1,0,0,0.0,0.0
6352b3c968388ef86f3556db,1,,,1,1,0,0.0,0.0
63dc7b5bf451a34177b66c66,1,0.0,,1,0,1,1.0,
63dc7b5bf451a34177b66c66,0,0.0,,0,1,1,1.0,
63dc7b5bf451a34177b66c66,0,1.0,,0,1,1,1.0,
63dc7b5bf451a34177b66c66,0,0.0,,0,0,1,0.0,
63dc7b5bf451a34177b66c66,0,1.0,,1,1,1,1.0,
63dc7b5bf451a34177b66c66,0,0.0,,0,1,1,1.0,
63dc7b5bf451a34177b66c66,0,1.0,,1,1,1,1.0,
63dc7b5bf451a34177b66c66,1,0.0,,1,0,0,0.0,
63dc7b5bf451a34177b66c66,0,1.0,,0,1,1,0.0,
63dc7b5bf451a34177b66c66,0,0.0,,1,1,1,0.0,
63dc7b5bf451a34177b66c66,0,0.0,,0,1,1,0.0,
63dc7b5bf451a34177b66c66,0,0.0,,0,0,0,0.0,
63dc7b5bf451a34177b66c66,0,0.0,,1,0,0,0.0,
63dc7b5bf451a34177b66c66,0,0.0,,0,0,1,0.0,
63dc7b5bf451a34177b66c66,0,1.0,,1,0,0,0.0,
63dc7b5bf451a34177b66c66,1,1.0,,0,0,0,0.0,
63dc7b5bf451a34177b66c66,1,1.0,,1,0,0,1.0,
63dc7b5bf451a34177b66c66,1,0.0,,1,0,1,0.0,
63dc7b5bf451a34177b66c66,0,1.0,,1,1,1,1.0,
63dc7b5bf451a34177b66c66,1,1.0,,1,0,0,1.0,
63dc7b5bf451a34177b66c66,0,0.0,,1,0,0,1.0,
63dc7b5bf451a34177b66c66,1,1.0,,1,0,0,1.0,
63d881ab484805569b553bd8,1,0.0,1.0,0,0,1,,
63d881ab484805569b553bd8,0,0.0,0.0,1,0,1,,
63d881ab484805569b553bd8,0,0.0,1.0,1,0,1,,
63d881ab484805569b553bd8,0,0.0,1.0,0,0,1,,
63d881ab484805569b553bd8,0,0.0,0.0,0,1,1,,
