"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round","numBlurs"
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","18","46951","0.0-6.0-1.6","","1754","","trustrating_stim/white_mw084.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","19","47166","0.0-6.0-2.6","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","20","48726","0.0-6.0-1.7","","1456","","trustrating_stim/white_mw035.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","21","48946","0.0-6.0-2.7","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","22","50132","0.0-6.0-1.8","","1064","","trustrating_stim/white_00807_941205_fb_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","23","50336","0.0-6.0-2.8","","null","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","24","52000","0.0-6.0-1.9","","1546","","trustrating_stim/white_mw049.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","25","52215","0.0-6.0-2.9","","null","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","26","54118","0.0-6.0-1.10","","1791","","trustrating_stim/white_00120_931230_fa_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","27","54326","0.0-6.0-2.10","","null","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","28","55518","0.0-6.0-1.11","","1071","","trustrating_stim/white_00519_940519_fb_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","29","55738","0.0-6.0-2.11","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","30","57798","0.0-6.0-1.12","","1942","","trustrating_stim/white_mw066.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","31","58011","0.0-6.0-2.12","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","32","59030","0.0-6.0-1.13","","903","","trustrating_stim/white_mw099.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","33","59243","0.0-6.0-2.13","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","34","60743","0.0-6.0-1.14","","1387","","trustrating_stim/white_00659_941121_fa_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","35","60956","0.0-6.0-2.14","","null","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","36","62013","0.0-6.0-1.15","","933","","trustrating_stim/white_mw097.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","37","62217","0.0-6.0-2.15","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","38","64063","0.0-6.0-1.16","","1739","","trustrating_stim/white_mw046.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","39","64273","0.0-6.0-2.16","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","40","65150","0.0-6.0-1.17","","749","","trustrating_stim/white_00785_941205_fb_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","41","65356","0.0-6.0-2.17","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","42","67544","0.0-6.0-1.18","","2072","","trustrating_stim/white_mw048.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","43","67751","0.0-6.0-2.18","","null","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","44","69814","0.0-6.0-1.19","","1936","","trustrating_stim/white_mw053.bmp","9","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","45","70037","0.0-6.0-2.19","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","46","72047","0.0-6.0-1.20","","1898","","trustrating_stim/white_mw060.bmp","2","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","47","72262","0.0-6.0-2.20","","null","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","48","74112","0.0-6.0-1.21","","1745","","trustrating_stim/white_00129_931230_fb_edt.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","49","74326","0.0-6.0-2.21","","null","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","50","75535","0.0-6.0-1.22","","1086","","trustrating_stim/white_00757_941201_fa_edt.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","51","75760","0.0-6.0-2.22","","null","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","52","77522","0.0-6.0-1.23","","1644","","trustrating_stim/white_00898_960530_fa_edt.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","53","77725","0.0-6.0-2.23","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","54","79443","0.0-6.0-1.24","","1596","","trustrating_stim/white_mw056.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","55","79645","0.0-6.0-2.24","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","56","81611","0.0-6.0-1.25","","1858","","trustrating_stim/white_00602_940928_fb_edt.bmp","8","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","57","81821","0.0-6.0-2.25","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","58","83412","0.0-6.0-1.26","","1475","","trustrating_stim/white_mw063.bmp","2","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","59","83616","0.0-6.0-2.26","","null","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","60","84723","0.0-6.0-1.27","","984","","trustrating_stim/white_00223_940128_fb_edt.bmp","2","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","61","84946","0.0-6.0-2.27","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","62","87334","0.0-6.0-1.28","","2277","","trustrating_stim/white_mw089.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","63","87545","0.0-6.0-2.28","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","64","88842","0.0-6.0-1.29","","1173","","trustrating_stim/white_mw033.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","65","89045","0.0-6.0-2.29","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","66","90522","0.0-6.0-1.30","","1355","","trustrating_stim/white_mw097.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","67","90726","0.0-6.0-2.30","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","68","92842","0.0-6.0-1.31","","1995","","trustrating_stim/white_00129_931230_fb_edt.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","69","93046","0.0-6.0-2.31","","null","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","70","93994","0.0-6.0-1.32","","827","","trustrating_stim/white_00602_940928_fb_edt.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","71","94216","0.0-6.0-2.32","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","72","96169","0.0-6.0-1.33","","1842","","trustrating_stim/white_mw033.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","73","96376","0.0-6.0-2.33","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","74","97220","0.0-6.0-1.34","","721","","trustrating_stim/white_00757_941201_fa_edt.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","75","97425","0.0-6.0-2.34","","null","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","76","99118","0.0-6.0-1.35","","1581","","trustrating_stim/white_00577_940928_fa_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","77","99330","0.0-6.0-2.35","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","78","101249","0.0-6.0-1.36","","1813","","trustrating_stim/white_00898_960530_fa_edt.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","79","101455","0.0-6.0-2.36","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","80","103519","0.0-6.0-1.37","","1958","","trustrating_stim/white_mw049.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","81","103725","0.0-6.0-2.37","","null","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","82","104687","0.0-6.0-1.38","","855","","trustrating_stim/white_mw046.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","83","104905","0.0-6.0-2.38","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","84","105574","0.0-6.0-1.39","","553","","trustrating_stim/white_mw071.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","85","105796","0.0-6.0-2.39","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","","",""
"","","","rating","63e885e4e1fc973179d56f63","bdp_trlrn","Sat Apr 08 2023 11:24:00 GMT-0500 (Central Daylight Time)","646275","Untrustworthy,Trustworthy","image-keyboard-response","86","107217","0.0-6.0-1.40","","1301","","trustrating_stim/white_mw066.bmp","7","","","","","","","","","","","",""
