"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","numBlurs","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"html-keyboard-response","198","366624","0.0-19.0-2.20","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L5.png' class='respPic'></div></div>","null","7","David","11","Kept","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","100","21"
"html-keyboard-response","199","367626","0.0-19.0-3.20","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>20</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","7","David","11","Kept","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","100","21"
"html-keyboard-response","200","369300","0.0-19.0-1.21","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1673","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","8","Sean","2","Shared","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","105","22"
"html-keyboard-response","201","369551","0.0-19.0-2.21","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","8","Sean","2","Shared","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","104","22"
"html-keyboard-response","202","370553","0.0-19.0-3.21","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Sean","2","Shared","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","106","22"
"html-keyboard-response","203","372069","0.0-19.0-1.22","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1515","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","8","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","111","23"
"html-keyboard-response","204","372320","0.0-19.0-2.22","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","8","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","107","23"
"html-keyboard-response","205","373334","0.0-19.0-3.22","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","115","23"
"html-keyboard-response","206","374809","0.0-19.0-1.23","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1474","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","8","Caleb","4","Shared","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","120","24"
"html-keyboard-response","207","375062","0.0-19.0-2.23","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","8","Caleb","4","Shared","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","117","24"
"html-keyboard-response","208","376073","0.0-19.0-3.23","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","8","Caleb","4","Shared","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","123","24"
"html-keyboard-response","209","383048","0.0-19.0-1.24","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","6974","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","9","Sean","2","Shared","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","128","25"
"html-keyboard-response","210","383301","0.0-19.0-2.24","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","9","Sean","2","Shared","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","126","25"
"html-keyboard-response","211","384301","0.0-19.0-3.24","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","9","Sean","2","Shared","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","130","25"
"html-keyboard-response","212","385701","0.0-19.0-1.25","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1398","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","9","David","11","Kept","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","135","26"
"html-keyboard-response","213","385953","0.0-19.0-2.25","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","9","David","11","Kept","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","131","26"
"html-keyboard-response","214","386955","0.0-19.0-3.25","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","9","David","11","Kept","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","131","26"
"html-keyboard-response","215","388197","0.0-19.0-1.26","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1241","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","9","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","136","27"
"html-keyboard-response","216","388450","0.0-19.0-2.26","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","9","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","133","27"
"html-keyboard-response","217","389452","0.0-19.0-3.26","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","9","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","133","27"
"html-keyboard-response","218","390784","0.0-19.0-1.27","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1331","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","10","Sean","2","Kept","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","138","28"
"html-keyboard-response","219","391036","0.0-19.0-2.27","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","10","Sean","2","Kept","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","136","28"
"html-keyboard-response","220","392038","0.0-19.0-3.27","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","10","Sean","2","Kept","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","136","28"
"html-keyboard-response","221","394634","0.0-19.0-1.28","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","2595","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","10","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","141","29"
"html-keyboard-response","222","394886","0.0-19.0-2.28","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","10","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","137","29"
"html-keyboard-response","223","395887","0.0-19.0-3.28","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","10","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","145","29"
"html-keyboard-response","224","397062","0.0-19.0-1.29","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1174","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","10","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","150","30"
"html-keyboard-response","225","397314","0.0-19.0-2.29","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","10","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","148","30"
"html-keyboard-response","226","398316","0.0-19.0-3.29","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","10","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","148","30"
"html-keyboard-response","227","399966","0.0-19.0-1.30","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1649","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","11","David","11","Kept","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","153","31"
"html-keyboard-response","228","400218","0.0-19.0-2.30","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","11","David","11","Kept","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","149","31"
"html-keyboard-response","229","401222","0.0-19.0-3.30","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","11","David","11","Kept","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","149","31"
"html-keyboard-response","230","402418","0.0-19.0-1.31","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1195","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","11","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","154","32"
"html-keyboard-response","231","402670","0.0-19.0-2.31","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","11","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","152","32"
"html-keyboard-response","232","403673","0.0-19.0-3.31","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","11","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","152","32"
"html-keyboard-response","233","409147","0.0-19.0-1.32","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","5472","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","11","Sean","2","Shared","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","157","33"
"html-keyboard-response","234","409398","0.0-19.0-2.32","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","11","Sean","2","Shared","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","156","33"
"html-keyboard-response","235","410400","0.0-19.0-3.32","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_mw063.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>2</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","11","Sean","2","Shared","0.8,0.35","14","0.8","trustrating_stim/white_mw063.bmp","2.5","158","33"
"html-keyboard-response","236","411732","0.0-19.0-1.33","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1331","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","12","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","163","34"
"html-keyboard-response","237","411982","0.0-19.0-2.33","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","12","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","160","34"
"html-keyboard-response","238","412985","0.0-19.0-3.33","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","feedback","","","<div class='trialDiv'><img src='trustrating_stim/white_00299_940422_fa_edt.bmp'><br><font class='baseline'><strong>Caleb</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","12","Caleb","4","Kept","0.65,0.35","12","0.65","trustrating_stim/white_00299_940422_fa_edt.bmp","4.5","160","34"
"html-keyboard-response","239","414230","0.0-19.0-1.34","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","1245","","","","decision","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","12","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","165","35"
"html-keyboard-response","240","414482","0.0-19.0-2.34","5d2a49241d8d930001c263a7","bdp_trlrn","Tue Mar 14 2023 00:17:35 GMT-0400 (Eastern Daylight Time)","744489","Untrustworthy,Trustworthy","","null","","","","decisionFB","","","<div class='trialDiv'><img src='trustrating_stim/white_00602_940928_fb_edt.bmp'><br><font class='baseline'><strong>David</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","12","David","11","Shared","0.35,0.8","10","0.35","trustrating_stim/white_00602_940928_fb_edt.bmp","7","161","35"
