"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","6","538358","0.0-6.0-1.0","","4516","","","trustrating_stim/white_mw048.bmp","4","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","7","538568","0.0-6.0-2.0","","null","","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","8","542198","0.0-6.0-1.1","","3513","","","trustrating_stim/white_mw033.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","9","542415","0.0-6.0-2.1","","null","","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","10","547342","0.0-6.0-1.2","","4811","","","trustrating_stim/white_00299_940422_fa_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","11","547544","0.0-6.0-2.2","","null","","","trustrating_stim/white_00299_940422_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","12","548789","0.0-6.0-1.3","","1129","","","trustrating_stim/white_mw099.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","13","548995","0.0-6.0-2.3","","null","","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","14","550325","0.0-6.0-1.4","","1215","","","trustrating_stim/white_00577_940928_fa_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","15","550536","0.0-6.0-2.4","","null","","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","16","552413","0.0-6.0-1.5","","1761","","","trustrating_stim/white_mw046.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","17","552619","0.0-6.0-2.5","","null","","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","18","553542","0.0-6.0-1.6","","822","","","trustrating_stim/white_00757_941201_fa_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","19","553750","0.0-6.0-2.6","","null","","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","20","554870","0.0-6.0-1.7","","1002","","","trustrating_stim/white_00340_940422_fa_edt.bmp","4","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","21","555084","0.0-6.0-2.7","","null","","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","22","556301","0.0-6.0-1.8","","1100","","","trustrating_stim/white_mw084.bmp","7","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","23","556514","0.0-6.0-2.8","","null","","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","24","557805","0.0-6.0-1.9","","1174","","","trustrating_stim/white_mw071.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","25","558014","0.0-6.0-2.9","","null","","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","26","559141","0.0-6.0-1.10","","1004","","","trustrating_stim/white_00120_931230_fa_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","27","559357","0.0-6.0-2.10","","null","","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","28","560326","0.0-6.0-1.11","","852","","","trustrating_stim/white_00898_960530_fa_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","29","560531","0.0-6.0-2.11","","null","","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","30","562197","0.0-6.0-1.12","","1544","","","trustrating_stim/white_00807_941205_fb_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","31","562403","0.0-6.0-2.12","","null","","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","32","563421","0.0-6.0-1.13","","901","","","trustrating_stim/white_mw056.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","33","563626","0.0-6.0-2.13","","null","","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","34","564558","0.0-6.0-1.14","","811","","","trustrating_stim/white_00519_940519_fb_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","35","564762","0.0-6.0-2.14","","null","","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","36","565685","0.0-6.0-1.15","","800","","","trustrating_stim/white_mw089.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","37","565899","0.0-6.0-2.15","","null","","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","38","567597","0.0-6.0-1.16","","1581","","","trustrating_stim/white_mw035.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","39","567817","0.0-6.0-2.16","","null","","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","40","569181","0.0-6.0-1.17","","1244","","","trustrating_stim/white_00602_940928_fb_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","41","569401","0.0-6.0-2.17","","null","","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","42","570517","0.0-6.0-1.18","","996","","","trustrating_stim/white_00109_931230_fa_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","43","570725","0.0-6.0-2.18","","null","","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","44","572029","0.0-6.0-1.19","","1188","","","trustrating_stim/white_00659_941121_fa_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","45","572241","0.0-6.0-2.19","","null","","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","46","573494","0.0-6.0-1.20","","1129","","","trustrating_stim/white_00785_941205_fb_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","47","573701","0.0-6.0-2.20","","null","","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","48","574749","0.0-6.0-1.21","","927","","","trustrating_stim/white_00761_941201_fb_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","49","574958","0.0-6.0-2.21","","null","","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","50","576197","0.0-6.0-1.22","","1116","","","trustrating_stim/white_mw097.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","51","576402","0.0-6.0-2.22","","null","","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","52","577165","0.0-6.0-1.23","","641","","","trustrating_stim/white_00129_931230_fb_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","53","577375","0.0-6.0-2.23","","null","","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","54","578357","0.0-6.0-1.24","","859","","","trustrating_stim/white_mw060.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","55","578575","0.0-6.0-2.24","","null","","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","56","579213","0.0-6.0-1.25","","525","","","trustrating_stim/white_mw049.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","57","579420","0.0-6.0-2.25","","null","","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","58","580285","0.0-6.0-1.26","","742","","","trustrating_stim/white_mw063.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","59","580493","0.0-6.0-2.26","","null","","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","60","581189","0.0-6.0-1.27","","574","","","trustrating_stim/white_mw053.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","61","581393","0.0-6.0-2.27","","null","","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","62","582309","0.0-6.0-1.28","","800","","","trustrating_stim/white_00223_940128_fb_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","63","582511","0.0-6.0-2.28","","null","","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","64","583117","0.0-6.0-1.29","","489","","","trustrating_stim/white_mw066.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","65","583329","0.0-6.0-2.29","","null","","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","66","583949","0.0-6.0-1.30","","504","","","trustrating_stim/white_00761_941201_fb_edt.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","67","584163","0.0-6.0-2.30","","null","","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","68","585685","0.0-6.0-1.31","","1399","","","trustrating_stim/white_mw071.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","69","585889","0.0-6.0-2.31","","null","","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","70","587077","0.0-6.0-1.32","","1072","","","trustrating_stim/white_mw060.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","71","587292","0.0-6.0-2.32","","null","","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","72","588494","0.0-6.0-1.33","","1084","","","trustrating_stim/white_00577_940928_fa_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","73","588697","0.0-6.0-2.33","","null","","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","74","589469","0.0-6.0-1.34","","657","","","trustrating_stim/white_00785_941205_fb_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","75","589676","0.0-6.0-2.34","","null","","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","76","591365","0.0-6.0-1.35","","1564","","","trustrating_stim/white_00757_941201_fa_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","77","591566","0.0-6.0-2.35","","null","","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","78","592613","0.0-6.0-1.36","","931","","","trustrating_stim/white_00223_940128_fb_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","79","592823","0.0-6.0-2.36","","null","","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","80","593789","0.0-6.0-1.37","","851","","","trustrating_stim/white_00340_940422_fa_edt.bmp","5","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","81","594010","0.0-6.0-2.37","","null","","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","82","594796","0.0-6.0-1.38","","669","","","trustrating_stim/white_mw033.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","83","595012","0.0-6.0-2.38","","null","","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","",""
"","","","rating","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","84","595796","0.0-6.0-1.39","","666","","","trustrating_stim/white_mw046.bmp","8","","","","","","","","","","",""
"","","","ratingFB","63d9f31dba727de153019798","bdp_trlrn","Sat Apr 08 2023 13:08:45 GMT-0400 (Eastern Daylight Time)","967015","Trustworthy,Untrustworthy","image-keyboard-response","85","596016","0.0-6.0-2.39","","null","","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
