"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round","numBlurs"
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","337","259066","0.0-18.0-1.80","","220","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","21","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","411","81",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","338","259321","0.0-18.0-2.80","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","21","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","408","81",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","339","260326","0.0-18.0-3.80","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","21","Tyler","trustrating_stim/white_mw089.bmp","Kept","0.2,0.6","14","0.2","408","81",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","340","260562","0.0-18.0-1.81","","236","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","21","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","413","82",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","341","260817","0.0-18.0-2.81","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","21","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","410","82",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","342","261823","0.0-18.0-3.81","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","21","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","416","82",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","343","262038","0.0-18.0-1.82","","214","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","21","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","421","83",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","344","262294","0.0-18.0-2.82","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","21","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","418","83",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","345","263296","0.0-18.0-3.82","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","21","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","418","83",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","346","263662","0.0-18.0-1.83","","364","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","21","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","423","84",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","347","263918","0.0-18.0-2.83","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","21","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","420","84",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","348","264924","0.0-18.0-3.83","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","21","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","426","84",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","349","265066","0.0-18.0-1.84","","139","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","22","Tyler","trustrating_stim/white_mw089.bmp","Shared","0.2,0.6","14","0.2","431","85",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","350","265320","0.0-18.0-2.84","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","22","Tyler","trustrating_stim/white_mw089.bmp","Shared","0.2,0.6","14","0.2","428","85",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","351","266324","0.0-18.0-3.84","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","22","Tyler","trustrating_stim/white_mw089.bmp","Shared","0.2,0.6","14","0.2","434","85",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","352","268369","0.0-18.0-1.85","","2044","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","22","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","439","86",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","353","268624","0.0-18.0-2.85","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","22","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","436","86",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","354","269629","0.0-18.0-3.85","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","22","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","436","86",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","355","270318","0.0-18.0-1.86","","689","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","22","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","441","87",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","356","270573","0.0-18.0-2.86","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","22","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","438","87",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","357","271578","0.0-18.0-3.86","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","22","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","444","87",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","358","271966","0.0-18.0-1.87","","385","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","22","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","449","88",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","359","272220","0.0-18.0-2.87","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","22","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","446","88",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","360","273225","0.0-18.0-3.87","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","22","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","452","88",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","361","273575","0.0-18.0-1.88","","350","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","23","Tyler","trustrating_stim/white_mw089.bmp","Shared","0.2,0.6","14","0.2","457","89",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","362","273831","0.0-18.0-2.88","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","23","Tyler","trustrating_stim/white_mw089.bmp","Shared","0.2,0.6","14","0.2","454","89",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","363","274836","0.0-18.0-3.88","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","23","Tyler","trustrating_stim/white_mw089.bmp","Shared","0.2,0.6","14","0.2","460","89",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","364","275300","0.0-18.0-1.89","","462","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","23","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.8,0.4","12","0.8","465","90",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","365","275553","0.0-18.0-2.89","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","23","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.8,0.4","12","0.8","462","90",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","366","276558","0.0-18.0-3.89","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","23","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.8,0.4","12","0.8","462","90",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","367","277567","0.0-18.0-1.90","","1008","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","23","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","467","91",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","368","277820","0.0-18.0-2.90","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","23","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","464","91",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","369","278825","0.0-18.0-3.90","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","23","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","470","91",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","370","279126","0.0-18.0-1.91","","300","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","23","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","475","92",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","371","279378","0.0-18.0-2.91","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","23","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","472","92",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","372","280382","0.0-18.0-3.91","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","23","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","472","92",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","373","280790","0.0-18.0-1.92","","407","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","24","Tyler","trustrating_stim/white_mw089.bmp","Shared","0.2,0.6","14","0.2","477","93",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","374","281046","0.0-18.0-2.92","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","24","Tyler","trustrating_stim/white_mw089.bmp","Shared","0.2,0.6","14","0.2","474","93",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","375","282048","0.0-18.0-3.92","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw089.bmp'><br><font class='baseline'><strong>Tyler</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>6</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","24","Tyler","trustrating_stim/white_mw089.bmp","Shared","0.2,0.6","14","0.2","480","93",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","376","282605","0.0-18.0-1.93","","556","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","24","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.8,0.4","12","0.8","485","94",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","377","282859","0.0-18.0-2.93","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","24","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.8,0.4","12","0.8","482","94",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","378","283865","0.0-18.0-3.93","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Daniel</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","24","Daniel","trustrating_stim/white_00761_941201_fb_edt.bmp","Kept","0.8,0.4","12","0.8","482","94",""
"","","","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","379","284567","0.0-18.0-1.94","","701","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","24","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","487","95",""
"","","","decisionFB","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","380","284820","0.0-18.0-2.94","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L3.png' class='respPic'></div></div>","null","24","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","484","95",""
"","","","feedback","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","381","285824","0.0-18.0-3.94","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Aaron</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","24","Aaron","trustrating_stim/white_mw099.bmp","Kept","0.6,0.2","13","0.6","484","95",""
"blur","382","286831","blurevent","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","","1"
"focus","382","288989","focusevent","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","","","","","","","","","","","","","","","","","","",""
"blur","382","286831","decision","asf1294","bdp_trlrn","Tue Mar 01 2022 11:21:26 GMT-0500 (Eastern Standard Time)","319341","Untrustworthy,Trustworthy","html-keyboard-response","382","289235","0.0-18.0-1.95","","3410","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Sean</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","3","24","Sean","trustrating_stim/white_mw071.bmp","Shared","0.4,0.8","10","0.4","489","96","1"
