"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","25","42827","0.0-6.0-1.10","","61","","trustrating_stim/white_00109_931230_fa_edt.bmp","4","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","26","43029","0.0-6.0-2.10","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","27","43254","0.0-6.0-1.11","","123","","trustrating_stim/white_mw058.bmp","4","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","28","43457","0.0-6.0-2.11","","null","","trustrating_stim/white_mw058.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","29","43677","0.0-6.0-1.12","","118","","trustrating_stim/white_00757_941201_fa_edt.bmp","5","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","30","43879","0.0-6.0-2.12","","null","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","31","44111","0.0-6.0-1.13","","131","","trustrating_stim/white_mw044.bmp","5","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","32","44313","0.0-6.0-2.13","","null","","trustrating_stim/white_mw044.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","33","44546","0.0-6.0-1.14","","130","","trustrating_stim/white_mw004.bmp","5","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","34","44749","0.0-6.0-2.14","","null","","trustrating_stim/white_mw004.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","35","45448","0.0-6.0-1.15","","597","","trustrating_stim/white_mw035.bmp","9","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","36","45651","0.0-6.0-2.15","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","37","46140","0.0-6.0-1.16","","386","","trustrating_stim/white_mw089.bmp","9","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","38","46342","0.0-6.0-2.16","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","39","46462","0.0-6.0-1.17","","17","","trustrating_stim/white_mw025.bmp","9","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","40","46664","0.0-6.0-2.17","","null","","trustrating_stim/white_mw025.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","41","46825","0.0-6.0-1.18","","59","","trustrating_stim/white_00253_940128_fa_edt.bmp","8","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","42","47028","0.0-6.0-2.18","","null","","trustrating_stim/white_00253_940128_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","43","47154","0.0-6.0-1.19","","24","","trustrating_stim/white_00761_941201_fb_edt.bmp","7","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","44","47356","0.0-6.0-2.19","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","45","47507","0.0-6.0-1.20","","48","","trustrating_stim/white_mw082.bmp","6","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","46","47709","0.0-6.0-2.20","","null","","trustrating_stim/white_mw082.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","47","47826","0.0-6.0-1.21","","15","","trustrating_stim/white_mw084.bmp","5","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","48","48029","0.0-6.0-2.21","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","49","48160","0.0-6.0-1.22","","29","","trustrating_stim/white_mw057.bmp","5","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","50","48362","0.0-6.0-2.22","","null","","trustrating_stim/white_mw057.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","51","48473","0.0-6.0-1.23","","9","","trustrating_stim/white_00658_941121_fb_edt.bmp","3","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","52","48675","0.0-6.0-2.23","","null","","trustrating_stim/white_00658_941121_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","53","49057","0.0-6.0-1.24","","281","","trustrating_stim/white_mw016.bmp","1","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","54","49260","0.0-6.0-2.24","","null","","trustrating_stim/white_mw016.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","55","49535","0.0-6.0-1.25","","172","","trustrating_stim/white_00657_941121_fa_edt.bmp","2","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","56","49737","0.0-6.0-2.25","","null","","trustrating_stim/white_00657_941121_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","57","50129","0.0-6.0-1.26","","289","","trustrating_stim/white_mw051.bmp","4","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","58","50331","0.0-6.0-2.26","","null","","trustrating_stim/white_mw051.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","59","50631","0.0-6.0-1.27","","198","","trustrating_stim/white_mw013.bmp","4","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","60","50833","0.0-6.0-2.27","","null","","trustrating_stim/white_mw013.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","61","51264","0.0-6.0-1.28","","328","","trustrating_stim/white_mw066.bmp","3","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","62","51466","0.0-6.0-2.28","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","63","51877","0.0-6.0-1.29","","309","","trustrating_stim/white_mw006.bmp","3","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","64","52079","0.0-6.0-2.29","","null","","trustrating_stim/white_mw006.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","65","52265","0.0-6.0-1.30","","84","","trustrating_stim/white_mw019.bmp","3","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","66","52468","0.0-6.0-2.30","","null","","trustrating_stim/white_mw019.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","67","52668","0.0-6.0-1.31","","98","","trustrating_stim/white_mw022.bmp","3","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","68","52871","0.0-6.0-2.31","","null","","trustrating_stim/white_mw022.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","69","52978","0.0-6.0-1.32","","5","","trustrating_stim/white_00602_940928_fb_edt.bmp","3","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","70","53180","0.0-6.0-2.32","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","71","53301","0.0-6.0-1.33","","19","","trustrating_stim/white_mw043.bmp","2","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","72","53504","0.0-6.0-2.33","","null","","trustrating_stim/white_mw043.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","73","53664","0.0-6.0-1.34","","58","","trustrating_stim/white_mw072.bmp","3","","","","","","","","",""
"","","","ratingFB","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","74","53866","0.0-6.0-2.34","","null","","trustrating_stim/white_mw072.bmp","null","","","","","","","","",""
"","","","rating","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_trlrn","Fri Feb 25 2022 15:44:49 GMT-0500 (EST)","380903","Untrustworthy,Trustworthy","image-keyboard-response","75","54019","0.0-6.0-1.35","","50","","trustrating_stim/white_00785_941205_fb_edt.bmp","3","","","","","","","","",""
