"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","15","34913","0.0-6.0-2.4","","null","","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","16","35308","0.0-6.0-1.5","","285","","","trustrating_stim/white_00761_941201_fb_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","17","35516","0.0-6.0-2.5","","null","","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","18","35788","0.0-6.0-1.6","","164","","","trustrating_stim/white_mw084.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","19","35995","0.0-6.0-2.6","","null","","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","20","36322","0.0-6.0-1.7","","219","","","trustrating_stim/white_00659_941121_fa_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","21","36528","0.0-6.0-2.7","","null","","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","22","36805","0.0-6.0-1.8","","174","","","trustrating_stim/white_mw060.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","23","37011","0.0-6.0-2.8","","null","","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","24","37260","0.0-6.0-1.9","","144","","","trustrating_stim/white_00785_941205_fb_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","25","37467","0.0-6.0-2.9","","null","","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","26","38021","0.0-6.0-1.10","","448","","","trustrating_stim/white_mw035.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","27","38228","0.0-6.0-2.10","","null","","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","28","38662","0.0-6.0-1.11","","326","","","trustrating_stim/white_00120_931230_fa_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","29","38869","0.0-6.0-2.11","","null","","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","30","39159","0.0-6.0-1.12","","186","","","trustrating_stim/white_mw046.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","31","39364","0.0-6.0-2.12","","null","","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","32","39664","0.0-6.0-1.13","","190","","","trustrating_stim/white_00519_940519_fb_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","33","39870","0.0-6.0-2.13","","null","","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","34","40151","0.0-6.0-1.14","","176","","","trustrating_stim/white_00223_940128_fb_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","35","40358","0.0-6.0-2.14","","null","","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","36","40632","0.0-6.0-1.15","","166","","","trustrating_stim/white_mw033.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","37","40836","0.0-6.0-2.15","","null","","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","38","41084","0.0-6.0-1.16","","141","","","trustrating_stim/white_mw089.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","39","41290","0.0-6.0-2.16","","null","","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","40","41510","0.0-6.0-1.17","","113","","","trustrating_stim/white_mw097.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","41","41717","0.0-6.0-2.17","","null","","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","42","41951","0.0-6.0-1.18","","126","","","trustrating_stim/white_00757_941201_fa_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","43","42158","0.0-6.0-2.18","","null","","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","44","42332","0.0-6.0-1.19","","64","","","trustrating_stim/white_00299_940422_fa_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","45","42539","0.0-6.0-2.19","","null","","","trustrating_stim/white_00299_940422_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","46","42715","0.0-6.0-1.20","","69","","","trustrating_stim/white_mw053.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","47","42919","0.0-6.0-2.20","","null","","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","48","43324","0.0-6.0-1.21","","298","","","trustrating_stim/white_mw056.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","49","43532","0.0-6.0-2.21","","null","","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","50","43921","0.0-6.0-1.22","","280","","","trustrating_stim/white_mw099.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","51","44124","0.0-6.0-2.22","","null","","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","52","44867","0.0-6.0-1.23","","633","","","trustrating_stim/white_00109_931230_fa_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","53","45073","0.0-6.0-2.23","","null","","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","54","45629","0.0-6.0-1.24","","448","","","trustrating_stim/white_mw049.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","55","45836","0.0-6.0-2.24","","null","","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","56","46177","0.0-6.0-1.25","","234","","","trustrating_stim/white_00898_960530_fa_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","57","46383","0.0-6.0-2.25","","null","","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","58","46993","0.0-6.0-1.26","","500","","","trustrating_stim/white_00129_931230_fb_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","59","47201","0.0-6.0-2.26","","null","","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","60","47479","0.0-6.0-1.27","","169","","","trustrating_stim/white_mw066.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","61","47683","0.0-6.0-2.27","","null","","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","62","48008","0.0-6.0-1.28","","216","","","trustrating_stim/white_00807_941205_fb_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","63","48210","0.0-6.0-2.28","","null","","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","64","48450","0.0-6.0-1.29","","134","","","trustrating_stim/white_mw063.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","65","48657","0.0-6.0-2.29","","null","","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","66","48780","0.0-6.0-1.30","","14","","","trustrating_stim/white_mw035.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","67","48987","0.0-6.0-2.30","","null","","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","68","50646","0.0-6.0-1.31","","1552","","","trustrating_stim/white_mw089.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","69","50853","0.0-6.0-2.31","","null","","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","70","53188","0.0-6.0-1.32","","2227","","","trustrating_stim/white_00299_940422_fa_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","71","53394","0.0-6.0-2.32","","null","","","trustrating_stim/white_00299_940422_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","72","53614","0.0-6.0-1.33","","112","","","trustrating_stim/white_mw049.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","73","53820","0.0-6.0-2.33","","null","","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","74","54018","0.0-6.0-1.34","","94","","","trustrating_stim/white_00602_940928_fb_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","75","54225","0.0-6.0-2.34","","null","","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","76","54644","0.0-6.0-1.35","","308","","","trustrating_stim/white_00129_931230_fb_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","77","54851","0.0-6.0-2.35","","null","","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","78","60331","0.0-6.0-1.36","","5370","","","trustrating_stim/white_mw033.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","79","60538","0.0-6.0-2.36","","null","","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","80","60770","0.0-6.0-1.37","","122","","","trustrating_stim/white_00223_940128_fb_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","81","60974","0.0-6.0-2.37","","null","","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","82","61352","0.0-6.0-1.38","","271","","","trustrating_stim/white_00109_931230_fa_edt.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","83","61559","0.0-6.0-2.38","","null","","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5e654e2055e480000dcd002a","bdp_trlrn","Tue Mar 14 2023 13:07:56 GMT-0400 (Eastern Daylight Time)","515417","Untrustworthy,Trustworthy","image-keyboard-response","84","61887","0.0-6.0-1.39","","220","","","trustrating_stim/white_mw071.bmp","1","","","","","","","","","","",""
