"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"","","","ratingFB","5f932e6a3ceaf50d5768745b","bdp_trlrn","Wed Mar 15 2023 15:11:01 GMT-0400 (Eastern Daylight Time)","488126","Trustworthy,Untrustworthy","","image-keyboard-response","72","69885","0.0-6.0-2.33","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","",""
"","","","rating","5f932e6a3ceaf50d5768745b","bdp_trlrn","Wed Mar 15 2023 15:11:01 GMT-0400 (Eastern Daylight Time)","488126","Trustworthy,Untrustworthy","","image-keyboard-response","73","70787","0.0-6.0-1.34","","796","","trustrating_stim/white_mw056.bmp","1","","","","","","","","","","",""
"","","","ratingFB","5f932e6a3ceaf50d5768745b","bdp_trlrn","Wed Mar 15 2023 15:11:01 GMT-0400 (Eastern Daylight Time)","488126","Trustworthy,Untrustworthy","","image-keyboard-response","74","71003","0.0-6.0-2.34","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","",""
"","","","rating","5f932e6a3ceaf50d5768745b","bdp_trlrn","Wed Mar 15 2023 15:11:01 GMT-0400 (Eastern Daylight Time)","488126","Trustworthy,Untrustworthy","","image-keyboard-response","75","72462","0.0-6.0-1.35","","1350","","trustrating_stim/white_mw099.bmp","3","","","","","","","","","","",""
"","","","ratingFB","5f932e6a3ceaf50d5768745b","bdp_trlrn","Wed Mar 15 2023 15:11:01 GMT-0400 (Eastern Daylight Time)","488126","Trustworthy,Untrustworthy","","image-keyboard-response","76","72674","0.0-6.0-2.35","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","",""
"","","","rating","5f932e6a3ceaf50d5768745b","bdp_trlrn","Wed Mar 15 2023 15:11:01 GMT-0400 (Eastern Daylight Time)","488126","Trustworthy,Untrustworthy","","image-keyboard-response","77","73563","0.0-6.0-1.36","","779","","trustrating_stim/white_mw035.bmp","7","","","","","","","","","","",""
"","","","ratingFB","5f932e6a3ceaf50d5768745b","bdp_trlrn","Wed Mar 15 2023 15:11:01 GMT-0400 (Eastern Daylight Time)","488126","Trustworthy,Untrustworthy","","image-keyboard-response","78","73770","0.0-6.0-2.36","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","",""
"","","","rating","5f932e6a3ceaf50d5768745b","bdp_trlrn","Wed Mar 15 2023 15:11:01 GMT-0400 (Eastern Daylight Time)","488126","Trustworthy,Untrustworthy","","image-keyboard-response","79","74767","0.0-6.0-1.37","","884","","trustrating_stim/white_mw063.bmp","7","","","","","","","","","","",""
"","","","ratingFB","5f932e6a3ceaf50d5768745b","bdp_trlrn","Wed Mar 15 2023 15:11:01 GMT-0400 (Eastern Daylight Time)","488126","Trustworthy,Untrustworthy","","image-keyboard-response","80","74973","0.0-6.0-2.37","","null","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","",""
"","","","rating","5f932e6a3ceaf50d5768745b","bdp_trlrn","Wed Mar 15 2023 15:11:01 GMT-0400 (Eastern Daylight Time)","488126","Trustworthy,Untrustworthy","","image-keyboard-response","81","75597","0.0-6.0-1.38","","514","","trustrating_stim/white_mw060.bmp","8","","","","","","","","","","",""
