"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","numBlurs","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","10","45036","0.0-6.0-2.2","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","11","47030","0.0-6.0-1.3","","1885","","trustrating_stim/white_mw097.bmp","3","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","12","47242","0.0-6.0-2.3","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","13","49004","0.0-6.0-1.4","","1660","","trustrating_stim/white_mw066.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","14","49218","0.0-6.0-2.4","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","15","50943","0.0-6.0-1.5","","1616","","trustrating_stim/white_00757_941201_fa_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","16","51145","0.0-6.0-2.5","","null","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","17","52868","0.0-6.0-1.6","","1620","","trustrating_stim/white_00807_941205_fb_edt.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","18","53075","0.0-6.0-2.6","","null","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","19","55758","0.0-6.0-1.7","","2574","","trustrating_stim/white_mw056.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","20","55972","0.0-6.0-2.7","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","21","58030","0.0-6.0-1.8","","1948","","trustrating_stim/white_mw048.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","22","58242","0.0-6.0-2.8","","null","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","23","59812","0.0-6.0-1.9","","1463","","trustrating_stim/white_mw053.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","24","60015","0.0-6.0-2.9","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","25","62662","0.0-6.0-1.10","","2535","","trustrating_stim/white_mw063.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","26","62877","0.0-6.0-2.10","","null","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","27","65376","0.0-6.0-1.11","","2387","","trustrating_stim/white_mw099.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","28","65589","0.0-6.0-2.11","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","29","67811","0.0-6.0-1.12","","2112","","trustrating_stim/white_00659_941121_fa_edt.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","30","68021","0.0-6.0-2.12","","null","","trustrating_stim/white_00659_941121_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","31","69555","0.0-6.0-1.13","","1423","","trustrating_stim/white_00898_960530_fa_edt.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","32","69764","0.0-6.0-2.13","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","33","71647","0.0-6.0-1.14","","1774","","trustrating_stim/white_00340_940422_fa_edt.bmp","2","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","34","71863","0.0-6.0-2.14","","null","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","35","75005","0.0-6.0-1.15","","3039","","trustrating_stim/white_mw084.bmp","2","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","36","75219","0.0-6.0-2.15","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","37","77557","0.0-6.0-1.16","","2236","","trustrating_stim/white_mw089.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","38","77768","0.0-6.0-2.16","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","39","79358","0.0-6.0-1.17","","1481","","trustrating_stim/white_00299_940422_fa_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","40","79575","0.0-6.0-2.17","","null","","trustrating_stim/white_00299_940422_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","41","81406","0.0-6.0-1.18","","1720","","trustrating_stim/white_00785_941205_fb_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","42","81617","0.0-6.0-2.18","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","43","85668","0.0-6.0-1.19","","3941","","trustrating_stim/white_00519_940519_fb_edt.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","44","85882","0.0-6.0-2.19","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","45","88548","0.0-6.0-1.20","","2557","","trustrating_stim/white_mw033.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","46","88760","0.0-6.0-2.20","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","47","91078","0.0-6.0-1.21","","2215","","trustrating_stim/white_mw060.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","48","91284","0.0-6.0-2.21","","null","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","49","93204","0.0-6.0-1.22","","1807","","trustrating_stim/white_00120_931230_fa_edt.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","50","93417","0.0-6.0-2.22","","null","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","51","99566","0.0-6.0-1.23","","6047","","trustrating_stim/white_mw049.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","52","99771","0.0-6.0-2.23","","null","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","53","101381","0.0-6.0-1.24","","1501","","trustrating_stim/white_00602_940928_fb_edt.bmp","8","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","54","101590","0.0-6.0-2.24","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","55","103931","0.0-6.0-1.25","","2238","","trustrating_stim/white_mw071.bmp","3","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","56","104144","0.0-6.0-2.25","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","57","106749","0.0-6.0-1.26","","2502","","trustrating_stim/white_00109_931230_fa_edt.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","58","106960","0.0-6.0-2.26","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","59","113892","0.0-6.0-1.27","","6821","","trustrating_stim/white_mw046.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","60","114095","0.0-6.0-2.27","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","61","116694","0.0-6.0-1.28","","2490","","trustrating_stim/white_mw035.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","62","116908","0.0-6.0-2.28","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","63","119813","0.0-6.0-1.29","","2800","","trustrating_stim/white_00577_940928_fa_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","64","120020","0.0-6.0-2.29","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","65","121644","0.0-6.0-1.30","","1520","","trustrating_stim/white_00761_941201_fb_edt.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","66","121857","0.0-6.0-2.30","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","67","128063","0.0-6.0-1.31","","6103","","trustrating_stim/white_mw089.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","68","128268","0.0-6.0-2.31","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","69","135060","0.0-6.0-1.32","","6687","","trustrating_stim/white_00223_940128_fb_edt.bmp","3","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","70","135266","0.0-6.0-2.32","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","71","138900","0.0-6.0-1.33","","3523","","trustrating_stim/white_mw049.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","72","139108","0.0-6.0-2.33","","null","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","73","141438","0.0-6.0-1.34","","2225","","trustrating_stim/white_00577_940928_fa_edt.bmp","3","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","74","141644","0.0-6.0-2.34","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","75","143358","0.0-6.0-1.35","","1603","","trustrating_stim/white_00340_940422_fa_edt.bmp","3","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","76","143561","0.0-6.0-2.35","","null","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","77","145590","0.0-6.0-1.36","","1919","","trustrating_stim/white_mw053.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","78","145798","0.0-6.0-2.36","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","79","148252","0.0-6.0-1.37","","2336","","trustrating_stim/white_mw060.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","80","148466","0.0-6.0-2.37","","null","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","81","151167","0.0-6.0-1.38","","2592","","trustrating_stim/white_00807_941205_fb_edt.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","82","151380","0.0-6.0-2.38","","null","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","63d1b93d9abc8c4b40e2d92f","bdp_trlrn","Mon Mar 13 2023 12:57:15 GMT-0500 (Central Daylight Time)","1090445","Trustworthy,Untrustworthy","image-keyboard-response","83","154107","0.0-6.0-1.39","","2618","","trustrating_stim/white_00785_941205_fb_edt.bmp","4","","","","","","","","","","","",""
