"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","numBlurs","aground","name","faceID","outcome","agenttype","agentswpt","agentcurrpshare","face","avgRating","point_total","round"
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","9","49693","0.0-6.0-2.1","","null","","trustrating_stim/white_00129_931230_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","10","51123","0.0-6.0-1.2","","1319","","trustrating_stim/white_00898_960530_fa_edt.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","11","51330","0.0-6.0-2.2","","null","","trustrating_stim/white_00898_960530_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","12","53571","0.0-6.0-1.3","","2130","","trustrating_stim/white_mw060.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","13","53773","0.0-6.0-2.3","","null","","trustrating_stim/white_mw060.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","14","57011","0.0-6.0-1.4","","3127","","trustrating_stim/white_mw035.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","15","57220","0.0-6.0-2.4","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","16","59363","0.0-6.0-1.5","","2031","","trustrating_stim/white_mw066.bmp","7","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","17","59580","0.0-6.0-2.5","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","18","61699","0.0-6.0-1.6","","2008","","trustrating_stim/white_00807_941205_fb_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","19","61904","0.0-6.0-2.6","","null","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","20","64243","0.0-6.0-1.7","","2230","","trustrating_stim/white_mw049.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","21","64456","0.0-6.0-2.7","","null","","trustrating_stim/white_mw049.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","22","67283","0.0-6.0-1.8","","2715","","trustrating_stim/white_mw089.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","23","67495","0.0-6.0-2.8","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","24","70995","0.0-6.0-1.9","","3390","","trustrating_stim/white_mw033.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","25","71197","0.0-6.0-2.9","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","26","72868","0.0-6.0-1.10","","1561","","trustrating_stim/white_00299_940422_fa_edt.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","27","73072","0.0-6.0-2.10","","null","","trustrating_stim/white_00299_940422_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","28","75923","0.0-6.0-1.11","","2739","","trustrating_stim/white_00223_940128_fb_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","29","76131","0.0-6.0-2.11","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","30","79252","0.0-6.0-1.12","","3010","","trustrating_stim/white_00757_941201_fa_edt.bmp","3","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","31","79455","0.0-6.0-2.12","","null","","trustrating_stim/white_00757_941201_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","32","84755","0.0-6.0-1.13","","5189","","trustrating_stim/white_00577_940928_fa_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","33","84957","0.0-6.0-2.13","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","34","86355","0.0-6.0-1.14","","1289","","trustrating_stim/white_mw084.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","35","86569","0.0-6.0-2.14","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","36","90323","0.0-6.0-1.15","","3642","","trustrating_stim/white_mw053.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","37","90528","0.0-6.0-2.15","","null","","trustrating_stim/white_mw053.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","38","92563","0.0-6.0-1.16","","1924","","trustrating_stim/white_00340_940422_fa_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","39","92772","0.0-6.0-2.16","","null","","trustrating_stim/white_00340_940422_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","40","96946","0.0-6.0-1.17","","4064","","trustrating_stim/white_00109_931230_fa_edt.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","41","97155","0.0-6.0-2.17","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","42","98275","0.0-6.0-1.18","","1009","","trustrating_stim/white_mw099.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","43","98479","0.0-6.0-2.18","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","44","100514","0.0-6.0-1.19","","1923","","trustrating_stim/white_mw046.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","45","100720","0.0-6.0-2.19","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","46","104307","0.0-6.0-1.20","","3476","","trustrating_stim/white_00120_931230_fa_edt.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","47","104510","0.0-6.0-2.20","","null","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","48","107395","0.0-6.0-1.21","","2774","","trustrating_stim/white_mw056.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","49","107598","0.0-6.0-2.21","","null","","trustrating_stim/white_mw056.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","50","108739","0.0-6.0-1.22","","1029","","trustrating_stim/white_mw097.bmp","3","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","51","108953","0.0-6.0-2.22","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","52","113043","0.0-6.0-1.23","","3979","","trustrating_stim/white_mw071.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","53","113246","0.0-6.0-2.23","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","54","114867","0.0-6.0-1.24","","1511","","trustrating_stim/white_mw048.bmp","3","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","55","115083","0.0-6.0-2.24","","null","","trustrating_stim/white_mw048.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","56","118115","0.0-6.0-1.25","","2923","","trustrating_stim/white_00602_940928_fb_edt.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","57","118326","0.0-6.0-2.25","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","58","121251","0.0-6.0-1.26","","2814","","trustrating_stim/white_mw063.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","59","121467","0.0-6.0-2.26","","null","","trustrating_stim/white_mw063.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","60","124979","0.0-6.0-1.27","","3403","","trustrating_stim/white_00785_941205_fb_edt.bmp","3","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","61","125194","0.0-6.0-2.27","","null","","trustrating_stim/white_00785_941205_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","62","128803","0.0-6.0-1.28","","3496","","trustrating_stim/white_00761_941201_fb_edt.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","63","129004","0.0-6.0-2.28","","null","","trustrating_stim/white_00761_941201_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","64","131539","0.0-6.0-1.29","","2425","","trustrating_stim/white_00519_940519_fb_edt.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","65","131753","0.0-6.0-2.29","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","66","136291","0.0-6.0-1.30","","4427","","trustrating_stim/white_00602_940928_fb_edt.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","67","136502","0.0-6.0-2.30","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","68","137939","0.0-6.0-1.31","","1327","","trustrating_stim/white_00519_940519_fb_edt.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","69","138153","0.0-6.0-2.31","","null","","trustrating_stim/white_00519_940519_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","70","140147","0.0-6.0-1.32","","1885","","trustrating_stim/white_00109_931230_fa_edt.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","71","140358","0.0-6.0-2.32","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","72","141731","0.0-6.0-1.33","","1265","","trustrating_stim/white_mw033.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","73","141941","0.0-6.0-2.33","","null","","trustrating_stim/white_mw033.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","74","144899","0.0-6.0-1.34","","2848","","trustrating_stim/white_00577_940928_fa_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","75","145108","0.0-6.0-2.34","","null","","trustrating_stim/white_00577_940928_fa_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","76","149379","0.0-6.0-1.35","","4159","","trustrating_stim/white_mw097.bmp","5","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","77","149588","0.0-6.0-2.35","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","78","150771","0.0-6.0-1.36","","1072","","trustrating_stim/white_mw084.bmp","6","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","79","150981","0.0-6.0-2.36","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","80","152611","0.0-6.0-1.37","","1520","","trustrating_stim/white_00223_940128_fb_edt.bmp","4","","","","","","","","","","","",""
"","","","ratingFB","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","81","152813","0.0-6.0-2.37","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","","","","",""
"","","","rating","5f721a81ee2a860fe028a8a4","bdp_trlrn","Sat Apr 08 2023 08:31:44 GMT-0700 (Pacific Daylight Time)","685836","Untrustworthy,Trustworthy","image-keyboard-response","82","155363","0.0-6.0-1.38","","2440","","trustrating_stim/white_mw089.bmp","4","","","","","","","","","","","",""
