"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round"
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","15","68525","0.0-6.0-1.5","","1295","","trustrating_stim/white_00120_931230_fa_edt.bmp","8","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","16","68726","0.0-6.0-2.5","","null","","trustrating_stim/white_00120_931230_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","17","70068","0.0-6.0-1.6","","1239","","trustrating_stim/white_mw089.bmp","2","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","18","70270","0.0-6.0-2.6","","null","","trustrating_stim/white_mw089.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","19","72107","0.0-6.0-1.7","","1735","","trustrating_stim/white_mw051.bmp","1","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","20","72309","0.0-6.0-2.7","","null","","trustrating_stim/white_mw051.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","21","74019","0.0-6.0-1.8","","1609","","trustrating_stim/white_mw080.bmp","3","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","22","74221","0.0-6.0-2.8","","null","","trustrating_stim/white_mw080.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","23","76295","0.0-6.0-1.9","","1971","","trustrating_stim/white_mw066.bmp","5","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","24","76498","0.0-6.0-2.9","","null","","trustrating_stim/white_mw066.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","25","77838","0.0-6.0-1.10","","1239","","trustrating_stim/white_mw035.bmp","3","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","26","78040","0.0-6.0-2.10","","null","","trustrating_stim/white_mw035.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","27","79732","0.0-6.0-1.11","","1589","","trustrating_stim/white_00602_940928_fb_edt.bmp","6","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","28","79934","0.0-6.0-2.11","","null","","trustrating_stim/white_00602_940928_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","29","81878","0.0-6.0-1.12","","1841","","trustrating_stim/white_00109_931230_fa_edt.bmp","6","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","30","82080","0.0-6.0-2.12","","null","","trustrating_stim/white_00109_931230_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","31","83233","0.0-6.0-1.13","","1051","","trustrating_stim/white_00897_960530_fb_edt.bmp","7","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","32","83434","0.0-6.0-2.13","","null","","trustrating_stim/white_00897_960530_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","33","85248","0.0-6.0-1.14","","1712","","trustrating_stim/white_00253_940128_fa_edt.bmp","6","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","34","85451","0.0-6.0-2.14","","null","","trustrating_stim/white_00253_940128_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","35","86465","0.0-6.0-1.15","","911","","trustrating_stim/white_00657_941121_fa_edt.bmp","8","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","36","86666","0.0-6.0-2.15","","null","","trustrating_stim/white_00657_941121_fa_edt.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","37","88017","0.0-6.0-1.16","","1248","","trustrating_stim/white_00960_960627_fb_edt.bmp","3","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","38","88219","0.0-6.0-2.16","","null","","trustrating_stim/white_00960_960627_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","39","90295","0.0-6.0-1.17","","1974","","trustrating_stim/white_mw084.bmp","5","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","40","90497","0.0-6.0-2.17","","null","","trustrating_stim/white_mw084.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","41","91788","0.0-6.0-1.18","","1189","","trustrating_stim/white_00807_941205_fb_edt.bmp","9","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","42","91990","0.0-6.0-2.18","","null","","trustrating_stim/white_00807_941205_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","43","93753","0.0-6.0-1.19","","1661","","trustrating_stim/white_mw004.bmp","5","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","44","93955","0.0-6.0-2.19","","null","","trustrating_stim/white_mw004.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","45","96546","0.0-6.0-1.20","","2489","","trustrating_stim/white_mw044.bmp","9","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","46","96749","0.0-6.0-2.20","","null","","trustrating_stim/white_mw044.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","47","99755","0.0-6.0-1.21","","2902","","trustrating_stim/white_mw006.bmp","4","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","48","99957","0.0-6.0-2.21","","null","","trustrating_stim/white_mw006.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","49","101254","0.0-6.0-1.22","","1194","","trustrating_stim/white_mw071.bmp","3","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","50","101455","0.0-6.0-2.22","","null","","trustrating_stim/white_mw071.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","51","102768","0.0-6.0-1.23","","1211","","trustrating_stim/white_00223_940128_fb_edt.bmp","4","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","52","102971","0.0-6.0-2.23","","null","","trustrating_stim/white_00223_940128_fb_edt.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","53","104112","0.0-6.0-1.24","","1040","","trustrating_stim/white_mw013.bmp","3","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","54","104315","0.0-6.0-2.24","","null","","trustrating_stim/white_mw013.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","55","105450","0.0-6.0-1.25","","1032","","trustrating_stim/white_mw072.bmp","2","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","56","105652","0.0-6.0-2.25","","null","","trustrating_stim/white_mw072.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","57","106815","0.0-6.0-1.26","","1060","","trustrating_stim/white_mw025.bmp","3","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","58","107018","0.0-6.0-2.26","","null","","trustrating_stim/white_mw025.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","59","108349","0.0-6.0-1.27","","1230","","trustrating_stim/white_mw022.bmp","6","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","60","108551","0.0-6.0-2.27","","null","","trustrating_stim/white_mw022.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","61","109979","0.0-6.0-1.28","","1326","","trustrating_stim/white_mw099.bmp","5","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","62","110181","0.0-6.0-2.28","","null","","trustrating_stim/white_mw099.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","63","111359","0.0-6.0-1.29","","1075","","trustrating_stim/white_mw040.bmp","4","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","64","111561","0.0-6.0-2.29","","null","","trustrating_stim/white_mw040.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","65","112717","0.0-6.0-1.30","","1053","","trustrating_stim/white_mw085.bmp","4","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","66","112923","0.0-6.0-2.30","","null","","trustrating_stim/white_mw085.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","67","114240","0.0-6.0-1.31","","1214","","trustrating_stim/white_mw082.bmp","7","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","68","114442","0.0-6.0-2.31","","null","","trustrating_stim/white_mw082.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","69","115822","0.0-6.0-1.32","","1278","","trustrating_stim/white_mw016.bmp","5","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","70","116024","0.0-6.0-2.32","","null","","trustrating_stim/white_mw016.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","71","117414","0.0-6.0-1.33","","1287","","trustrating_stim/white_mw057.bmp","5","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","72","117616","0.0-6.0-2.33","","null","","trustrating_stim/white_mw057.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","73","119587","0.0-6.0-1.34","","1869","","trustrating_stim/white_mw046.bmp","6","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","74","119789","0.0-6.0-2.34","","null","","trustrating_stim/white_mw046.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","75","120943","0.0-6.0-1.35","","1052","","trustrating_stim/white_mw054.bmp","6","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","76","121144","0.0-6.0-2.35","","null","","trustrating_stim/white_mw054.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","77","122511","0.0-6.0-1.36","","1264","","trustrating_stim/white_mw058.bmp","3","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","78","122713","0.0-6.0-2.36","","null","","trustrating_stim/white_mw058.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","79","124087","0.0-6.0-1.37","","1272","","trustrating_stim/white_mw019.bmp","2","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","80","124290","0.0-6.0-2.37","","null","","trustrating_stim/white_mw019.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","81","125498","0.0-6.0-1.38","","1107","","trustrating_stim/white_mw043.bmp","2","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","82","125700","0.0-6.0-2.38","","null","","trustrating_stim/white_mw043.bmp","null","","","","","","","","",""
"","","","rating","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","83","126911","0.0-6.0-1.39","","1109","","trustrating_stim/white_mw097.bmp","1","","","","","","","","",""
"","","","ratingFB","","5fa774ae1bcae04f0bd898b3","bdp_trlrn","Tue May 11 2021 15:36:11 GMT-0400 (Eastern Daylight Time)","592714","Untrustworthy,Trustworthy","image-keyboard-response","84","127113","0.0-6.0-2.39","","null","","trustrating_stim/white_mw097.bmp","null","","","","","","","","",""
