PROLIFIC_PID,tr_totalTime,tr_rat_mean,tr_rat_std,tr_rat_r1r2_corr_r,tr_rat_r1r2_corr_p,tr_qa:rat_%rt<300,tr_qa:rat_%rt>10000,tr_qa:rat_%Conseqs,tr_qa:rat_instruxDur,tr_qa:rat_blurEv,tr_qa:dec_%rt<300,tr_qa:dec_%rt>10000,tr_qa:dec_%Conseqs,tr_qa:dec_instruxDur,tr_qa:dec_blurEv,tr_frat_r1r2_corr_r,tr_frat_r1r2_corr_p,tr_qa:frat_%rt<300,tr_qa:frat_%rt>10000,tr_qa:frat_%Conseqs,tr_qa:frat_instruxDur,rw_totalTime,rw_qa:dec_%rt<300,rw_qa:dec_%rt>10000,rw_qa:dec_%Conseqs,rw_qa:dec_instruxDur,rw_qa:frat_%rt<300,rw_qa:frat_%rt>10000,rw_qa:frat_%Conseqs,rw_qa:frat_instruxDur,rw_qa:blurEv
631bc422eec20143118ad66b,623.131,6.316666666666666,2.3397208776498823,0.3903660002865512,0.03294857500269884,0.0,0.0,0.18333333333333332,21.99,0.0,0.48484848484848486,0.0,0.44696969696969696,135.32,1.0,0.5445247005394181,0.06717073689318957,0.0,0.0,0.3333333333333333,8.66,316.584,0.8560606060606061,0.0,0.5151515151515151,6.89,0.0,0.0,0.5,4.68,1.0
58016c9f551314000145af58,787.676,4.816666666666666,0.8334463200240203,0.7516773990357879,1.6845778022336029e-06,0.0,0.0,0.36666666666666664,20.34,0.0,0.07575757575757576,0.0,0.2727272727272727,174.71,0.0,0.7448044896552724,0.005449934450351424,0.0,0.0,0.08333333333333333,4.06,471.173,0.5909090909090909,0.0,0.5378787878787878,7.46,0.0,0.0,0.16666666666666666,21.06,2.0
63d1c10210ce566ce71616e8,576.004,1.8833333333333333,1.354110711577543,0.2738591217106548,0.1430803014961939,0.0,0.0,0.4166666666666667,8.19,0.0,0.5984848484848485,0.0,0.3181818181818182,165.31,0.0,0.07363139133579087,0.8201012433956852,0.0,0.0,0.4166666666666667,14.54,419.72,0.4166666666666667,0.0,0.14393939393939395,5.71,0.0,0.0,0.16666666666666666,26.35,0.0
5e55e83cc65ccb5ed547cb04,849.288,3.933333333333333,2.3783391631853603,0.5525170204742224,0.0015453460148688988,0.0,0.0,0.2,14.41,0.0,0.015151515151515152,0.0,0.11363636363636363,167.73,0.0,0.13908049045495824,0.6664068421034149,0.0,0.0,0.0,31.9,622.936,0.022727272727272728,0.0,0.022727272727272728,45.04,0.0,0.0,0.16666666666666666,50.17,0.0
63e5b3e89a3823139cb9d35e,657.417,5.133333333333334,2.235815300175123,0.38447677589717,0.03592418037184568,0.0,0.0,0.15,40.25,0.0,0.4015151515151515,0.0,0.2803030303030303,134.87,0.0,0.6118614236494304,0.03447998081091409,0.0,0.0,0.25,42.93,335.92,0.803030303030303,0.0,0.7424242424242424,7.36,0.0,0.0,0.16666666666666666,6.21,1.0
6400ea4cec0b310140841b2d,574.005,3.6,2.2639398686390853,0.8485481047475264,3.160934644271203e-09,0.0,0.0,0.13333333333333333,7.7,0.0,0.3333333333333333,0.0,0.15151515151515152,56.87,0.0,0.9504285966322146,2.168618322822135e-06,0.0,0.0,0.08333333333333333,4.16,438.28,0.22727272727272727,0.0,0.22727272727272727,10.95,0.0,0.0,0.0,15.38,0.0
6352b3c968388ef86f3556db,633.379,5.166666666666667,2.0433162366451887,0.6817280529627138,3.3514927991046214e-05,0.0,0.0,0.06666666666666667,20.61,0.0,0.10606060606060606,0.0,0.23484848484848486,71.35,0.0,0.5457878825534308,0.066412324452906,0.0,0.0,0.25,16.27,360.793,0.14393939393939395,0.0,0.4318181818181818,2.11,0.0,0.0,0.0,8.86,0.0
63dc7b5bf451a34177b66c66,1163.551,4.683333333333334,1.545816296523902,-0.41099323460655823,0.024058397403459813,0.0,0.03333333333333333,0.13333333333333333,74.46,0.0,0.09090909090909091,0.0,0.22727272727272727,285.04,0.0,-0.5240974256643346,0.08027662528612732,0.0,0.08333333333333333,0.08333333333333333,32.34,459.587,0.20454545454545456,0.0,0.3787878787878788,8.47,0.0,0.0,0.0,19.5,0.0
63d881ab484805569b553bd8,585.3,3.7666666666666666,2.036669486900134,0.5786407277758675,0.0008089203583340718,0.0,0.0,0.3,11.08,0.0,0.09090909090909091,0.0,0.022727272727272728,66.1,0.0,0.5968906638081337,0.040461682906597046,0.0,0.0,0.25,8.12,533.905,0.12878787878787878,0.0,0.11363636363636363,4.48,0.0,0.0,0.0,28.24,0.0
63d43dc4b4b7a0e426a381cd,718.52,5.633333333333334,1.5290039592311828,0.5889326939891582,0.0006174212686370816,0.0,0.0,0.35,8.24,0.0,0.015151515151515152,0.0,0.5909090909090909,97.42,0.0,0.8874985629701009,0.00011717109677631212,0.0,0.0,0.08333333333333333,8.92,534.733,0.0,0.0,0.32575757575757575,8.24,0.0,0.0,0.3333333333333333,19.36,0.0
5e7abb2c6c89e4000a180b4a,830.858,4.716666666666667,1.6883616235129881,0.794124879055131,1.6250321461737086e-07,0.0,0.0,0.11666666666666667,25.13,0.0,0.0,0.0,0.6363636363636364,109.7,0.0,0.2578483140393151,0.41844193931110907,0.0,0.0,0.0,27.36,526.602,0.0,0.0,0.45454545454545453,11.27,0.0,0.0,0.16666666666666666,30.92,0.0
63d42c21dc6f4d60e34cc337,602.312,4.216666666666667,2.278057949789441,0.5987845617147767,0.00047265632114580706,0.0,0.0,0.11666666666666667,11.29,0.0,0.29545454545454547,0.0,0.13636363636363635,68.15,0.0,0.7637174416227143,0.003839424550995059,0.0,0.0,0.08333333333333333,5.58,503.41,0.1893939393939394,0.0,0.16666666666666666,11.15,0.0,0.0,0.16666666666666666,33.53,0.0
62f6bc18e456bdf4bc90dd7b,829.322,4.383333333333334,2.1160537837728057,0.5807761692422942,0.0007653867388138288,0.0,0.08333333333333333,0.18333333333333332,5.65,0.0,0.3333333333333333,0.045454545454545456,0.4621212121212121,65.48,0.0,0.9058414916072398,4.967593511779448e-05,0.0,0.0,0.16666666666666666,13.59,1462.01,0.4015151515151515,0.022727272727272728,0.5454545454545454,22.21,0.0,0.0,0.16666666666666666,297.74,1.0
632aaef27780d596dc7e0a9f,,,,,,,,,,,,,,,,,,,,,,667.598,0.0,0.0,0.25757575757575757,18.27,0.0,0.0,0.0,29.2,0.0
63d6873b65a6170d64a652f6,490.148,4.616666666666666,1.1213137976357739,0.3133197987954037,0.09180433204176788,0.0,0.0,0.2,8.34,0.0,0.3712121212121212,0.0,0.4318181818181818,62.88,0.0,0.5765196684585955,0.0497371227427325,0.0,0.0,0.16666666666666666,4.25,568.048,0.007575757575757576,0.015151515151515152,0.49242424242424243,6.47,0.0,0.3333333333333333,0.0,37.95,0.0
633fa968afc8d3d2c0d8745c,486.63,5.45,0.9283665260982119,,,0.75,0.0,0.9333333333333333,18.46,0.0,0.48484848484848486,0.007575757575757576,0.44696969696969696,12.08,0.0,0.45427895012744285,0.13791794046869996,0.75,0.0,0.4166666666666667,22.64,449.022,0.14393939393939395,0.0,0.26515151515151514,12.07,0.0,0.0,0.0,10.57,0.0
5c3161130cfe9a00012f71ff,629.672,4.8,2.097617696340303,0.292838086090094,0.11631327524965263,0.0,0.016666666666666666,0.03333333333333333,40.95,0.0,0.5833333333333334,0.0,0.4090909090909091,102.28,0.0,0.29081790372161304,0.3591209803923028,0.0,0.0,0.25,7.29,282.039,0.7954545454545454,0.0,0.5909090909090909,2.79,0.0,0.0,0.16666666666666666,2.4,0.0
5f1f3581b5cf3e103cc545c9,1031.882,3.95,1.5118178528972936,0.617593159436439,0.0002768505246033646,0.0,0.0,0.13333333333333333,43.33,0.0,0.0,0.0,0.17424242424242425,264.75,0.0,0.48636135580559103,0.10886409701230057,0.0,0.0,0.08333333333333333,16.85,689.277,0.0,0.007575757575757576,0.24242424242424243,10.55,0.0,0.0,0.16666666666666666,20.34,1.0
63d42387aba51e699ab9ce5c,640.219,4.05,1.943481063470338,-0.01907191853985194,0.92031942183824,0.0,0.0,0.08333333333333333,10.68,2.0,0.4318181818181818,0.007575757575757576,0.11363636363636363,65.07,0.0,0.49430491540909277,0.10235672578681511,0.0,0.0,0.4166666666666667,8.88,283.1,0.6590909090909091,0.007575757575757576,0.06818181818181818,2.88,0.16666666666666666,0.0,0.0,4.94,0.0
5fa935b3d330fa0429da624a,629.818,3.75,2.071804257490541,0.7499000732791516,1.8390782904717996e-06,0.0,0.0,0.13333333333333333,48.18,1.0,0.030303030303030304,0.0,0.20454545454545456,53.46,0.0,0.5947618842394494,0.0413683510900966,0.0,0.0,0.08333333333333333,21.93,389.613,0.007575757575757576,0.0,0.23484848484848486,2.54,0.0,0.0,0.0,5.89,0.0
63d97863bc1e08294519edd8,529.461,4.916666666666667,2.085394460646996,0.8246610189873641,2.101258625800485e-08,0.0,0.0,0.08333333333333333,6.31,0.0,0.2803030303030303,0.0,0.6742424242424242,78.72,0.0,0.15243140767425395,0.636256996486774,0.0,0.0,0.16666666666666666,13.91,384.577,0.23484848484848486,0.0,0.6666666666666666,4.38,0.0,0.0,0.0,17.37,0.0
60fefd59226b2b1d87bc36db,776.367,1.0333333333333334,0.2581988897471614,,,0.06666666666666667,0.016666666666666666,0.95,13.69,0.0,0.19696969696969696,0.022727272727272728,0.5,105.48,0.0,,,0.08333333333333333,0.0,0.9166666666666666,65.98,802.65,0.015151515151515152,0.030303030303030304,0.3106060606060606,20.0,0.0,0.16666666666666666,0.16666666666666666,223.45,0.0
5f5691fb24d1090e6bcdf1ec,533.771,3.55,1.048404760754586,0.46133283899825794,0.010287323058932415,0.0,0.0,0.35,6.48,1.0,0.30303030303030304,0.0,0.3106060606060606,65.52,0.0,0.6497768890146263,0.022190878688890532,0.0,0.0,0.25,5.4,443.622,0.13636363636363635,0.0,0.1590909090909091,9.91,0.0,0.0,0.16666666666666666,33.45,0.0
5d5606cd4171ec00182e2b15,389.871,3.25,0.5407151573203143,0.22688862188371664,0.2279267968596655,0.0,0.0,0.75,3.28,0.0,0.6893939393939394,0.0,0.8636363636363636,47.87,0.0,,,0.0,0.0,0.9166666666666666,8.25,326.668,0.7727272727272727,0.007575757575757576,0.7121212121212122,5.8,0.16666666666666666,0.0,0.3333333333333333,4.92,1.0
6162341a644c08d5cca4b7bb,523.927,3.183333333333333,1.0968625003311805,0.4253930554067385,0.019101989284054162,0.0,0.0,0.23333333333333334,17.78,0.0,0.06060606060606061,0.0,0.2727272727272727,51.19,0.0,-0.08092122924533446,0.8025864057058026,0.0,0.0,0.25,7.42,481.351,0.030303030303030304,0.0,0.25757575757575757,4.06,0.0,0.0,0.16666666666666666,31.98,0.0
6400de8f305c51d03c2a9a0e,816.815,5.4,1.3802480739934808,0.49367408507526145,0.005564316816566636,0.0,0.0,0.016666666666666666,26.24,0.0,0.09090909090909091,0.0,0.19696969696969696,143.88,0.0,0.07897471897389846,0.8072553386155871,0.0,0.0,0.08333333333333333,11.4,380.175,0.24242424242424243,0.0,0.18181818181818182,1.94,0.0,0.0,0.0,8.9,0.0
5b184f9768a5ed0001734190,736.278,4.416666666666667,1.5103222988248846,0.5745300136863962,0.0008988646354134549,0.0,0.0,0.15,21.22,0.0,0.022727272727272728,0.0,0.2878787878787879,122.82,0.0,0.44680252651827146,0.14534234386429395,0.0,0.0,0.3333333333333333,22.2,720.175,0.015151515151515152,0.0,0.2196969696969697,214.37,0.0,0.0,0.5,41.08,0.0
56b8de29e1d0a200051517f8,763.058,4.566666666666666,0.8899946041860172,0.8136647524234173,4.5798251278808824e-08,0.0,0.0,0.31666666666666665,32.85,0.0,0.045454545454545456,0.0,0.5454545454545454,162.0,0.0,0.40290331480527813,0.1940797556271193,0.0,0.0,0.16666666666666666,19.72,412.837,0.0,0.0,0.6893939393939394,9.92,0.0,0.0,0.16666666666666666,15.4,0.0
63fba157c9ebcb0ba6397872,709.488,5.35,2.4689598441174385,0.6511003088525054,9.762082500503121e-05,0.0,0.0,0.13333333333333333,8.31,0.0,0.03787878787878788,0.0,0.29545454545454547,67.76,0.0,0.15927821500461595,0.6209861007087403,0.0,0.0,0.25,16.76,377.702,0.30303030303030304,0.0,0.3333333333333333,2.81,0.0,0.0,0.3333333333333333,10.03,0.0
63e802622f8052bd67d6c5f0,674.558,5.6,2.82362911090182,-0.5114739263443429,0.0038668122336611693,0.0,0.0,0.3,26.26,0.0,0.14393939393939395,0.0,0.42424242424242425,105.74,0.0,-0.03212877315609994,0.9210418195244393,0.0,0.0,0.4166666666666667,17.66,381.973,0.015151515151515152,0.0,0.29545454545454547,5.63,0.0,0.0,0.0,11.98,0.0
63d413840c9c512ac3dfc533,638.082,4.15,1.5162956645631087,-0.19410337229629296,0.30404876962235916,0.016666666666666666,0.0,0.21666666666666667,11.04,1.0,0.007575757575757576,0.0,0.3181818181818182,80.82,0.0,0.15836480797682453,0.6230155754666101,0.08333333333333333,0.0,0.0,11.57,343.548,0.12121212121212122,0.0,0.6363636363636364,1.12,0.0,0.0,0.0,8.36,0.0
63ed15bed4665c62d9e6dbb2,411.824,2.3833333333333333,1.9053151940559778,0.47850808806769546,0.0074765168167419726,0.0,0.0,0.4,3.82,0.0,0.8106060606060606,0.0,0.5757575757575758,29.82,0.0,0.9162136184012859,2.8215327719581432e-05,0.0,0.0,0.3333333333333333,3.23,1424.679,0.8484848484848485,0.0,0.5075757575757576,922.96,0.0,0.0,0.0,159.6,0.0
63e1f5009f56fcb831963f19,906.39,6.25,1.1442561050299471,0.30138032294060624,0.1055609874249736,0.0,0.0,0.2833333333333333,30.02,0.0,0.23484848484848486,0.007575757575757576,0.1893939393939394,265.12,0.0,0.1535963434938927,0.633649367929458,0.0,0.0,0.25,25.02,690.201,0.3106060606060606,0.022727272727272728,0.22727272727272727,33.06,0.0,0.0,0.16666666666666666,74.28,0.0
5c4e31b37065de00011f795d,1593.979,4.566666666666666,1.807392228230128,0.6217335110735461,0.00024496669166787,0.0,0.0,0.25,39.76,0.0,0.0,0.07575757575757576,0.6742424242424242,160.7,0.0,0.7488989887350418,0.0050645791061043055,0.0,0.0,0.08333333333333333,37.06,1070.254,0.0,0.06060606060606061,0.7424242424242424,65.57,0.0,0.16666666666666666,0.6666666666666666,53.38,0.0
572041d6fd3a5200093c1295,505.798,5.266666666666667,2.4965512936012195,0.3488377084108927,0.05885000755202081,0.0,0.0,0.16666666666666666,14.91,0.0,0.4090909090909091,0.0,0.49242424242424243,71.62,0.0,0.13778868609875783,0.6693491116866026,0.0,0.0,0.5,12.59,311.041,0.6818181818181818,0.0,0.6515151515151515,2.0,0.0,0.0,0.16666666666666666,11.1,0.0
63d41088860131e49a85cfac,687.954,6.166666666666667,1.250988309862418,0.13554447568661293,0.47512337392704607,0.0,0.0,0.1,20.66,0.0,0.0,0.0,0.06060606060606061,267.05,1.0,0.46143631530559404,0.1310445160672922,0.0,0.0,0.08333333333333333,5.84,440.54,0.08333333333333333,0.0,0.1590909090909091,17.55,0.0,0.0,0.0,18.78,0.0
6400e1e1c539ed3882af8d8f,1088.212,5.383333333333334,0.5237306419436758,0.8214141401212167,2.6592970049038687e-08,0.0,0.0,0.5833333333333334,17.65,0.0,0.0,0.0,0.4166666666666667,160.76,0.0,0.6295412064573487,0.02826388194757377,0.0,0.0,0.4166666666666667,88.53,886.013,0.0,0.0,0.32575757575757575,23.12,0.0,0.0,0.0,112.34,1.0
63f2e107c4d0bc684b99d2c6,686.409,3.7333333333333334,1.8582538428946593,0.3375581629574942,0.06810875431785511,0.0,0.0,0.5,17.18,0.0,0.3787878787878788,0.0,0.7424242424242424,124.84,0.0,0.7887638393343204,0.002294798002687508,0.0,0.0,0.25,32.57,405.341,0.29545454545454547,0.0,0.6287878787878788,3.21,0.0,0.0,0.8333333333333334,17.66,0.0
5f43ef4041bb5f11a27aa07e,722.537,4.35,2.0897246595047814,0.7084589760780385,1.1831239691088282e-05,0.0,0.0,0.1,11.52,0.0,0.007575757575757576,0.0,0.18181818181818182,106.78,0.0,0.42268630631643894,0.17101842725114963,0.0,0.0,0.0,10.0,541.79,0.015151515151515152,0.0,0.2196969696969697,17.05,0.0,0.16666666666666666,0.16666666666666666,40.69,0.0
5dbf692c2a1dd63f64ef5ae4,991.146,8.983333333333333,0.1290994448735806,,,0.18333333333333332,0.0,0.95,90.08,0.0,0.5151515151515151,0.0,0.9924242424242424,246.12,0.0,0.9999999999999999,1.3283169408470458e-79,0.5,0.0,0.75,45.68,506.952,0.3106060606060606,0.0,0.6363636363636364,8.44,0.0,0.0,0.5,40.78,0.0
5fd8025bcfda8b1165a0b16e,1007.332,4.983333333333333,2.3178867250270225,0.5808078030957675,0.0007647575944621109,0.0,0.0,0.06666666666666667,39.06,2.0,0.0,0.0,0.14393939393939395,151.46,0.0,0.5779692880775571,0.04903192847796033,0.0,0.0,0.08333333333333333,35.37,531.762,0.015151515151515152,0.0,0.16666666666666666,11.18,0.0,0.0,0.16666666666666666,22.04,0.0
60fd933d5461857048f9e74c,552.315,2.5833333333333335,1.487708585764763,0.23581229006724605,0.20966134322491511,0.0,0.0,0.2,10.37,1.0,0.36363636363636365,0.0,0.32575757575757575,72.32,0.0,0.7804470885943715,0.0027418788499833945,0.0,0.0,0.25,6.7,439.649,0.25,0.0,0.3106060606060606,7.17,0.0,0.0,0.0,21.11,0.0
60f75a701ac4cfc5c17cceb7,682.243,2.85,1.624233848071249,0.7085194786552321,1.180187095083227e-05,0.0,0.0,0.26666666666666666,16.39,0.0,0.007575757575757576,0.0,0.23484848484848486,82.29,0.0,0.4098442999852685,0.18578165761752707,0.0,0.0,0.08333333333333333,7.99,528.771,0.0,0.0,0.3712121212121212,7.42,0.0,0.0,0.16666666666666666,17.54,0.0
5e87900b524dca41065df104,332.716,3.783333333333333,0.9404590777041596,0.0637880653926797,0.7377177632577508,0.2833333333333333,0.0,0.1,5.08,2.0,0.7348484848484849,0.0,0.9318181818181818,15.78,0.0,-0.3674898842295792,0.23992232424349594,0.5,0.0,0.75,6.36,336.545,0.5909090909090909,0.015151515151515152,0.07575757575757576,3.13,0.6666666666666666,0.0,0.6666666666666666,12.15,0.0
5edc0583f16dff0c806bdbb6,537.168,2.3,0.8887240901846744,-0.0527498013206697,0.7819041526721231,0.1,0.0,0.5166666666666667,19.18,0.0,0.2878787878787879,0.0,0.3106060606060606,93.04,0.0,1.3877787807814457e-17,1.0000000000000002,0.6666666666666666,0.0,0.25,24.29,420.414,0.3712121212121212,0.007575757575757576,0.5833333333333334,1.59,0.0,0.0,0.3333333333333333,3.62,0.0
608d0831835bd8f85ac9237e,764.067,4.616666666666666,1.4967950695489305,0.6307117378783043,0.00018675034424567506,0.0,0.0,0.16666666666666666,9.63,0.0,0.007575757575757576,0.0,0.06818181818181818,67.04,0.0,0.5966005392134929,0.04058441115650295,0.0,0.0,0.25,24.85,583.844,0.09848484848484848,0.0,0.09090909090909091,18.75,0.0,0.0,0.0,45.17,0.0
6108027a71236aa28a407666,899.256,2.05,0.21978417765108269,,,0.0,0.05,0.9166666666666666,25.85,0.0,0.2727272727272727,0.022727272727272728,0.4393939393939394,211.85,0.0,0.29277002188455997,0.3557557258369082,0.0,0.0,0.5,20.13,439.409,0.0,0.0,0.3181818181818182,2.01,0.0,0.0,0.5,9.82,0.0
6005fd9c8bbd67931607e518,461.831,6.516666666666667,1.1122075569413803,0.6387356266028505,0.00014547851863927624,0.0,0.0,0.36666666666666664,3.65,1.0,0.24242424242424243,0.0,0.5075757575757576,44.76,0.0,-2.7755575615628914e-17,1.0000000000000002,0.0,0.0,0.4166666666666667,3.19,422.877,0.2878787878787879,0.0,0.7727272727272727,5.68,0.0,0.0,0.16666666666666666,13.49,0.0
5ee71ce25f11c84a3e909b09,1389.675,4.066666666666666,2.231262215304675,0.7587005824604143,1.182404765757061e-06,0.0,0.0,0.1,93.59,0.0,0.23484848484848486,0.015151515151515152,0.4393939393939394,66.45,0.0,0.4750697866228607,0.1185777355320669,0.0,0.0,0.16666666666666666,111.88,579.666,0.18181818181818182,0.007575757575757576,0.45454545454545453,3.62,0.0,0.0,0.0,18.43,0.0
5ec0d47ecf12be4ea2754516,759.957,5.133333333333334,2.0458032003257975,0.5087868464583847,0.004090267885627563,0.0,0.0,0.15,24.81,0.0,0.25757575757575757,0.0,0.4015151515151515,145.93,0.0,0.6274387856683141,0.028957061500034378,0.0,0.0,0.08333333333333333,31.38,433.187,0.5984848484848485,0.0,0.4166666666666667,3.24,0.0,0.0,0.3333333333333333,6.51,0.0
63e5be4daa8fac2e51d4fe91,666.118,4.65,1.8487283765251976,0.48301675864112464,0.006857307379683729,0.0,0.016666666666666666,0.05,20.76,0.0,0.11363636363636363,0.0,0.25,105.98,0.0,0.2616632860040568,0.4113423017943838,0.0,0.0,0.08333333333333333,10.68,336.715,0.18181818181818182,0.0,0.36363636363636365,4.02,0.0,0.0,0.0,10.02,0.0
60ff4339f5ffb265d16b144f,600.415,4.25,1.5252118496919298,0.8581421864231893,1.3456441604538211e-09,0.0,0.0,0.31666666666666665,13.05,0.0,0.007575757575757576,0.0,0.16666666666666666,74.24,1.0,0.7406218911054854,0.0058659950299829716,0.0,0.0,0.16666666666666666,15.06,460.942,0.3484848484848485,0.0,0.06818181818181818,15.28,0.0,0.16666666666666666,0.0,35.83,1.0
63ea4e8c0e9a66f5843ed4ac,502.97,4.05,1.1706147884982696,0.591534652112695,0.0005758336395408075,0.0,0.0,0.3333333333333333,10.21,0.0,0.3787878787878788,0.0,0.8106060606060606,50.97,0.0,0.6503385893766005,0.022037209183020028,0.0,0.0,0.25,11.24,277.195,0.6212121212121212,0.0,0.7727272727272727,2.14,0.16666666666666666,0.0,0.8333333333333334,5.87,1.0
6361769fee0c219b0f1cc480,744.178,2.95,1.281220286964273,0.7530581930871572,1.5727744446825229e-06,0.0,0.0,0.2833333333333333,36.62,0.0,0.21212121212121213,0.0,0.5378787878787878,148.41,0.0,0.9514595531947492,1.9557183328235987e-06,0.0,0.0,0.25,19.77,396.633,0.15151515151515152,0.0,0.4318181818181818,5.05,0.0,0.0,0.8333333333333334,18.58,0.0
63d13b44f511eff0aef876f2,441.265,3.0833333333333335,1.6497731396859932,0.6945167863291983,2.064676607277355e-05,0.0,0.0,0.3333333333333333,6.16,2.0,0.22727272727272727,0.0,0.48484848484848486,31.73,0.0,0.6346703736537057,0.026623097788003484,0.0,0.0,0.08333333333333333,7.18,349.689,0.15151515151515152,0.0,0.48484848484848486,7.25,0.0,0.0,0.0,20.17,0.0
61021c2ad3b0633be797eddf,1125.492,3.2,1.0217963577005789,0.709777451972855,1.1205915901118486e-05,0.0,0.0,0.3333333333333333,8.09,0.0,0.0,0.0,0.42424242424242425,147.8,0.0,0.6145039159854934,0.03349398188754161,0.0,0.0,0.16666666666666666,7.92,587.894,0.0,0.007575757575757576,0.015151515151515152,15.36,0.0,0.0,0.0,78.61,0.0
