"trial_type","trial_index","time_elapsed","internal_node_id","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","aground","name","face","outcome","agenttype","agentswpt","agentcurrpshare","point_total","round","numBlurs"
"html-keyboard-response","119","75865","0.0-18.0-3.7","","","","feedback","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Received: <strong>12</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","2","Marcus","trustrating_stim/white_mw099.bmp","Kept","0.4,0.8","12","0.4","45","8",""
"html-keyboard-response","120","76381","0.0-18.0-1.8","","","","decision","","515","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Nathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","4","3","Nathan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","50","9",""
"html-keyboard-response","121","76638","0.0-18.0-2.8","","","","decisionFB","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Nathan</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L4.png' class='respPic'></div></div>","null","3","Nathan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","46","9",""
"html-keyboard-response","122","77640","0.0-18.0-3.8","","","","feedback","","null","","<div class='trialDiv'><img src='trustrating_stim/white_00761_941201_fb_edt.bmp'><br><font class='baseline'><strong>Nathan</strong><p>Received: <strong>16</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>8</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","3","Nathan","trustrating_stim/white_00761_941201_fb_edt.bmp","Shared","0.8,0.4","12","0.8","54","9",""
"html-keyboard-response","123","78149","0.0-18.0-1.9","","","","decision","","507","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","2","3","Marcus","trustrating_stim/white_mw099.bmp","Shared","0.4,0.8","12","0.4","59","10",""
"html-keyboard-response","124","78403","0.0-18.0-2.9","","","","decisionFB","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L2.png' class='respPic'></div></div>","null","3","Marcus","trustrating_stim/white_mw099.bmp","Shared","0.4,0.8","12","0.4","57","10",""
"html-keyboard-response","125","79405","0.0-18.0-3.9","","","","feedback","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw099.bmp'><br><font class='baseline'><strong>Marcus</strong><p>Received: <strong>8</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='posOutcome'>Shared back: <strong>4</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","3","Marcus","trustrating_stim/white_mw099.bmp","Shared","0.4,0.8","12","0.4","61","10",""
"html-keyboard-response","126","79517","0.0-18.0-1.10","","","","decision","","112","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L.png' class='respPic'></div></div>","1","3","Joseph","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","11","0.2","66","11",""
"html-keyboard-response","127","79774","0.0-18.0-2.10","","","","decisionFB","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Choose number of points to send.</font><div class='respPicDiv'><img src='img/responseButtonOffersNo0L1.png' class='respPic'></div></div>","null","3","Joseph","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","11","0.2","65","11",""
"html-keyboard-response","128","80776","0.0-18.0-3.10","","","","feedback","","null","","<div class='trialDiv'><img src='trustrating_stim/white_mw071.bmp'><br><font class='baseline'><strong>Joseph</strong><p>Received: <strong>4</strong></font> &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;<font class='negOutcome'>Shared back: <strong>0</strong></font></font><div class='respPicDiv'><img src='img/responseButtonOffersNo0_wht.png' class='respPic'></div></div>","null","3","Joseph","trustrating_stim/white_mw071.bmp","Kept","0.2,0.6","11","0.2","65","11",""
"","","","","blur","129","81125","blurevent","","","","","","","","","","","","","","","1"
"","","","","fullscreenexit","129","90516","fullscreenexit","","","","","","","","","","","","","","",""
