"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","386","354183","0.0-5.0-1.190","","53","","","img/2to1/1.png","2","35","582","0.5","0.5","2","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","387","355518","0.0-5.0-2.190","","","","","","","35","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":105},{""stimulus"":""img/2to3/2.png"",""time"":206},{""stimulus"":""img/2to3/3.png"",""time"":310},{""stimulus"":""img/2to3/4.png"",""time"":415},{""stimulus"":""img/2to3/5.png"",""time"":518},{""stimulus"":""img/2to3/6.png"",""time"":622},{""stimulus"":""img/2to3/7.png"",""time"":726},{""stimulus"":""img/2to3/8.png"",""time"":829},{""stimulus"":""img/2to3/9.png"",""time"":932},{""stimulus"":""img/2to3/10.png"",""time"":1031},{""stimulus"":""img/2to3/11.png"",""time"":1130},{""stimulus"":""img/2to3/12.png"",""time"":1233}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","388","356021","0.0-5.0-1.191","","null","","","img/3to2/1.png","null","34","495","0.5","0.5","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","389","357356","0.0-5.0-2.191","","","","","","","34","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":103},{""stimulus"":""img/3to2/2.png"",""time"":204},{""stimulus"":""img/3to2/3.png"",""time"":306},{""stimulus"":""img/3to2/4.png"",""time"":409},{""stimulus"":""img/3to2/5.png"",""time"":514},{""stimulus"":""img/3to2/6.png"",""time"":618},{""stimulus"":""img/3to2/7.png"",""time"":722},{""stimulus"":""img/3to2/8.png"",""time"":822},{""stimulus"":""img/3to2/9.png"",""time"":923},{""stimulus"":""img/3to2/10.png"",""time"":1027},{""stimulus"":""img/3to2/11.png"",""time"":1130},{""stimulus"":""img/3to2/12.png"",""time"":1234}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","390","358211","0.0-5.0-1.192","","854","","","img/2to1/1.png","1","33","834","0.5","0.5","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","391","359551","0.0-5.0-2.192","","","","","","","33","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":105},{""stimulus"":""img/2to1/2.png"",""time"":206},{""stimulus"":""img/2to1/3.png"",""time"":310},{""stimulus"":""img/2to1/4.png"",""time"":415},{""stimulus"":""img/2to1/5.png"",""time"":520},{""stimulus"":""img/2to1/6.png"",""time"":622},{""stimulus"":""img/2to1/7.png"",""time"":723},{""stimulus"":""img/2to1/8.png"",""time"":826},{""stimulus"":""img/2to1/9.png"",""time"":929},{""stimulus"":""img/2to1/10.png"",""time"":1028},{""stimulus"":""img/2to1/11.png"",""time"":1132},{""stimulus"":""img/2to1/12.png"",""time"":1236}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","392","360027","0.0-5.0-1.193","","null","","","img/1to3/1.png","null","32","472","0.5","0.5","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","393","361352","0.0-5.0-2.193","","","","","","","32","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":105},{""stimulus"":""img/1to3/2.png"",""time"":205},{""stimulus"":""img/1to3/3.png"",""time"":304},{""stimulus"":""img/1to3/4.png"",""time"":404},{""stimulus"":""img/1to3/5.png"",""time"":507},{""stimulus"":""img/1to3/6.png"",""time"":611},{""stimulus"":""img/1to3/7.png"",""time"":715},{""stimulus"":""img/1to3/8.png"",""time"":816},{""stimulus"":""img/1to3/9.png"",""time"":914},{""stimulus"":""img/1to3/10.png"",""time"":1020},{""stimulus"":""img/1to3/11.png"",""time"":1120},{""stimulus"":""img/1to3/12.png"",""time"":1225}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","394","361673","0.0-5.0-1.194","","null","","","img/3to2/1.png","null","31","319","0.5","0.5","3","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","395","363008","0.0-5.0-2.194","","","","","","","31","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":105},{""stimulus"":""img/3to1/2.png"",""time"":206},{""stimulus"":""img/3to1/3.png"",""time"":311},{""stimulus"":""img/3to1/4.png"",""time"":411},{""stimulus"":""img/3to1/5.png"",""time"":515},{""stimulus"":""img/3to1/6.png"",""time"":618},{""stimulus"":""img/3to1/7.png"",""time"":716},{""stimulus"":""img/3to1/8.png"",""time"":821},{""stimulus"":""img/3to1/9.png"",""time"":924},{""stimulus"":""img/3to1/10.png"",""time"":1024},{""stimulus"":""img/3to1/11.png"",""time"":1127},{""stimulus"":""img/3to1/12.png"",""time"":1231}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","396","363650","0.0-5.0-1.195","","null","","","img/1to3/1.png","null","30","634","0.5","0.5","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","397","364985","0.0-5.0-2.195","","","","","","","30","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":105},{""stimulus"":""img/1to3/2.png"",""time"":209},{""stimulus"":""img/1to3/3.png"",""time"":313},{""stimulus"":""img/1to3/4.png"",""time"":417},{""stimulus"":""img/1to3/5.png"",""time"":517},{""stimulus"":""img/1to3/6.png"",""time"":621},{""stimulus"":""img/1to3/7.png"",""time"":723},{""stimulus"":""img/1to3/8.png"",""time"":827},{""stimulus"":""img/1to3/9.png"",""time"":931},{""stimulus"":""img/1to3/10.png"",""time"":1032},{""stimulus"":""img/1to3/11.png"",""time"":1132},{""stimulus"":""img/1to3/12.png"",""time"":1234}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","398","365422","0.0-5.0-1.196","","null","","","img/3to2/1.png","null","29","432","0.5","0.5","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","399","366738","0.0-5.0-2.196","","","","","","","29","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":106},{""stimulus"":""img/3to2/2.png"",""time"":208},{""stimulus"":""img/3to2/3.png"",""time"":309},{""stimulus"":""img/3to2/4.png"",""time"":408},{""stimulus"":""img/3to2/5.png"",""time"":508},{""stimulus"":""img/3to2/6.png"",""time"":608},{""stimulus"":""img/3to2/7.png"",""time"":709},{""stimulus"":""img/3to2/8.png"",""time"":811},{""stimulus"":""img/3to2/9.png"",""time"":910},{""stimulus"":""img/3to2/10.png"",""time"":1011},{""stimulus"":""img/3to2/11.png"",""time"":1110},{""stimulus"":""img/3to2/12.png"",""time"":1212}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","400","366784","0.0-5.0-1.197","","44","","","img/2to1/1.png","1","28","157","0.5","0.5","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","401","368110","0.0-5.0-2.197","","","","","","","28","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":101},{""stimulus"":""img/2to1/2.png"",""time"":205},{""stimulus"":""img/2to1/3.png"",""time"":307},{""stimulus"":""img/2to1/4.png"",""time"":410},{""stimulus"":""img/2to1/5.png"",""time"":513},{""stimulus"":""img/2to1/6.png"",""time"":614},{""stimulus"":""img/2to1/7.png"",""time"":717},{""stimulus"":""img/2to1/8.png"",""time"":818},{""stimulus"":""img/2to1/9.png"",""time"":917},{""stimulus"":""img/2to1/10.png"",""time"":1019},{""stimulus"":""img/2to1/11.png"",""time"":1122},{""stimulus"":""img/2to1/12.png"",""time"":1223}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","402","369215","0.0-5.0-1.198","","null","","","img/1to3/1.png","null","27","1098","0.5","0.5","1","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","403","370543","0.0-5.0-2.198","","","","","","","27","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":101},{""stimulus"":""img/1to2/2.png"",""time"":203},{""stimulus"":""img/1to2/3.png"",""time"":307},{""stimulus"":""img/1to2/4.png"",""time"":407},{""stimulus"":""img/1to2/5.png"",""time"":508},{""stimulus"":""img/1to2/6.png"",""time"":607},{""stimulus"":""img/1to2/7.png"",""time"":709},{""stimulus"":""img/1to2/8.png"",""time"":814},{""stimulus"":""img/1to2/9.png"",""time"":918},{""stimulus"":""img/1to2/10.png"",""time"":1022},{""stimulus"":""img/1to2/11.png"",""time"":1120},{""stimulus"":""img/1to2/12.png"",""time"":1224}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","404","370561","0.0-5.0-1.199","","15","","","img/2to1/1.png","2","26","369","0.5","0.5","2","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","405","371891","0.0-5.0-2.199","","","","","","","26","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":105},{""stimulus"":""img/2to3/2.png"",""time"":205},{""stimulus"":""img/2to3/3.png"",""time"":309},{""stimulus"":""img/2to3/4.png"",""time"":412},{""stimulus"":""img/2to3/5.png"",""time"":512},{""stimulus"":""img/2to3/6.png"",""time"":615},{""stimulus"":""img/2to3/7.png"",""time"":717},{""stimulus"":""img/2to3/8.png"",""time"":820},{""stimulus"":""img/2to3/9.png"",""time"":923},{""stimulus"":""img/2to3/10.png"",""time"":1023},{""stimulus"":""img/2to3/11.png"",""time"":1128},{""stimulus"":""img/2to3/12.png"",""time"":1229}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","406","372783","0.0-5.0-1.200","","null","","","img/3to2/1.png","null","25","885","0.5","0.5","3","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","407","374114","0.0-5.0-2.200","","","","","","","25","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":105},{""stimulus"":""img/3to1/2.png"",""time"":207},{""stimulus"":""img/3to1/3.png"",""time"":309},{""stimulus"":""img/3to1/4.png"",""time"":411},{""stimulus"":""img/3to1/5.png"",""time"":514},{""stimulus"":""img/3to1/6.png"",""time"":616},{""stimulus"":""img/3to1/7.png"",""time"":717},{""stimulus"":""img/3to1/8.png"",""time"":818},{""stimulus"":""img/3to1/9.png"",""time"":921},{""stimulus"":""img/3to1/10.png"",""time"":1022},{""stimulus"":""img/3to1/11.png"",""time"":1122},{""stimulus"":""img/3to1/12.png"",""time"":1226}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","408","374575","0.0-5.0-1.201","","null","","","img/1to3/1.png","null","24","458","0.5","0.5","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","409","375910","0.0-5.0-2.201","","","","","","","24","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":104},{""stimulus"":""img/1to3/2.png"",""time"":208},{""stimulus"":""img/1to3/3.png"",""time"":310},{""stimulus"":""img/1to3/4.png"",""time"":410},{""stimulus"":""img/1to3/5.png"",""time"":513},{""stimulus"":""img/1to3/6.png"",""time"":614},{""stimulus"":""img/1to3/7.png"",""time"":717},{""stimulus"":""img/1to3/8.png"",""time"":821},{""stimulus"":""img/1to3/9.png"",""time"":925},{""stimulus"":""img/1to3/10.png"",""time"":1026},{""stimulus"":""img/1to3/11.png"",""time"":1129},{""stimulus"":""img/1to3/12.png"",""time"":1232}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","410","376601","0.0-5.0-1.202","","null","","","img/3to2/1.png","null","23","685","0.5","0.5","3","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","411","377924","0.0-5.0-2.202","","","","","","","23","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":106},{""stimulus"":""img/3to1/2.png"",""time"":207},{""stimulus"":""img/3to1/3.png"",""time"":311},{""stimulus"":""img/3to1/4.png"",""time"":414},{""stimulus"":""img/3to1/5.png"",""time"":513},{""stimulus"":""img/3to1/6.png"",""time"":613},{""stimulus"":""img/3to1/7.png"",""time"":717},{""stimulus"":""img/3to1/8.png"",""time"":815},{""stimulus"":""img/3to1/9.png"",""time"":917},{""stimulus"":""img/3to1/10.png"",""time"":1019},{""stimulus"":""img/3to1/11.png"",""time"":1124},{""stimulus"":""img/3to1/12.png"",""time"":1224}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","412","378833","0.0-5.0-1.203","","null","","","img/1to3/1.png","null","22","906","0.5","0.5","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","413","380163","0.0-5.0-2.203","","","","","","","22","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":106},{""stimulus"":""img/1to3/2.png"",""time"":206},{""stimulus"":""img/1to3/3.png"",""time"":307},{""stimulus"":""img/1to3/4.png"",""time"":408},{""stimulus"":""img/1to3/5.png"",""time"":512},{""stimulus"":""img/1to3/6.png"",""time"":616},{""stimulus"":""img/1to3/7.png"",""time"":717},{""stimulus"":""img/1to3/8.png"",""time"":815},{""stimulus"":""img/1to3/9.png"",""time"":921},{""stimulus"":""img/1to3/10.png"",""time"":1022},{""stimulus"":""img/1to3/11.png"",""time"":1122},{""stimulus"":""img/1to3/12.png"",""time"":1226}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","414","380584","0.0-5.0-1.204","","null","","","img/3to2/1.png","null","21","416","0.5","0.5","3","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","415","381913","0.0-5.0-2.204","","","","","","","21","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":105},{""stimulus"":""img/3to1/2.png"",""time"":204},{""stimulus"":""img/3to1/3.png"",""time"":307},{""stimulus"":""img/3to1/4.png"",""time"":410},{""stimulus"":""img/3to1/5.png"",""time"":513},{""stimulus"":""img/3to1/6.png"",""time"":616},{""stimulus"":""img/3to1/7.png"",""time"":719},{""stimulus"":""img/3to1/8.png"",""time"":820},{""stimulus"":""img/3to1/9.png"",""time"":924},{""stimulus"":""img/3to1/10.png"",""time"":1028},{""stimulus"":""img/3to1/11.png"",""time"":1130},{""stimulus"":""img/3to1/12.png"",""time"":1231}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","416","382446","0.0-5.0-1.205","","null","","","img/1to3/1.png","null","20","526","0.5","0.5","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","417","383778","0.0-5.0-2.205","","","","","","","20","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":103},{""stimulus"":""img/1to3/2.png"",""time"":202},{""stimulus"":""img/1to3/3.png"",""time"":304},{""stimulus"":""img/1to3/4.png"",""time"":404},{""stimulus"":""img/1to3/5.png"",""time"":508},{""stimulus"":""img/1to3/6.png"",""time"":613},{""stimulus"":""img/1to3/7.png"",""time"":716},{""stimulus"":""img/1to3/8.png"",""time"":818},{""stimulus"":""img/1to3/9.png"",""time"":922},{""stimulus"":""img/1to3/10.png"",""time"":1025},{""stimulus"":""img/1to3/11.png"",""time"":1127},{""stimulus"":""img/1to3/12.png"",""time"":1231}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","418","384044","0.0-5.0-1.206","","null","","","img/3to2/1.png","null","19","262","0.5","0.5","3","2","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","419","385368","0.0-5.0-2.206","","","","","","","19","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":103},{""stimulus"":""img/3to2/2.png"",""time"":204},{""stimulus"":""img/3to2/3.png"",""time"":306},{""stimulus"":""img/3to2/4.png"",""time"":405},{""stimulus"":""img/3to2/5.png"",""time"":507},{""stimulus"":""img/3to2/6.png"",""time"":610},{""stimulus"":""img/3to2/7.png"",""time"":711},{""stimulus"":""img/3to2/8.png"",""time"":813},{""stimulus"":""img/3to2/9.png"",""time"":912},{""stimulus"":""img/3to2/10.png"",""time"":1013},{""stimulus"":""img/3to2/11.png"",""time"":1117},{""stimulus"":""img/3to2/12.png"",""time"":1220}]","[]"
"","","","choice","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","420","385457","0.0-5.0-1.207","","87","","","img/2to1/1.png","1","18","629","0.5","0.5","2","1","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","421","386791","0.0-5.0-2.207","","","","","","","18","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":105},{""stimulus"":""img/2to1/2.png"",""time"":206},{""stimulus"":""img/2to1/3.png"",""time"":308},{""stimulus"":""img/2to1/4.png"",""time"":411},{""stimulus"":""img/2to1/5.png"",""time"":514},{""stimulus"":""img/2to1/6.png"",""time"":618},{""stimulus"":""img/2to1/7.png"",""time"":720},{""stimulus"":""img/2to1/8.png"",""time"":822},{""stimulus"":""img/2to1/9.png"",""time"":926},{""stimulus"":""img/2to1/10.png"",""time"":1027},{""stimulus"":""img/2to1/11.png"",""time"":1131},{""stimulus"":""img/2to1/12.png"",""time"":1233}]","[]"
"","","","observe","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","image-keyboard-response","422","387180","0.0-5.0-1.208","","null","","","img/1to3/1.png","null","17","384","0.5","0.5","1","3","",""
"","","","","6005fd9c8bbd67931607e518","bdp_cybrbll","Sun Mar 26 2023 09:20:25 GMT-0700 (Pacific Daylight Time)","417297","3","1","animation","423","388514","0.0-5.0-2.208","","","","","","","17","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":106},{""stimulus"":""img/1to3/2.png"",""time"":209},{""stimulus"":""img/1to3/3.png"",""time"":309},{""stimulus"":""img/1to3/4.png"",""time"":411},{""stimulus"":""img/1to3/5.png"",""time"":512},{""stimulus"":""img/1to3/6.png"",""time"":617},{""stimulus"":""img/1to3/7.png"",""time"":718},{""stimulus"":""img/1to3/8.png"",""time"":822},{""stimulus"":""img/1to3/9.png"",""time"":925},{""stimulus"":""img/1to3/10.png"",""time"":1025},{""stimulus"":""img/1to3/11.png"",""time"":1128},{""stimulus"":""img/1to3/12.png"",""time"":1232}]","[]"
