"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","numBlurs","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"image-keyboard-response","90","325261","0.0-5.0-1.42","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","311","","img/2to1/1.png","1","","183","408","0.5","0.5","2","1","",""
"animation","91","326672","0.0-5.0-2.42","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","183","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":109},{""stimulus"":""img/2to1/2.png"",""time"":218},{""stimulus"":""img/2to1/3.png"",""time"":327},{""stimulus"":""img/2to1/4.png"",""time"":437},{""stimulus"":""img/2to1/5.png"",""time"":544},{""stimulus"":""img/2to1/6.png"",""time"":652},{""stimulus"":""img/2to1/7.png"",""time"":762},{""stimulus"":""img/2to1/8.png"",""time"":870},{""stimulus"":""img/2to1/9.png"",""time"":977},{""stimulus"":""img/2to1/10.png"",""time"":1087},{""stimulus"":""img/2to1/11.png"",""time"":1195},{""stimulus"":""img/2to1/12.png"",""time"":1303}]","[]"
"image-keyboard-response","92","327151","0.0-5.0-1.43","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","182","463","0.5","0.5","1","3","",""
"animation","93","328559","0.0-5.0-2.43","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","182","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":106},{""stimulus"":""img/1to3/2.png"",""time"":213},{""stimulus"":""img/1to3/3.png"",""time"":322},{""stimulus"":""img/1to3/4.png"",""time"":430},{""stimulus"":""img/1to3/5.png"",""time"":539},{""stimulus"":""img/1to3/6.png"",""time"":646},{""stimulus"":""img/1to3/7.png"",""time"":755},{""stimulus"":""img/1to3/8.png"",""time"":864},{""stimulus"":""img/1to3/9.png"",""time"":973},{""stimulus"":""img/1to3/10.png"",""time"":1081},{""stimulus"":""img/1to3/11.png"",""time"":1189},{""stimulus"":""img/1to3/12.png"",""time"":1299}]","[]"
"image-keyboard-response","94","328867","0.0-5.0-1.44","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","181","291","0.5","0.5","3","2","",""
"animation","95","330277","0.0-5.0-2.44","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","181","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":216},{""stimulus"":""img/3to2/3.png"",""time"":326},{""stimulus"":""img/3to2/4.png"",""time"":434},{""stimulus"":""img/3to2/5.png"",""time"":543},{""stimulus"":""img/3to2/6.png"",""time"":649},{""stimulus"":""img/3to2/7.png"",""time"":759},{""stimulus"":""img/3to2/8.png"",""time"":867},{""stimulus"":""img/3to2/9.png"",""time"":976},{""stimulus"":""img/3to2/10.png"",""time"":1085},{""stimulus"":""img/3to2/11.png"",""time"":1193},{""stimulus"":""img/3to2/12.png"",""time"":1300}]","[]"
"image-keyboard-response","96","330925","0.0-5.0-1.45","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","648","","img/2to1/1.png","1","","180","309","0.5","0.5","2","1","",""
"animation","97","332333","0.0-5.0-2.45","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","180","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":107},{""stimulus"":""img/2to1/2.png"",""time"":215},{""stimulus"":""img/2to1/3.png"",""time"":324},{""stimulus"":""img/2to1/4.png"",""time"":431},{""stimulus"":""img/2to1/5.png"",""time"":539},{""stimulus"":""img/2to1/6.png"",""time"":647},{""stimulus"":""img/2to1/7.png"",""time"":754},{""stimulus"":""img/2to1/8.png"",""time"":861},{""stimulus"":""img/2to1/9.png"",""time"":970},{""stimulus"":""img/2to1/10.png"",""time"":1080},{""stimulus"":""img/2to1/11.png"",""time"":1190},{""stimulus"":""img/2to1/12.png"",""time"":1299}]","[]"
"image-keyboard-response","98","333082","0.0-5.0-1.46","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","179","736","0.5","0.5","1","2","",""
"animation","99","334489","0.0-5.0-2.46","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","179","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":107},{""stimulus"":""img/1to2/2.png"",""time"":214},{""stimulus"":""img/1to2/3.png"",""time"":323},{""stimulus"":""img/1to2/4.png"",""time"":431},{""stimulus"":""img/1to2/5.png"",""time"":537},{""stimulus"":""img/1to2/6.png"",""time"":646},{""stimulus"":""img/1to2/7.png"",""time"":753},{""stimulus"":""img/1to2/8.png"",""time"":860},{""stimulus"":""img/1to2/9.png"",""time"":969},{""stimulus"":""img/1to2/10.png"",""time"":1080},{""stimulus"":""img/1to2/11.png"",""time"":1189},{""stimulus"":""img/1to2/12.png"",""time"":1298}]","[]"
"image-keyboard-response","100","335029","0.0-5.0-1.47","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","538","","img/2to1/1.png","2","","178","673","0.5","0.5","2","3","",""
"animation","101","336439","0.0-5.0-2.47","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","178","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":108},{""stimulus"":""img/2to3/2.png"",""time"":215},{""stimulus"":""img/2to3/3.png"",""time"":324},{""stimulus"":""img/2to3/4.png"",""time"":433},{""stimulus"":""img/2to3/5.png"",""time"":541},{""stimulus"":""img/2to3/6.png"",""time"":650},{""stimulus"":""img/2to3/7.png"",""time"":758},{""stimulus"":""img/2to3/8.png"",""time"":866},{""stimulus"":""img/2to3/9.png"",""time"":975},{""stimulus"":""img/2to3/10.png"",""time"":1083},{""stimulus"":""img/2to3/11.png"",""time"":1191},{""stimulus"":""img/2to3/12.png"",""time"":1302}]","[]"
"image-keyboard-response","102","336885","0.0-5.0-1.48","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","177","432","0.5","0.5","3","2","",""
"animation","103","338294","0.0-5.0-2.48","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","177","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":107},{""stimulus"":""img/3to2/2.png"",""time"":215},{""stimulus"":""img/3to2/3.png"",""time"":325},{""stimulus"":""img/3to2/4.png"",""time"":433},{""stimulus"":""img/3to2/5.png"",""time"":541},{""stimulus"":""img/3to2/6.png"",""time"":650},{""stimulus"":""img/3to2/7.png"",""time"":758},{""stimulus"":""img/3to2/8.png"",""time"":866},{""stimulus"":""img/3to2/9.png"",""time"":973},{""stimulus"":""img/3to2/10.png"",""time"":1082},{""stimulus"":""img/3to2/11.png"",""time"":1191},{""stimulus"":""img/3to2/12.png"",""time"":1300}]","[]"
"image-keyboard-response","104","338653","0.0-5.0-1.49","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","359","","img/2to1/1.png","1","","176","748","0.5","0.5","2","1","",""
"animation","105","340056","0.0-5.0-2.49","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","176","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":215},{""stimulus"":""img/2to1/3.png"",""time"":323},{""stimulus"":""img/2to1/4.png"",""time"":431},{""stimulus"":""img/2to1/5.png"",""time"":540},{""stimulus"":""img/2to1/6.png"",""time"":646},{""stimulus"":""img/2to1/7.png"",""time"":754},{""stimulus"":""img/2to1/8.png"",""time"":860},{""stimulus"":""img/2to1/9.png"",""time"":969},{""stimulus"":""img/2to1/10.png"",""time"":1076},{""stimulus"":""img/2to1/11.png"",""time"":1185},{""stimulus"":""img/2to1/12.png"",""time"":1294}]","[]"
"image-keyboard-response","106","340628","0.0-5.0-1.50","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","175","563","0.5","0.5","1","2","",""
"animation","107","342034","0.0-5.0-2.50","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","175","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":107},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":323},{""stimulus"":""img/1to2/4.png"",""time"":429},{""stimulus"":""img/1to2/5.png"",""time"":539},{""stimulus"":""img/1to2/6.png"",""time"":647},{""stimulus"":""img/1to2/7.png"",""time"":757},{""stimulus"":""img/1to2/8.png"",""time"":864},{""stimulus"":""img/1to2/9.png"",""time"":973},{""stimulus"":""img/1to2/10.png"",""time"":1081},{""stimulus"":""img/1to2/11.png"",""time"":1188},{""stimulus"":""img/1to2/12.png"",""time"":1298}]","[]"
"image-keyboard-response","108","342628","0.0-5.0-1.51","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","593","","img/2to1/1.png","2","","174","225","0.5","0.5","2","3","",""
"animation","109","344031","0.0-5.0-2.51","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","174","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":102},{""stimulus"":""img/2to3/2.png"",""time"":210},{""stimulus"":""img/2to3/3.png"",""time"":320},{""stimulus"":""img/2to3/4.png"",""time"":426},{""stimulus"":""img/2to3/5.png"",""time"":535},{""stimulus"":""img/2to3/6.png"",""time"":643},{""stimulus"":""img/2to3/7.png"",""time"":752},{""stimulus"":""img/2to3/8.png"",""time"":860},{""stimulus"":""img/2to3/9.png"",""time"":969},{""stimulus"":""img/2to3/10.png"",""time"":1078},{""stimulus"":""img/2to3/11.png"",""time"":1186},{""stimulus"":""img/2to3/12.png"",""time"":1294}]","[]"
"image-keyboard-response","110","344510","0.0-5.0-1.52","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","173","474","0.5","0.5","3","1","",""
"animation","111","345919","0.0-5.0-2.52","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","173","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":107},{""stimulus"":""img/3to1/2.png"",""time"":216},{""stimulus"":""img/3to1/3.png"",""time"":324},{""stimulus"":""img/3to1/4.png"",""time"":434},{""stimulus"":""img/3to1/5.png"",""time"":542},{""stimulus"":""img/3to1/6.png"",""time"":651},{""stimulus"":""img/3to1/7.png"",""time"":761},{""stimulus"":""img/3to1/8.png"",""time"":869},{""stimulus"":""img/3to1/9.png"",""time"":977},{""stimulus"":""img/3to1/10.png"",""time"":1086},{""stimulus"":""img/3to1/11.png"",""time"":1194},{""stimulus"":""img/3to1/12.png"",""time"":1301}]","[]"
"image-keyboard-response","112","346305","0.0-5.0-1.53","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","172","385","0.5","0.5","1","2","",""
"animation","113","347713","0.0-5.0-2.53","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","172","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":324},{""stimulus"":""img/1to2/4.png"",""time"":434},{""stimulus"":""img/1to2/5.png"",""time"":543},{""stimulus"":""img/1to2/6.png"",""time"":650},{""stimulus"":""img/1to2/7.png"",""time"":758},{""stimulus"":""img/1to2/8.png"",""time"":867},{""stimulus"":""img/1to2/9.png"",""time"":976},{""stimulus"":""img/1to2/10.png"",""time"":1083},{""stimulus"":""img/1to2/11.png"",""time"":1191},{""stimulus"":""img/1to2/12.png"",""time"":1300}]","[]"
"image-keyboard-response","114","348372","0.0-5.0-1.54","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","658","","img/2to1/1.png","2","","171","248","0.5","0.5","2","3","",""
"animation","115","349777","0.0-5.0-2.54","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","171","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":208},{""stimulus"":""img/2to3/3.png"",""time"":318},{""stimulus"":""img/2to3/4.png"",""time"":426},{""stimulus"":""img/2to3/5.png"",""time"":536},{""stimulus"":""img/2to3/6.png"",""time"":643},{""stimulus"":""img/2to3/7.png"",""time"":752},{""stimulus"":""img/2to3/8.png"",""time"":860},{""stimulus"":""img/2to3/9.png"",""time"":971},{""stimulus"":""img/2to3/10.png"",""time"":1079},{""stimulus"":""img/2to3/11.png"",""time"":1187},{""stimulus"":""img/2to3/12.png"",""time"":1296}]","[]"
"image-keyboard-response","116","350117","0.0-5.0-1.55","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","170","329","0.5","0.5","3","2","",""
"animation","117","351528","0.0-5.0-2.55","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","170","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":217},{""stimulus"":""img/3to2/3.png"",""time"":326},{""stimulus"":""img/3to2/4.png"",""time"":434},{""stimulus"":""img/3to2/5.png"",""time"":544},{""stimulus"":""img/3to2/6.png"",""time"":650},{""stimulus"":""img/3to2/7.png"",""time"":760},{""stimulus"":""img/3to2/8.png"",""time"":869},{""stimulus"":""img/3to2/9.png"",""time"":977},{""stimulus"":""img/3to2/10.png"",""time"":1086},{""stimulus"":""img/3to2/11.png"",""time"":1197},{""stimulus"":""img/3to2/12.png"",""time"":1304}]","[]"
"image-keyboard-response","118","352448","0.0-5.0-1.56","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","920","","img/2to1/1.png","1","","169","250","0.5","0.5","2","1","",""
"animation","119","353854","0.0-5.0-2.56","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","169","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":102},{""stimulus"":""img/2to1/2.png"",""time"":210},{""stimulus"":""img/2to1/3.png"",""time"":321},{""stimulus"":""img/2to1/4.png"",""time"":429},{""stimulus"":""img/2to1/5.png"",""time"":537},{""stimulus"":""img/2to1/6.png"",""time"":645},{""stimulus"":""img/2to1/7.png"",""time"":755},{""stimulus"":""img/2to1/8.png"",""time"":863},{""stimulus"":""img/2to1/9.png"",""time"":971},{""stimulus"":""img/2to1/10.png"",""time"":1079},{""stimulus"":""img/2to1/11.png"",""time"":1190},{""stimulus"":""img/2to1/12.png"",""time"":1297}]","[]"
"image-keyboard-response","120","354272","0.0-5.0-1.57","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","168","408","0.5","0.5","1","3","",""
"animation","121","355680","0.0-5.0-2.57","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","168","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":217},{""stimulus"":""img/1to3/3.png"",""time"":326},{""stimulus"":""img/1to3/4.png"",""time"":434},{""stimulus"":""img/1to3/5.png"",""time"":542},{""stimulus"":""img/1to3/6.png"",""time"":650},{""stimulus"":""img/1to3/7.png"",""time"":758},{""stimulus"":""img/1to3/8.png"",""time"":865},{""stimulus"":""img/1to3/9.png"",""time"":973},{""stimulus"":""img/1to3/10.png"",""time"":1081},{""stimulus"":""img/1to3/11.png"",""time"":1190},{""stimulus"":""img/1to3/12.png"",""time"":1300}]","[]"
"image-keyboard-response","122","356128","0.0-5.0-1.58","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","167","435","0.5","0.5","3","1","",""
"animation","123","357541","0.0-5.0-2.58","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","167","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":217},{""stimulus"":""img/3to1/3.png"",""time"":327},{""stimulus"":""img/3to1/4.png"",""time"":435},{""stimulus"":""img/3to1/5.png"",""time"":543},{""stimulus"":""img/3to1/6.png"",""time"":651},{""stimulus"":""img/3to1/7.png"",""time"":762},{""stimulus"":""img/3to1/8.png"",""time"":869},{""stimulus"":""img/3to1/9.png"",""time"":978},{""stimulus"":""img/3to1/10.png"",""time"":1087},{""stimulus"":""img/3to1/11.png"",""time"":1195},{""stimulus"":""img/3to1/12.png"",""time"":1304}]","[]"
"image-keyboard-response","124","358159","0.0-5.0-1.59","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","166","614","0.5","0.5","1","3","",""
"animation","125","359567","0.0-5.0-2.59","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","166","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":107},{""stimulus"":""img/1to3/2.png"",""time"":216},{""stimulus"":""img/1to3/3.png"",""time"":325},{""stimulus"":""img/1to3/4.png"",""time"":434},{""stimulus"":""img/1to3/5.png"",""time"":542},{""stimulus"":""img/1to3/6.png"",""time"":650},{""stimulus"":""img/1to3/7.png"",""time"":758},{""stimulus"":""img/1to3/8.png"",""time"":865},{""stimulus"":""img/1to3/9.png"",""time"":974},{""stimulus"":""img/1to3/10.png"",""time"":1082},{""stimulus"":""img/1to3/11.png"",""time"":1192},{""stimulus"":""img/1to3/12.png"",""time"":1299}]","[]"
"image-keyboard-response","126","360001","0.0-5.0-1.60","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","165","433","0.5","0.5","3","1","",""
"animation","127","361405","0.0-5.0-2.60","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","165","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":215},{""stimulus"":""img/3to1/3.png"",""time"":322},{""stimulus"":""img/3to1/4.png"",""time"":430},{""stimulus"":""img/3to1/5.png"",""time"":538},{""stimulus"":""img/3to1/6.png"",""time"":647},{""stimulus"":""img/3to1/7.png"",""time"":755},{""stimulus"":""img/3to1/8.png"",""time"":863},{""stimulus"":""img/3to1/9.png"",""time"":973},{""stimulus"":""img/3to1/10.png"",""time"":1081},{""stimulus"":""img/3to1/11.png"",""time"":1189},{""stimulus"":""img/3to1/12.png"",""time"":1295}]","[]"
"image-keyboard-response","128","362393","0.0-5.0-1.61","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","164","987","0.5","0.5","1","2","",""
"animation","129","363804","0.0-5.0-2.61","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","164","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":109},{""stimulus"":""img/1to2/2.png"",""time"":217},{""stimulus"":""img/1to2/3.png"",""time"":325},{""stimulus"":""img/1to2/4.png"",""time"":433},{""stimulus"":""img/1to2/5.png"",""time"":542},{""stimulus"":""img/1to2/6.png"",""time"":651},{""stimulus"":""img/1to2/7.png"",""time"":759},{""stimulus"":""img/1to2/8.png"",""time"":868},{""stimulus"":""img/1to2/9.png"",""time"":977},{""stimulus"":""img/1to2/10.png"",""time"":1086},{""stimulus"":""img/1to2/11.png"",""time"":1195},{""stimulus"":""img/1to2/12.png"",""time"":1303}]","[]"
"image-keyboard-response","130","364141","0.0-5.0-1.62","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","337","","img/2to1/1.png","2","","163","224","0.5","0.5","2","3","",""
"animation","131","365545","0.0-5.0-2.62","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","163","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":112},{""stimulus"":""img/2to3/2.png"",""time"":218},{""stimulus"":""img/2to3/3.png"",""time"":327},{""stimulus"":""img/2to3/4.png"",""time"":434},{""stimulus"":""img/2to3/5.png"",""time"":542},{""stimulus"":""img/2to3/6.png"",""time"":651},{""stimulus"":""img/2to3/7.png"",""time"":758},{""stimulus"":""img/2to3/8.png"",""time"":867},{""stimulus"":""img/2to3/9.png"",""time"":976},{""stimulus"":""img/2to3/10.png"",""time"":1084},{""stimulus"":""img/2to3/11.png"",""time"":1192},{""stimulus"":""img/2to3/12.png"",""time"":1297}]","[]"
"image-keyboard-response","132","366120","0.0-5.0-1.63","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/3to2/1.png","null","","162","573","0.5","0.5","3","2","",""
"animation","133","367530","0.0-5.0-2.63","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","162","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":217},{""stimulus"":""img/3to2/3.png"",""time"":327},{""stimulus"":""img/3to2/4.png"",""time"":435},{""stimulus"":""img/3to2/5.png"",""time"":544},{""stimulus"":""img/3to2/6.png"",""time"":653},{""stimulus"":""img/3to2/7.png"",""time"":761},{""stimulus"":""img/3to2/8.png"",""time"":870},{""stimulus"":""img/3to2/9.png"",""time"":979},{""stimulus"":""img/3to2/10.png"",""time"":1085},{""stimulus"":""img/3to2/11.png"",""time"":1195},{""stimulus"":""img/3to2/12.png"",""time"":1302}]","[]"
"image-keyboard-response","134","367988","0.0-5.0-1.64","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","457","","img/2to1/1.png","1","","161","1560","0.5","0.5","2","1","",""
"animation","135","369391","0.0-5.0-2.64","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","161","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":99},{""stimulus"":""img/2to1/2.png"",""time"":207},{""stimulus"":""img/2to1/3.png"",""time"":316},{""stimulus"":""img/2to1/4.png"",""time"":423},{""stimulus"":""img/2to1/5.png"",""time"":533},{""stimulus"":""img/2to1/6.png"",""time"":642},{""stimulus"":""img/2to1/7.png"",""time"":752},{""stimulus"":""img/2to1/8.png"",""time"":860},{""stimulus"":""img/2to1/9.png"",""time"":969},{""stimulus"":""img/2to1/10.png"",""time"":1077},{""stimulus"":""img/2to1/11.png"",""time"":1185},{""stimulus"":""img/2to1/12.png"",""time"":1293}]","[]"
"image-keyboard-response","136","370102","0.0-5.0-1.65","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","observe","","null","","img/1to3/1.png","null","","160","704","0.5","0.5","1","2","",""
"animation","137","371507","0.0-5.0-2.65","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","","","","","","","","160","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":110},{""stimulus"":""img/1to2/2.png"",""time"":218},{""stimulus"":""img/1to2/3.png"",""time"":325},{""stimulus"":""img/1to2/4.png"",""time"":433},{""stimulus"":""img/1to2/5.png"",""time"":540},{""stimulus"":""img/1to2/6.png"",""time"":649},{""stimulus"":""img/1to2/7.png"",""time"":758},{""stimulus"":""img/1to2/8.png"",""time"":866},{""stimulus"":""img/1to2/9.png"",""time"":975},{""stimulus"":""img/1to2/10.png"",""time"":1082},{""stimulus"":""img/1to2/11.png"",""time"":1190},{""stimulus"":""img/1to2/12.png"",""time"":1296}]","[]"
"image-keyboard-response","138","371780","0.0-5.0-1.66","632aaef27780d596dc7e0a9f","bdp_cybrbll","Wed Mar 29 2023 12:52:38 GMT-0500 (Central Daylight Time)","680318","1","3","","","","choice","","272","","img/2to1/1.png","2","","159","403","0.5","0.5","2","3","",""
