"trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses","numBlurs"
"animation","67","98427","0.0-5.0-2.30","","","","","","","","","","195","750","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":208},{""stimulus"":""img/1to2/3.png"",""time"":308},{""stimulus"":""img/1to2/4.png"",""time"":408},{""stimulus"":""img/1to2/5.png"",""time"":507},{""stimulus"":""img/1to2/6.png"",""time"":607},{""stimulus"":""img/1to2/7.png"",""time"":707},{""stimulus"":""img/1to2/8.png"",""time"":810},{""stimulus"":""img/1to2/9.png"",""time"":906},{""stimulus"":""img/1to2/10.png"",""time"":1006},{""stimulus"":""img/1to2/11.png"",""time"":1106},{""stimulus"":""img/1to2/12.png"",""time"":1209}]","[]",""
"image-keyboard-response","68","99827","0.0-5.0-1.31","","1399","","","","","","img/2to1/1.png","2","194","750","0.6","0.6","2","3","","",""
"animation","69","101133","0.0-5.0-2.31","","","","","","","","","","194","750","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":105},{""stimulus"":""img/2to3/2.png"",""time"":205},{""stimulus"":""img/2to3/3.png"",""time"":305},{""stimulus"":""img/2to3/4.png"",""time"":404},{""stimulus"":""img/2to3/5.png"",""time"":505},{""stimulus"":""img/2to3/6.png"",""time"":604},{""stimulus"":""img/2to3/7.png"",""time"":704},{""stimulus"":""img/2to3/8.png"",""time"":804},{""stimulus"":""img/2to3/9.png"",""time"":907},{""stimulus"":""img/2to3/10.png"",""time"":1003},{""stimulus"":""img/2to3/11.png"",""time"":1104},{""stimulus"":""img/2to3/12.png"",""time"":1203}]","[]",""
"image-keyboard-response","70","101893","0.0-5.0-1.32","","null","","","","","","img/3to2/1.png","null","193","750","0.6","0.6","3","2","","",""
"animation","71","103203","0.0-5.0-2.32","","","","","","","","","","193","750","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":112},{""stimulus"":""img/3to2/2.png"",""time"":209},{""stimulus"":""img/3to2/3.png"",""time"":312},{""stimulus"":""img/3to2/4.png"",""time"":405},{""stimulus"":""img/3to2/5.png"",""time"":508},{""stimulus"":""img/3to2/6.png"",""time"":603},{""stimulus"":""img/3to2/7.png"",""time"":711},{""stimulus"":""img/3to2/8.png"",""time"":804},{""stimulus"":""img/3to2/9.png"",""time"":910},{""stimulus"":""img/3to2/10.png"",""time"":1004},{""stimulus"":""img/3to2/11.png"",""time"":1110},{""stimulus"":""img/3to2/12.png"",""time"":1207}]","[]",""
"","","","","","","blur","72","103529","blurevent","","","","","","","","","","","","3"
"","","","","","","focus","72","1607362","focusevent","","","","","","","","","","","",""
"","","","","","","blur","72","1611310","blurevent","","","","","","","","","","","",""
"","","","","","","focus","72","1621949","focusevent","","","","","","","","","","","",""
"","","","","","","blur","72","1623901","blurevent","","","","","","","","","","","",""
"","","","","","","focus","72","1630732","focusevent","","","","","","","","","","","",""
"","","","","","","blur","72","1634388","blurevent","","","","","","","","","","","",""
"","","","","","","focus","72","1634389","focusevent","","","","","","","","","","","",""
