"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","7","175815","0.0-5.0-2.0","","","","","","225","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":199},{""stimulus"":""img/2to3/3.png"",""time"":298},{""stimulus"":""img/2to3/4.png"",""time"":398},{""stimulus"":""img/2to3/5.png"",""time"":497},{""stimulus"":""img/2to3/6.png"",""time"":596},{""stimulus"":""img/2to3/7.png"",""time"":695},{""stimulus"":""img/2to3/8.png"",""time"":795},{""stimulus"":""img/2to3/9.png"",""time"":896},{""stimulus"":""img/2to3/10.png"",""time"":996},{""stimulus"":""img/2to3/11.png"",""time"":1096},{""stimulus"":""img/2to3/12.png"",""time"":1196}]","[]"
"","","","observe","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","8","176060","0.0-5.0-1.1","","null","","img/3to2/1.png","null","224","243","0.5","0.5","3","2","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","9","177359","0.0-5.0-2.1","","","","","","224","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":101},{""stimulus"":""img/3to2/2.png"",""time"":201},{""stimulus"":""img/3to2/3.png"",""time"":301},{""stimulus"":""img/3to2/4.png"",""time"":400},{""stimulus"":""img/3to2/5.png"",""time"":499},{""stimulus"":""img/3to2/6.png"",""time"":599},{""stimulus"":""img/3to2/7.png"",""time"":698},{""stimulus"":""img/3to2/8.png"",""time"":799},{""stimulus"":""img/3to2/9.png"",""time"":898},{""stimulus"":""img/3to2/10.png"",""time"":998},{""stimulus"":""img/3to2/11.png"",""time"":1099},{""stimulus"":""img/3to2/12.png"",""time"":1199}]","[]"
"","","","choice","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","10","177823","0.0-5.0-1.2","","464","","img/2to1/1.png","1","223","925","0.5","0.5","2","1","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","11","179120","0.0-5.0-2.2","","","","","","223","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":101},{""stimulus"":""img/2to1/2.png"",""time"":200},{""stimulus"":""img/2to1/3.png"",""time"":300},{""stimulus"":""img/2to1/4.png"",""time"":400},{""stimulus"":""img/2to1/5.png"",""time"":498},{""stimulus"":""img/2to1/6.png"",""time"":598},{""stimulus"":""img/2to1/7.png"",""time"":697},{""stimulus"":""img/2to1/8.png"",""time"":796},{""stimulus"":""img/2to1/9.png"",""time"":896},{""stimulus"":""img/2to1/10.png"",""time"":996},{""stimulus"":""img/2to1/11.png"",""time"":1096},{""stimulus"":""img/2to1/12.png"",""time"":1197}]","[]"
"","","","observe","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","12","180297","0.0-5.0-1.3","","null","","img/1to3/1.png","null","222","1177","0.5","0.5","1","2","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","13","181592","0.0-5.0-2.3","","","","","","222","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":100},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":298},{""stimulus"":""img/1to2/4.png"",""time"":398},{""stimulus"":""img/1to2/5.png"",""time"":497},{""stimulus"":""img/1to2/6.png"",""time"":597},{""stimulus"":""img/1to2/7.png"",""time"":695},{""stimulus"":""img/1to2/8.png"",""time"":795},{""stimulus"":""img/1to2/9.png"",""time"":895},{""stimulus"":""img/1to2/10.png"",""time"":995},{""stimulus"":""img/1to2/11.png"",""time"":1094},{""stimulus"":""img/1to2/12.png"",""time"":1195}]","[]"
"","","","choice","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","14","183679","0.0-5.0-1.4","","2087","","img/2to1/1.png","1","221","440","0.5","0.5","2","1","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","15","184972","0.0-5.0-2.4","","","","","","221","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":98},{""stimulus"":""img/2to1/2.png"",""time"":197},{""stimulus"":""img/2to1/3.png"",""time"":297},{""stimulus"":""img/2to1/4.png"",""time"":396},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":595},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":894},{""stimulus"":""img/2to1/10.png"",""time"":994},{""stimulus"":""img/2to1/11.png"",""time"":1093},{""stimulus"":""img/2to1/12.png"",""time"":1192}]","[]"
"","","","observe","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","16","185308","0.0-5.0-1.5","","null","","img/1to3/1.png","null","220","335","0.5","0.5","1","3","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","17","186599","0.0-5.0-2.5","","","","","","220","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":101},{""stimulus"":""img/1to3/2.png"",""time"":200},{""stimulus"":""img/1to3/3.png"",""time"":299},{""stimulus"":""img/1to3/4.png"",""time"":398},{""stimulus"":""img/1to3/5.png"",""time"":498},{""stimulus"":""img/1to3/6.png"",""time"":597},{""stimulus"":""img/1to3/7.png"",""time"":696},{""stimulus"":""img/1to3/8.png"",""time"":795},{""stimulus"":""img/1to3/9.png"",""time"":894},{""stimulus"":""img/1to3/10.png"",""time"":993},{""stimulus"":""img/1to3/11.png"",""time"":1092},{""stimulus"":""img/1to3/12.png"",""time"":1191}]","[]"
"","","","observe","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","18","186945","0.0-5.0-1.6","","null","","img/3to2/1.png","null","219","346","0.5","0.5","3","2","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","19","188241","0.0-5.0-2.6","","","","","","219","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":99},{""stimulus"":""img/3to2/2.png"",""time"":198},{""stimulus"":""img/3to2/3.png"",""time"":298},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":497},{""stimulus"":""img/3to2/6.png"",""time"":598},{""stimulus"":""img/3to2/7.png"",""time"":697},{""stimulus"":""img/3to2/8.png"",""time"":797},{""stimulus"":""img/3to2/9.png"",""time"":897},{""stimulus"":""img/3to2/10.png"",""time"":997},{""stimulus"":""img/3to2/11.png"",""time"":1097},{""stimulus"":""img/3to2/12.png"",""time"":1196}]","[]"
"","","","choice","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","20","188896","0.0-5.0-1.7","","654","","img/2to1/1.png","1","218","641","0.5","0.5","2","1","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","21","190192","0.0-5.0-2.7","","","","","","218","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":299},{""stimulus"":""img/2to1/4.png"",""time"":399},{""stimulus"":""img/2to1/5.png"",""time"":499},{""stimulus"":""img/2to1/6.png"",""time"":597},{""stimulus"":""img/2to1/7.png"",""time"":697},{""stimulus"":""img/2to1/8.png"",""time"":797},{""stimulus"":""img/2to1/9.png"",""time"":896},{""stimulus"":""img/2to1/10.png"",""time"":995},{""stimulus"":""img/2to1/11.png"",""time"":1096},{""stimulus"":""img/2to1/12.png"",""time"":1196}]","[]"
"","","","observe","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","22","190582","0.0-5.0-1.8","","null","","img/1to3/1.png","null","217","388","0.5","0.5","1","2","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","23","191877","0.0-5.0-2.8","","","","","","217","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":100},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":298},{""stimulus"":""img/1to2/4.png"",""time"":397},{""stimulus"":""img/1to2/5.png"",""time"":497},{""stimulus"":""img/1to2/6.png"",""time"":597},{""stimulus"":""img/1to2/7.png"",""time"":697},{""stimulus"":""img/1to2/8.png"",""time"":797},{""stimulus"":""img/1to2/9.png"",""time"":896},{""stimulus"":""img/1to2/10.png"",""time"":996},{""stimulus"":""img/1to2/11.png"",""time"":1095},{""stimulus"":""img/1to2/12.png"",""time"":1195}]","[]"
"","","","choice","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","24","192232","0.0-5.0-1.9","","355","","img/2to1/1.png","2","216","521","0.5","0.5","2","3","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","25","193523","0.0-5.0-2.9","","","","","","216","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":201},{""stimulus"":""img/2to3/3.png"",""time"":300},{""stimulus"":""img/2to3/4.png"",""time"":399},{""stimulus"":""img/2to3/5.png"",""time"":498},{""stimulus"":""img/2to3/6.png"",""time"":598},{""stimulus"":""img/2to3/7.png"",""time"":697},{""stimulus"":""img/2to3/8.png"",""time"":796},{""stimulus"":""img/2to3/9.png"",""time"":895},{""stimulus"":""img/2to3/10.png"",""time"":994},{""stimulus"":""img/2to3/11.png"",""time"":1093},{""stimulus"":""img/2to3/12.png"",""time"":1193}]","[]"
"","","","observe","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","26","193824","0.0-5.0-1.10","","null","","img/3to2/1.png","null","215","300","0.5","0.5","3","1","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","27","195117","0.0-5.0-2.10","","","","","","215","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":100},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":298},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":496},{""stimulus"":""img/3to1/6.png"",""time"":596},{""stimulus"":""img/3to1/7.png"",""time"":695},{""stimulus"":""img/3to1/8.png"",""time"":795},{""stimulus"":""img/3to1/9.png"",""time"":895},{""stimulus"":""img/3to1/10.png"",""time"":996},{""stimulus"":""img/3to1/11.png"",""time"":1095},{""stimulus"":""img/3to1/12.png"",""time"":1194}]","[]"
"","","","observe","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","28","195918","0.0-5.0-1.11","","null","","img/1to3/1.png","null","214","800","0.5","0.5","1","2","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","29","197216","0.0-5.0-2.11","","","","","","214","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":101},{""stimulus"":""img/1to2/2.png"",""time"":201},{""stimulus"":""img/1to2/3.png"",""time"":301},{""stimulus"":""img/1to2/4.png"",""time"":401},{""stimulus"":""img/1to2/5.png"",""time"":501},{""stimulus"":""img/1to2/6.png"",""time"":602},{""stimulus"":""img/1to2/7.png"",""time"":701},{""stimulus"":""img/1to2/8.png"",""time"":801},{""stimulus"":""img/1to2/9.png"",""time"":902},{""stimulus"":""img/1to2/10.png"",""time"":1002},{""stimulus"":""img/1to2/11.png"",""time"":1101},{""stimulus"":""img/1to2/12.png"",""time"":1199}]","[]"
"","","","choice","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","30","197737","0.0-5.0-1.12","","521","","img/2to1/1.png","2","213","744","0.5","0.5","2","3","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","31","199031","0.0-5.0-2.12","","","","","","213","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":200},{""stimulus"":""img/2to3/3.png"",""time"":300},{""stimulus"":""img/2to3/4.png"",""time"":399},{""stimulus"":""img/2to3/5.png"",""time"":499},{""stimulus"":""img/2to3/6.png"",""time"":598},{""stimulus"":""img/2to3/7.png"",""time"":697},{""stimulus"":""img/2to3/8.png"",""time"":796},{""stimulus"":""img/2to3/9.png"",""time"":895},{""stimulus"":""img/2to3/10.png"",""time"":996},{""stimulus"":""img/2to3/11.png"",""time"":1095},{""stimulus"":""img/2to3/12.png"",""time"":1194}]","[]"
"","","","observe","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","32","199247","0.0-5.0-1.13","","null","","img/3to2/1.png","null","212","216","0.5","0.5","3","1","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","33","200542","0.0-5.0-2.13","","","","","","212","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":101},{""stimulus"":""img/3to1/2.png"",""time"":201},{""stimulus"":""img/3to1/3.png"",""time"":300},{""stimulus"":""img/3to1/4.png"",""time"":399},{""stimulus"":""img/3to1/5.png"",""time"":499},{""stimulus"":""img/3to1/6.png"",""time"":600},{""stimulus"":""img/3to1/7.png"",""time"":699},{""stimulus"":""img/3to1/8.png"",""time"":798},{""stimulus"":""img/3to1/9.png"",""time"":898},{""stimulus"":""img/3to1/10.png"",""time"":998},{""stimulus"":""img/3to1/11.png"",""time"":1097},{""stimulus"":""img/3to1/12.png"",""time"":1196}]","[]"
"","","","observe","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","34","202175","0.0-5.0-1.14","","null","","img/1to3/1.png","null","211","1632","0.5","0.5","1","3","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","35","203467","0.0-5.0-2.14","","","","","","211","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":100},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":794},{""stimulus"":""img/1to3/9.png"",""time"":893},{""stimulus"":""img/1to3/10.png"",""time"":994},{""stimulus"":""img/1to3/11.png"",""time"":1093},{""stimulus"":""img/1to3/12.png"",""time"":1193}]","[]"
"","","","observe","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","36","203968","0.0-5.0-1.15","","null","","img/3to2/1.png","null","210","501","0.5","0.5","3","2","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","37","205266","0.0-5.0-2.15","","","","","","210","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":99},{""stimulus"":""img/3to2/2.png"",""time"":198},{""stimulus"":""img/3to2/3.png"",""time"":298},{""stimulus"":""img/3to2/4.png"",""time"":399},{""stimulus"":""img/3to2/5.png"",""time"":499},{""stimulus"":""img/3to2/6.png"",""time"":599},{""stimulus"":""img/3to2/7.png"",""time"":699},{""stimulus"":""img/3to2/8.png"",""time"":799},{""stimulus"":""img/3to2/9.png"",""time"":899},{""stimulus"":""img/3to2/10.png"",""time"":999},{""stimulus"":""img/3to2/11.png"",""time"":1099},{""stimulus"":""img/3to2/12.png"",""time"":1198}]","[]"
"","","","choice","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","38","205658","0.0-5.0-1.16","","392","","img/2to1/1.png","1","209","629","0.5","0.5","2","1","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","39","206951","0.0-5.0-2.16","","","","","","209","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":99},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":299},{""stimulus"":""img/2to1/4.png"",""time"":399},{""stimulus"":""img/2to1/5.png"",""time"":498},{""stimulus"":""img/2to1/6.png"",""time"":597},{""stimulus"":""img/2to1/7.png"",""time"":697},{""stimulus"":""img/2to1/8.png"",""time"":796},{""stimulus"":""img/2to1/9.png"",""time"":895},{""stimulus"":""img/2to1/10.png"",""time"":994},{""stimulus"":""img/2to1/11.png"",""time"":1093},{""stimulus"":""img/2to1/12.png"",""time"":1192}]","[]"
"","","","observe","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","40","207671","0.0-5.0-1.17","","null","","img/1to3/1.png","null","208","720","0.5","0.5","1","3","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","41","208967","0.0-5.0-2.17","","","","","","208","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":100},{""stimulus"":""img/1to3/2.png"",""time"":201},{""stimulus"":""img/1to3/3.png"",""time"":300},{""stimulus"":""img/1to3/4.png"",""time"":399},{""stimulus"":""img/1to3/5.png"",""time"":498},{""stimulus"":""img/1to3/6.png"",""time"":597},{""stimulus"":""img/1to3/7.png"",""time"":697},{""stimulus"":""img/1to3/8.png"",""time"":796},{""stimulus"":""img/1to3/9.png"",""time"":895},{""stimulus"":""img/1to3/10.png"",""time"":996},{""stimulus"":""img/1to3/11.png"",""time"":1096},{""stimulus"":""img/1to3/12.png"",""time"":1196}]","[]"
"","","","observe","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","42","209196","0.0-5.0-1.18","","null","","img/3to2/1.png","null","207","229","0.5","0.5","3","1","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","43","210492","0.0-5.0-2.18","","","","","","207","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":99},{""stimulus"":""img/3to1/2.png"",""time"":198},{""stimulus"":""img/3to1/3.png"",""time"":299},{""stimulus"":""img/3to1/4.png"",""time"":398},{""stimulus"":""img/3to1/5.png"",""time"":497},{""stimulus"":""img/3to1/6.png"",""time"":596},{""stimulus"":""img/3to1/7.png"",""time"":695},{""stimulus"":""img/3to1/8.png"",""time"":795},{""stimulus"":""img/3to1/9.png"",""time"":896},{""stimulus"":""img/3to1/10.png"",""time"":996},{""stimulus"":""img/3to1/11.png"",""time"":1096},{""stimulus"":""img/3to1/12.png"",""time"":1196}]","[]"
"","","","observe","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","44","211365","0.0-5.0-1.19","","null","","img/1to3/1.png","null","206","871","0.5","0.5","1","3","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","45","212655","0.0-5.0-2.19","","","","","","206","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":99},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":893},{""stimulus"":""img/1to3/10.png"",""time"":993},{""stimulus"":""img/1to3/11.png"",""time"":1093},{""stimulus"":""img/1to3/12.png"",""time"":1192}]","[]"
"","","","observe","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","46","212958","0.0-5.0-1.20","","null","","img/3to2/1.png","null","205","302","0.5","0.5","3","1","",""
"","","","","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","animation","47","214248","0.0-5.0-2.20","","","","","","205","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":99},{""stimulus"":""img/3to1/2.png"",""time"":199},{""stimulus"":""img/3to1/3.png"",""time"":298},{""stimulus"":""img/3to1/4.png"",""time"":397},{""stimulus"":""img/3to1/5.png"",""time"":497},{""stimulus"":""img/3to1/6.png"",""time"":597},{""stimulus"":""img/3to1/7.png"",""time"":696},{""stimulus"":""img/3to1/8.png"",""time"":794},{""stimulus"":""img/3to1/9.png"",""time"":893},{""stimulus"":""img/3to1/10.png"",""time"":993},{""stimulus"":""img/3to1/11.png"",""time"":1092},{""stimulus"":""img/3to1/12.png"",""time"":1191}]","[]"
"","","","observe","63f58712a2c1bd62fa7bb352","bdp_cybrbll","Mon Apr 03 2023 18:20:05 GMT-0600 (Mountain Daylight Time)","592182","3","1","","image-keyboard-response","48","214927","0.0-5.0-1.21","","null","","img/1to3/1.png","null","204","679","0.5","0.5","1","3","",""
