"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","trial_type","trial_index","time_elapsed","internal_node_id","numBlurs","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","402","421248","0.0-5.0-1.198","","","200","","img/2to1/1.png","1","27","463","0.5","0.5","2","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","403","422656","0.0-5.0-2.198","","","","","","","27","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":108},{""stimulus"":""img/2to1/2.png"",""time"":217},{""stimulus"":""img/2to1/3.png"",""time"":325},{""stimulus"":""img/2to1/4.png"",""time"":433},{""stimulus"":""img/2to1/5.png"",""time"":541},{""stimulus"":""img/2to1/6.png"",""time"":650},{""stimulus"":""img/2to1/7.png"",""time"":758},{""stimulus"":""img/2to1/8.png"",""time"":867},{""stimulus"":""img/2to1/9.png"",""time"":975},{""stimulus"":""img/2to1/10.png"",""time"":1083},{""stimulus"":""img/2to1/11.png"",""time"":1192},{""stimulus"":""img/2to1/12.png"",""time"":1300}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","404","423074","0.0-5.0-1.199","","","null","","img/1to3/1.png","null","26","413","0.5","0.5","1","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","405","424480","0.0-5.0-2.199","","","","","","","26","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":107},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":323},{""stimulus"":""img/1to2/4.png"",""time"":432},{""stimulus"":""img/1to2/5.png"",""time"":541},{""stimulus"":""img/1to2/6.png"",""time"":649},{""stimulus"":""img/1to2/7.png"",""time"":757},{""stimulus"":""img/1to2/8.png"",""time"":866},{""stimulus"":""img/1to2/9.png"",""time"":973},{""stimulus"":""img/1to2/10.png"",""time"":1081},{""stimulus"":""img/1to2/11.png"",""time"":1190},{""stimulus"":""img/1to2/12.png"",""time"":1298}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","406","424789","0.0-5.0-1.200","","","309","","img/2to1/1.png","2","25","640","0.5","0.5","2","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","407","426194","0.0-5.0-2.200","","","","","","","25","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":107},{""stimulus"":""img/2to3/2.png"",""time"":216},{""stimulus"":""img/2to3/3.png"",""time"":324},{""stimulus"":""img/2to3/4.png"",""time"":431},{""stimulus"":""img/2to3/5.png"",""time"":540},{""stimulus"":""img/2to3/6.png"",""time"":648},{""stimulus"":""img/2to3/7.png"",""time"":756},{""stimulus"":""img/2to3/8.png"",""time"":864},{""stimulus"":""img/2to3/9.png"",""time"":973},{""stimulus"":""img/2to3/10.png"",""time"":1080},{""stimulus"":""img/2to3/11.png"",""time"":1189},{""stimulus"":""img/2to3/12.png"",""time"":1297}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","408","426609","0.0-5.0-1.201","","","null","","img/3to2/1.png","null","24","400","0.5","0.5","3","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","409","428019","0.0-5.0-2.201","","","","","","","24","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":217},{""stimulus"":""img/3to2/3.png"",""time"":325},{""stimulus"":""img/3to2/4.png"",""time"":433},{""stimulus"":""img/3to2/5.png"",""time"":542},{""stimulus"":""img/3to2/6.png"",""time"":650},{""stimulus"":""img/3to2/7.png"",""time"":759},{""stimulus"":""img/3to2/8.png"",""time"":867},{""stimulus"":""img/3to2/9.png"",""time"":976},{""stimulus"":""img/3to2/10.png"",""time"":1084},{""stimulus"":""img/3to2/11.png"",""time"":1193},{""stimulus"":""img/3to2/12.png"",""time"":1301}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","410","428666","0.0-5.0-1.202","","","646","","img/2to1/1.png","1","23","591","0.5","0.5","2","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","411","430073","0.0-5.0-2.202","","","","","","","23","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":110},{""stimulus"":""img/2to1/2.png"",""time"":217},{""stimulus"":""img/2to1/3.png"",""time"":325},{""stimulus"":""img/2to1/4.png"",""time"":434},{""stimulus"":""img/2to1/5.png"",""time"":541},{""stimulus"":""img/2to1/6.png"",""time"":649},{""stimulus"":""img/2to1/7.png"",""time"":758},{""stimulus"":""img/2to1/8.png"",""time"":866},{""stimulus"":""img/2to1/9.png"",""time"":975},{""stimulus"":""img/2to1/10.png"",""time"":1083},{""stimulus"":""img/2to1/11.png"",""time"":1190},{""stimulus"":""img/2to1/12.png"",""time"":1299}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","412","430337","0.0-5.0-1.203","","","null","","img/1to3/1.png","null","22","254","0.5","0.5","1","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","413","431739","0.0-5.0-2.203","","","","","","","22","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":323},{""stimulus"":""img/1to2/4.png"",""time"":431},{""stimulus"":""img/1to2/5.png"",""time"":539},{""stimulus"":""img/1to2/6.png"",""time"":647},{""stimulus"":""img/1to2/7.png"",""time"":756},{""stimulus"":""img/1to2/8.png"",""time"":864},{""stimulus"":""img/1to2/9.png"",""time"":971},{""stimulus"":""img/1to2/10.png"",""time"":1079},{""stimulus"":""img/1to2/11.png"",""time"":1186},{""stimulus"":""img/1to2/12.png"",""time"":1295}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","414","431784","0.0-5.0-1.204","","","45","","img/2to1/1.png","2","21","1204","0.5","0.5","2","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","415","433189","0.0-5.0-2.204","","","","","","","21","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":110},{""stimulus"":""img/2to3/2.png"",""time"":218},{""stimulus"":""img/2to3/3.png"",""time"":326},{""stimulus"":""img/2to3/4.png"",""time"":435},{""stimulus"":""img/2to3/5.png"",""time"":543},{""stimulus"":""img/2to3/6.png"",""time"":651},{""stimulus"":""img/2to3/7.png"",""time"":759},{""stimulus"":""img/2to3/8.png"",""time"":866},{""stimulus"":""img/2to3/9.png"",""time"":973},{""stimulus"":""img/2to3/10.png"",""time"":1081},{""stimulus"":""img/2to3/11.png"",""time"":1188},{""stimulus"":""img/2to3/12.png"",""time"":1296}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","416","433650","0.0-5.0-1.205","","","null","","img/3to2/1.png","null","20","448","0.5","0.5","3","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","417","435055","0.0-5.0-2.205","","","","","","","20","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":217},{""stimulus"":""img/3to1/3.png"",""time"":324},{""stimulus"":""img/3to1/4.png"",""time"":433},{""stimulus"":""img/3to1/5.png"",""time"":542},{""stimulus"":""img/3to1/6.png"",""time"":649},{""stimulus"":""img/3to1/7.png"",""time"":757},{""stimulus"":""img/3to1/8.png"",""time"":865},{""stimulus"":""img/3to1/9.png"",""time"":973},{""stimulus"":""img/3to1/10.png"",""time"":1081},{""stimulus"":""img/3to1/11.png"",""time"":1189},{""stimulus"":""img/3to1/12.png"",""time"":1298}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","418","435285","0.0-5.0-1.206","","","null","","img/1to3/1.png","null","19","220","0.5","0.5","1","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","419","436689","0.0-5.0-2.206","","","","","","","19","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":216},{""stimulus"":""img/1to3/3.png"",""time"":324},{""stimulus"":""img/1to3/4.png"",""time"":432},{""stimulus"":""img/1to3/5.png"",""time"":540},{""stimulus"":""img/1to3/6.png"",""time"":648},{""stimulus"":""img/1to3/7.png"",""time"":755},{""stimulus"":""img/1to3/8.png"",""time"":864},{""stimulus"":""img/1to3/9.png"",""time"":972},{""stimulus"":""img/1to3/10.png"",""time"":1080},{""stimulus"":""img/1to3/11.png"",""time"":1188},{""stimulus"":""img/1to3/12.png"",""time"":1296}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","420","437046","0.0-5.0-1.207","","","null","","img/3to2/1.png","null","18","343","0.5","0.5","3","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","421","438451","0.0-5.0-2.207","","","","","","","18","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":216},{""stimulus"":""img/3to2/3.png"",""time"":324},{""stimulus"":""img/3to2/4.png"",""time"":432},{""stimulus"":""img/3to2/5.png"",""time"":541},{""stimulus"":""img/3to2/6.png"",""time"":648},{""stimulus"":""img/3to2/7.png"",""time"":756},{""stimulus"":""img/3to2/8.png"",""time"":865},{""stimulus"":""img/3to2/9.png"",""time"":973},{""stimulus"":""img/3to2/10.png"",""time"":1081},{""stimulus"":""img/3to2/11.png"",""time"":1189},{""stimulus"":""img/3to2/12.png"",""time"":1297}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","422","439045","0.0-5.0-1.208","","","593","","img/2to1/1.png","1","17","685","0.5","0.5","2","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","423","440445","0.0-5.0-2.208","","","","","","","17","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":102},{""stimulus"":""img/2to1/2.png"",""time"":211},{""stimulus"":""img/2to1/3.png"",""time"":319},{""stimulus"":""img/2to1/4.png"",""time"":428},{""stimulus"":""img/2to1/5.png"",""time"":536},{""stimulus"":""img/2to1/6.png"",""time"":644},{""stimulus"":""img/2to1/7.png"",""time"":753},{""stimulus"":""img/2to1/8.png"",""time"":861},{""stimulus"":""img/2to1/9.png"",""time"":969},{""stimulus"":""img/2to1/10.png"",""time"":1077},{""stimulus"":""img/2to1/11.png"",""time"":1185},{""stimulus"":""img/2to1/12.png"",""time"":1293}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","424","442189","0.0-5.0-1.209","","","null","","img/1to3/1.png","null","16","1737","0.5","0.5","1","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","425","443594","0.0-5.0-2.209","","","","","","","16","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":216},{""stimulus"":""img/1to3/3.png"",""time"":324},{""stimulus"":""img/1to3/4.png"",""time"":433},{""stimulus"":""img/1to3/5.png"",""time"":541},{""stimulus"":""img/1to3/6.png"",""time"":649},{""stimulus"":""img/1to3/7.png"",""time"":758},{""stimulus"":""img/1to3/8.png"",""time"":865},{""stimulus"":""img/1to3/9.png"",""time"":972},{""stimulus"":""img/1to3/10.png"",""time"":1080},{""stimulus"":""img/1to3/11.png"",""time"":1187},{""stimulus"":""img/1to3/12.png"",""time"":1296}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","426","444441","0.0-5.0-1.210","","","null","","img/3to2/1.png","null","15","845","0.5","0.5","3","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","427","445845","0.0-5.0-2.210","","","","","","","15","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":218},{""stimulus"":""img/3to1/3.png"",""time"":325},{""stimulus"":""img/3to1/4.png"",""time"":434},{""stimulus"":""img/3to1/5.png"",""time"":543},{""stimulus"":""img/3to1/6.png"",""time"":651},{""stimulus"":""img/3to1/7.png"",""time"":759},{""stimulus"":""img/3to1/8.png"",""time"":866},{""stimulus"":""img/3to1/9.png"",""time"":974},{""stimulus"":""img/3to1/10.png"",""time"":1082},{""stimulus"":""img/3to1/11.png"",""time"":1189},{""stimulus"":""img/3to1/12.png"",""time"":1297}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","428","446571","0.0-5.0-1.211","","","null","","img/1to3/1.png","null","14","716","0.5","0.5","1","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","429","447975","0.0-5.0-2.211","","","","","","","14","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":217},{""stimulus"":""img/1to3/3.png"",""time"":324},{""stimulus"":""img/1to3/4.png"",""time"":432},{""stimulus"":""img/1to3/5.png"",""time"":539},{""stimulus"":""img/1to3/6.png"",""time"":648},{""stimulus"":""img/1to3/7.png"",""time"":756},{""stimulus"":""img/1to3/8.png"",""time"":864},{""stimulus"":""img/1to3/9.png"",""time"":972},{""stimulus"":""img/1to3/10.png"",""time"":1080},{""stimulus"":""img/1to3/11.png"",""time"":1188},{""stimulus"":""img/1to3/12.png"",""time"":1296}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","430","448377","0.0-5.0-1.212","","","null","","img/3to2/1.png","null","13","388","0.5","0.5","3","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","431","449778","0.0-5.0-2.212","","","","","","","13","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":216},{""stimulus"":""img/3to2/3.png"",""time"":323},{""stimulus"":""img/3to2/4.png"",""time"":431},{""stimulus"":""img/3to2/5.png"",""time"":539},{""stimulus"":""img/3to2/6.png"",""time"":646},{""stimulus"":""img/3to2/7.png"",""time"":754},{""stimulus"":""img/3to2/8.png"",""time"":862},{""stimulus"":""img/3to2/9.png"",""time"":971},{""stimulus"":""img/3to2/10.png"",""time"":1078},{""stimulus"":""img/3to2/11.png"",""time"":1186},{""stimulus"":""img/3to2/12.png"",""time"":1293}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","432","449963","0.0-5.0-1.213","","","185","","img/2to1/1.png","1","12","542","0.5","0.5","2","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","433","451367","0.0-5.0-2.213","","","","","","","12","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":107},{""stimulus"":""img/2to1/2.png"",""time"":215},{""stimulus"":""img/2to1/3.png"",""time"":323},{""stimulus"":""img/2to1/4.png"",""time"":431},{""stimulus"":""img/2to1/5.png"",""time"":538},{""stimulus"":""img/2to1/6.png"",""time"":646},{""stimulus"":""img/2to1/7.png"",""time"":755},{""stimulus"":""img/2to1/8.png"",""time"":864},{""stimulus"":""img/2to1/9.png"",""time"":971},{""stimulus"":""img/2to1/10.png"",""time"":1079},{""stimulus"":""img/2to1/11.png"",""time"":1187},{""stimulus"":""img/2to1/12.png"",""time"":1295}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","434","452263","0.0-5.0-1.214","","","null","","img/1to3/1.png","null","11","881","0.5","0.5","1","3","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","435","453667","0.0-5.0-2.214","","","","","","","11","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":109},{""stimulus"":""img/1to3/2.png"",""time"":216},{""stimulus"":""img/1to3/3.png"",""time"":325},{""stimulus"":""img/1to3/4.png"",""time"":433},{""stimulus"":""img/1to3/5.png"",""time"":540},{""stimulus"":""img/1to3/6.png"",""time"":650},{""stimulus"":""img/1to3/7.png"",""time"":756},{""stimulus"":""img/1to3/8.png"",""time"":865},{""stimulus"":""img/1to3/9.png"",""time"":972},{""stimulus"":""img/1to3/10.png"",""time"":1080},{""stimulus"":""img/1to3/11.png"",""time"":1187},{""stimulus"":""img/1to3/12.png"",""time"":1295}]","[]"
"","","","observe","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","436","454530","0.0-5.0-1.215","","","null","","img/3to2/1.png","null","10","850","0.5","0.5","3","2","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","437","455933","0.0-5.0-2.215","","","","","","","10","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":109},{""stimulus"":""img/3to2/2.png"",""time"":216},{""stimulus"":""img/3to2/3.png"",""time"":323},{""stimulus"":""img/3to2/4.png"",""time"":432},{""stimulus"":""img/3to2/5.png"",""time"":539},{""stimulus"":""img/3to2/6.png"",""time"":648},{""stimulus"":""img/3to2/7.png"",""time"":756},{""stimulus"":""img/3to2/8.png"",""time"":864},{""stimulus"":""img/3to2/9.png"",""time"":972},{""stimulus"":""img/3to2/10.png"",""time"":1080},{""stimulus"":""img/3to2/11.png"",""time"":1187},{""stimulus"":""img/3to2/12.png"",""time"":1296}]","[]"
"","","","choice","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","image-keyboard-response","438","456113","0.0-5.0-1.216","","","179","","img/2to1/1.png","1","9","215","0.5","0.5","2","1","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_cybrbll","Mon Mar 27 2023 16:06:18 GMT-0700 (Pacific Daylight Time)","472851","1","3","animation","439","457523","0.0-5.0-2.216","","","","","","","9","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":114},{""stimulus"":""img/2to1/2.png"",""time"":222},{""stimulus"":""img/2to1/3.png"",""time"":330},{""stimulus"":""img/2to1/4.png"",""time"":438},{""stimulus"":""img/2to1/5.png"",""time"":546},{""stimulus"":""img/2to1/6.png"",""time"":654},{""stimulus"":""img/2to1/7.png"",""time"":762},{""stimulus"":""img/2to1/8.png"",""time"":870},{""stimulus"":""img/2to1/9.png"",""time"":978},{""stimulus"":""img/2to1/10.png"",""time"":1085},{""stimulus"":""img/2to1/11.png"",""time"":1193},{""stimulus"":""img/2to1/12.png"",""time"":1301}]","[]"
