"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","view_history","rt","event","trial","time","trialtype","success","numBlurs","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"image-keyboard-response","13","83857","0.0-5.0-1.4","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","null","","","","observe","","","img/1to3/1.png","null","221","853","0.5","0.5","1","2","",""
"animation","14","85145","0.0-5.0-2.4","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","221","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":100},{""stimulus"":""img/1to2/2.png"",""time"":200},{""stimulus"":""img/1to2/3.png"",""time"":299},{""stimulus"":""img/1to2/4.png"",""time"":398},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":595},{""stimulus"":""img/1to2/7.png"",""time"":695},{""stimulus"":""img/1to2/8.png"",""time"":793},{""stimulus"":""img/1to2/9.png"",""time"":892},{""stimulus"":""img/1to2/10.png"",""time"":991},{""stimulus"":""img/1to2/11.png"",""time"":1090},{""stimulus"":""img/1to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","15","85308","0.0-5.0-1.5","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","163","","","","choice","","","img/2to1/1.png","2","220","681","0.5","0.5","2","3","",""
"animation","16","86597","0.0-5.0-2.5","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","220","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":199},{""stimulus"":""img/2to3/3.png"",""time"":298},{""stimulus"":""img/2to3/4.png"",""time"":398},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":596},{""stimulus"":""img/2to3/7.png"",""time"":694},{""stimulus"":""img/2to3/8.png"",""time"":794},{""stimulus"":""img/2to3/9.png"",""time"":892},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1091},{""stimulus"":""img/2to3/12.png"",""time"":1190}]","[]"
"image-keyboard-response","17","87615","0.0-5.0-1.6","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","null","","","","observe","","","img/3to2/1.png","null","219","1004","0.5","0.5","3","2","",""
"animation","18","88903","0.0-5.0-2.6","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","219","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":100},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":298},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":596},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":794},{""stimulus"":""img/3to2/9.png"",""time"":892},{""stimulus"":""img/3to2/10.png"",""time"":991},{""stimulus"":""img/3to2/11.png"",""time"":1090},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","19","89601","0.0-5.0-1.7","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","698","","","","choice","","","img/2to1/1.png","1","218","599","0.5","0.5","2","1","",""
"animation","20","90889","0.0-5.0-2.7","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","218","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":200},{""stimulus"":""img/2to1/3.png"",""time"":298},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":595},{""stimulus"":""img/2to1/7.png"",""time"":695},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":992},{""stimulus"":""img/2to1/11.png"",""time"":1090},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","21","91125","0.0-5.0-1.8","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","null","","","","observe","","","img/1to3/1.png","null","217","235","0.5","0.5","1","2","",""
"animation","22","92414","0.0-5.0-2.8","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","217","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":100},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":298},{""stimulus"":""img/1to2/4.png"",""time"":398},{""stimulus"":""img/1to2/5.png"",""time"":496},{""stimulus"":""img/1to2/6.png"",""time"":595},{""stimulus"":""img/1to2/7.png"",""time"":694},{""stimulus"":""img/1to2/8.png"",""time"":794},{""stimulus"":""img/1to2/9.png"",""time"":893},{""stimulus"":""img/1to2/10.png"",""time"":992},{""stimulus"":""img/1to2/11.png"",""time"":1090},{""stimulus"":""img/1to2/12.png"",""time"":1190}]","[]"
"image-keyboard-response","23","92989","0.0-5.0-1.9","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","575","","","","choice","","","img/2to1/1.png","2","216","545","0.5","0.5","2","3","",""
"animation","24","94277","0.0-5.0-2.9","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","216","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":199},{""stimulus"":""img/2to3/3.png"",""time"":299},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":595},{""stimulus"":""img/2to3/7.png"",""time"":695},{""stimulus"":""img/2to3/8.png"",""time"":794},{""stimulus"":""img/2to3/9.png"",""time"":893},{""stimulus"":""img/2to3/10.png"",""time"":991},{""stimulus"":""img/2to3/11.png"",""time"":1090},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","25","94788","0.0-5.0-1.10","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","null","","","","observe","","","img/3to2/1.png","null","215","509","0.5","0.5","3","2","",""
"animation","26","96076","0.0-5.0-2.10","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","215","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":100},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":299},{""stimulus"":""img/3to2/4.png"",""time"":398},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":595},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":892},{""stimulus"":""img/3to2/10.png"",""time"":992},{""stimulus"":""img/3to2/11.png"",""time"":1091},{""stimulus"":""img/3to2/12.png"",""time"":1190}]","[]"
"image-keyboard-response","27","97402","0.0-5.0-1.11","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","1326","","","","choice","","","img/2to1/1.png","1","214","563","0.5","0.5","2","1","",""
"animation","28","98691","0.0-5.0-2.11","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","214","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":100},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":299},{""stimulus"":""img/2to1/4.png"",""time"":398},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":596},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":794},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":992},{""stimulus"":""img/2to1/11.png"",""time"":1091},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","29","99101","0.0-5.0-1.12","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","null","","","","observe","","","img/1to3/1.png","null","213","409","0.5","0.5","1","3","",""
"animation","30","100389","0.0-5.0-2.12","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","213","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":101},{""stimulus"":""img/1to3/2.png"",""time"":200},{""stimulus"":""img/1to3/3.png"",""time"":299},{""stimulus"":""img/1to3/4.png"",""time"":398},{""stimulus"":""img/1to3/5.png"",""time"":496},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":694},{""stimulus"":""img/1to3/8.png"",""time"":794},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":991},{""stimulus"":""img/1to3/11.png"",""time"":1090},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","31","100902","0.0-5.0-1.13","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","null","","","","observe","","","img/3to2/1.png","null","212","512","0.5","0.5","3","2","",""
"animation","32","102191","0.0-5.0-2.13","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","212","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":101},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":299},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":595},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":794},{""stimulus"":""img/3to2/9.png"",""time"":892},{""stimulus"":""img/3to2/10.png"",""time"":992},{""stimulus"":""img/3to2/11.png"",""time"":1091},{""stimulus"":""img/3to2/12.png"",""time"":1190}]","[]"
"image-keyboard-response","33","103314","0.0-5.0-1.14","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","1123","","","","choice","","","img/2to1/1.png","2","211","456","0.5","0.5","2","3","",""
"animation","34","104603","0.0-5.0-2.14","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","211","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":100},{""stimulus"":""img/2to3/2.png"",""time"":200},{""stimulus"":""img/2to3/3.png"",""time"":298},{""stimulus"":""img/2to3/4.png"",""time"":398},{""stimulus"":""img/2to3/5.png"",""time"":496},{""stimulus"":""img/2to3/6.png"",""time"":596},{""stimulus"":""img/2to3/7.png"",""time"":694},{""stimulus"":""img/2to3/8.png"",""time"":793},{""stimulus"":""img/2to3/9.png"",""time"":893},{""stimulus"":""img/2to3/10.png"",""time"":992},{""stimulus"":""img/2to3/11.png"",""time"":1091},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","35","105077","0.0-5.0-1.15","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","null","","","","observe","","","img/3to2/1.png","null","210","473","0.5","0.5","3","2","",""
"animation","36","106365","0.0-5.0-2.15","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","210","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":101},{""stimulus"":""img/3to2/2.png"",""time"":200},{""stimulus"":""img/3to2/3.png"",""time"":298},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":595},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":892},{""stimulus"":""img/3to2/10.png"",""time"":991},{""stimulus"":""img/3to2/11.png"",""time"":1090},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","37","106901","0.0-5.0-1.16","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","536","","","","choice","","","img/2to1/1.png","1","209","162","0.5","0.5","2","1","",""
"animation","38","108190","0.0-5.0-2.16","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","209","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":101},{""stimulus"":""img/2to1/2.png"",""time"":199},{""stimulus"":""img/2to1/3.png"",""time"":299},{""stimulus"":""img/2to1/4.png"",""time"":397},{""stimulus"":""img/2to1/5.png"",""time"":497},{""stimulus"":""img/2to1/6.png"",""time"":595},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":793},{""stimulus"":""img/2to1/9.png"",""time"":892},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1091},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","39","108908","0.0-5.0-1.17","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","null","","","","observe","","","img/1to3/1.png","null","208","716","0.5","0.5","1","3","",""
"animation","40","110197","0.0-5.0-2.17","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","208","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":100},{""stimulus"":""img/1to3/2.png"",""time"":199},{""stimulus"":""img/1to3/3.png"",""time"":298},{""stimulus"":""img/1to3/4.png"",""time"":397},{""stimulus"":""img/1to3/5.png"",""time"":497},{""stimulus"":""img/1to3/6.png"",""time"":595},{""stimulus"":""img/1to3/7.png"",""time"":704},{""stimulus"":""img/1to3/8.png"",""time"":793},{""stimulus"":""img/1to3/9.png"",""time"":892},{""stimulus"":""img/1to3/10.png"",""time"":991},{""stimulus"":""img/1to3/11.png"",""time"":1090},{""stimulus"":""img/1to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","41","110792","0.0-5.0-1.18","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","null","","","","observe","","","img/3to2/1.png","null","207","594","0.5","0.5","3","2","",""
"animation","42","112081","0.0-5.0-2.18","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","207","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":100},{""stimulus"":""img/3to2/2.png"",""time"":199},{""stimulus"":""img/3to2/3.png"",""time"":298},{""stimulus"":""img/3to2/4.png"",""time"":397},{""stimulus"":""img/3to2/5.png"",""time"":496},{""stimulus"":""img/3to2/6.png"",""time"":595},{""stimulus"":""img/3to2/7.png"",""time"":694},{""stimulus"":""img/3to2/8.png"",""time"":793},{""stimulus"":""img/3to2/9.png"",""time"":892},{""stimulus"":""img/3to2/10.png"",""time"":991},{""stimulus"":""img/3to2/11.png"",""time"":1090},{""stimulus"":""img/3to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","43","113515","0.0-5.0-1.19","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","1434","","","","choice","","","img/2to1/1.png","1","206","228","0.5","0.5","2","1","",""
"animation","44","114803","0.0-5.0-2.19","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","206","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":99},{""stimulus"":""img/2to1/2.png"",""time"":198},{""stimulus"":""img/2to1/3.png"",""time"":298},{""stimulus"":""img/2to1/4.png"",""time"":396},{""stimulus"":""img/2to1/5.png"",""time"":496},{""stimulus"":""img/2to1/6.png"",""time"":602},{""stimulus"":""img/2to1/7.png"",""time"":694},{""stimulus"":""img/2to1/8.png"",""time"":792},{""stimulus"":""img/2to1/9.png"",""time"":891},{""stimulus"":""img/2to1/10.png"",""time"":991},{""stimulus"":""img/2to1/11.png"",""time"":1089},{""stimulus"":""img/2to1/12.png"",""time"":1189}]","[]"
"image-keyboard-response","45","115002","0.0-5.0-1.20","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","null","","","","observe","","","img/1to3/1.png","null","205","197","0.5","0.5","1","2","",""
"animation","46","116290","0.0-5.0-2.20","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","205","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":100},{""stimulus"":""img/1to2/2.png"",""time"":199},{""stimulus"":""img/1to2/3.png"",""time"":299},{""stimulus"":""img/1to2/4.png"",""time"":398},{""stimulus"":""img/1to2/5.png"",""time"":497},{""stimulus"":""img/1to2/6.png"",""time"":596},{""stimulus"":""img/1to2/7.png"",""time"":694},{""stimulus"":""img/1to2/8.png"",""time"":793},{""stimulus"":""img/1to2/9.png"",""time"":892},{""stimulus"":""img/1to2/10.png"",""time"":991},{""stimulus"":""img/1to2/11.png"",""time"":1091},{""stimulus"":""img/1to2/12.png"",""time"":1189}]","[]"
"image-keyboard-response","47","116788","0.0-5.0-1.21","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","497","","","","choice","","","img/2to1/1.png","2","204","530","0.5","0.5","2","3","",""
"animation","48","118076","0.0-5.0-2.21","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","","","","","","","","","","204","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":101},{""stimulus"":""img/2to3/2.png"",""time"":200},{""stimulus"":""img/2to3/3.png"",""time"":298},{""stimulus"":""img/2to3/4.png"",""time"":397},{""stimulus"":""img/2to3/5.png"",""time"":497},{""stimulus"":""img/2to3/6.png"",""time"":595},{""stimulus"":""img/2to3/7.png"",""time"":695},{""stimulus"":""img/2to3/8.png"",""time"":793},{""stimulus"":""img/2to3/9.png"",""time"":893},{""stimulus"":""img/2to3/10.png"",""time"":992},{""stimulus"":""img/2to3/11.png"",""time"":1090},{""stimulus"":""img/2to3/12.png"",""time"":1189}]","[]"
"image-keyboard-response","49","118402","0.0-5.0-1.22","63034df51d918e1e3b97e5ce","bdp_cybrbll","Sun Mar 26 2023 18:13:58 GMT-0400 (Eastern Daylight Time)","492369","3","1","","null","","","","observe","","","img/3to2/1.png","null","203","325","0.5","0.5","3","2","",""
