"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairPartner","unfairPartner","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","throwsLeft","rtDur","pFair","pUnfair","holder","receiver","animation_sequence","responses"
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","15","38400","0.0-5.0-2.4","","","","","","221","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":216},{""stimulus"":""img/1to3/3.png"",""time"":323},{""stimulus"":""img/1to3/4.png"",""time"":431},{""stimulus"":""img/1to3/5.png"",""time"":539},{""stimulus"":""img/1to3/6.png"",""time"":647},{""stimulus"":""img/1to3/7.png"",""time"":753},{""stimulus"":""img/1to3/8.png"",""time"":861},{""stimulus"":""img/1to3/9.png"",""time"":969},{""stimulus"":""img/1to3/10.png"",""time"":1077},{""stimulus"":""img/1to3/11.png"",""time"":1184},{""stimulus"":""img/1to3/12.png"",""time"":1291}]","[]"
"","","","observe","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","16","39248","0.0-5.0-1.5","","null","","img/3to2/1.png","null","220","835","0.5","0.5","3","2","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","17","40650","0.0-5.0-2.5","","","","","","220","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":107},{""stimulus"":""img/3to2/2.png"",""time"":215},{""stimulus"":""img/3to2/3.png"",""time"":324},{""stimulus"":""img/3to2/4.png"",""time"":432},{""stimulus"":""img/3to2/5.png"",""time"":539},{""stimulus"":""img/3to2/6.png"",""time"":647},{""stimulus"":""img/3to2/7.png"",""time"":756},{""stimulus"":""img/3to2/8.png"",""time"":864},{""stimulus"":""img/3to2/9.png"",""time"":972},{""stimulus"":""img/3to2/10.png"",""time"":1080},{""stimulus"":""img/3to2/11.png"",""time"":1187},{""stimulus"":""img/3to2/12.png"",""time"":1295}]","[]"
"","","","choice","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","18","41316","0.0-5.0-1.6","","664","","img/2to1/1.png","1","219","517","0.5","0.5","2","1","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","19","42716","0.0-5.0-2.6","","","","","","219","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":104},{""stimulus"":""img/2to1/2.png"",""time"":212},{""stimulus"":""img/2to1/3.png"",""time"":319},{""stimulus"":""img/2to1/4.png"",""time"":427},{""stimulus"":""img/2to1/5.png"",""time"":535},{""stimulus"":""img/2to1/6.png"",""time"":644},{""stimulus"":""img/2to1/7.png"",""time"":752},{""stimulus"":""img/2to1/8.png"",""time"":859},{""stimulus"":""img/2to1/9.png"",""time"":968},{""stimulus"":""img/2to1/10.png"",""time"":1076},{""stimulus"":""img/2to1/11.png"",""time"":1183},{""stimulus"":""img/2to1/12.png"",""time"":1292}]","[]"
"","","","observe","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","20","43133","0.0-5.0-1.7","","null","","img/1to3/1.png","null","218","412","0.5","0.5","1","2","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","21","44538","0.0-5.0-2.7","","","","","","218","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":215},{""stimulus"":""img/1to2/3.png"",""time"":323},{""stimulus"":""img/1to2/4.png"",""time"":432},{""stimulus"":""img/1to2/5.png"",""time"":540},{""stimulus"":""img/1to2/6.png"",""time"":649},{""stimulus"":""img/1to2/7.png"",""time"":757},{""stimulus"":""img/1to2/8.png"",""time"":865},{""stimulus"":""img/1to2/9.png"",""time"":973},{""stimulus"":""img/1to2/10.png"",""time"":1080},{""stimulus"":""img/1to2/11.png"",""time"":1189},{""stimulus"":""img/1to2/12.png"",""time"":1296}]","[]"
"","","","choice","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","22","47104","0.0-5.0-1.8","","2566","","img/2to1/1.png","2","217","584","0.5","0.5","2","3","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","23","48498","0.0-5.0-2.8","","","","","","217","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":102},{""stimulus"":""img/2to3/2.png"",""time"":210},{""stimulus"":""img/2to3/3.png"",""time"":318},{""stimulus"":""img/2to3/4.png"",""time"":425},{""stimulus"":""img/2to3/5.png"",""time"":533},{""stimulus"":""img/2to3/6.png"",""time"":641},{""stimulus"":""img/2to3/7.png"",""time"":749},{""stimulus"":""img/2to3/8.png"",""time"":856},{""stimulus"":""img/2to3/9.png"",""time"":964},{""stimulus"":""img/2to3/10.png"",""time"":1072},{""stimulus"":""img/2to3/11.png"",""time"":1178},{""stimulus"":""img/2to3/12.png"",""time"":1287}]","[]"
"","","","observe","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","24","48901","0.0-5.0-1.9","","null","","img/3to2/1.png","null","216","388","0.5","0.5","3","1","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","25","50308","0.0-5.0-2.9","","","","","","216","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":109},{""stimulus"":""img/3to1/2.png"",""time"":218},{""stimulus"":""img/3to1/3.png"",""time"":326},{""stimulus"":""img/3to1/4.png"",""time"":434},{""stimulus"":""img/3to1/5.png"",""time"":543},{""stimulus"":""img/3to1/6.png"",""time"":651},{""stimulus"":""img/3to1/7.png"",""time"":759},{""stimulus"":""img/3to1/8.png"",""time"":867},{""stimulus"":""img/3to1/9.png"",""time"":975},{""stimulus"":""img/3to1/10.png"",""time"":1083},{""stimulus"":""img/3to1/11.png"",""time"":1191},{""stimulus"":""img/3to1/12.png"",""time"":1299}]","[]"
"","","","observe","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","26","50509","0.0-5.0-1.10","","null","","img/1to3/1.png","null","215","188","0.5","0.5","1","2","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","27","51913","0.0-5.0-2.10","","","","","","215","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":217},{""stimulus"":""img/1to2/3.png"",""time"":324},{""stimulus"":""img/1to2/4.png"",""time"":433},{""stimulus"":""img/1to2/5.png"",""time"":539},{""stimulus"":""img/1to2/6.png"",""time"":648},{""stimulus"":""img/1to2/7.png"",""time"":756},{""stimulus"":""img/1to2/8.png"",""time"":864},{""stimulus"":""img/1to2/9.png"",""time"":973},{""stimulus"":""img/1to2/10.png"",""time"":1081},{""stimulus"":""img/1to2/11.png"",""time"":1188},{""stimulus"":""img/1to2/12.png"",""time"":1295}]","[]"
"","","","choice","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","28","52317","0.0-5.0-1.11","","404","","img/2to1/1.png","1","214","605","0.5","0.5","2","1","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","29","53718","0.0-5.0-2.11","","","","","","214","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":106},{""stimulus"":""img/2to1/2.png"",""time"":214},{""stimulus"":""img/2to1/3.png"",""time"":322},{""stimulus"":""img/2to1/4.png"",""time"":430},{""stimulus"":""img/2to1/5.png"",""time"":538},{""stimulus"":""img/2to1/6.png"",""time"":646},{""stimulus"":""img/2to1/7.png"",""time"":753},{""stimulus"":""img/2to1/8.png"",""time"":861},{""stimulus"":""img/2to1/9.png"",""time"":969},{""stimulus"":""img/2to1/10.png"",""time"":1076},{""stimulus"":""img/2to1/11.png"",""time"":1185},{""stimulus"":""img/2to1/12.png"",""time"":1293}]","[]"
"","","","observe","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","30","54073","0.0-5.0-1.12","","null","","img/1to3/1.png","null","213","343","0.5","0.5","1","3","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","31","55473","0.0-5.0-2.12","","","","","","213","","","","1","3","[{""stimulus"":""img/1to3/1.png"",""time"":108},{""stimulus"":""img/1to3/2.png"",""time"":215},{""stimulus"":""img/1to3/3.png"",""time"":323},{""stimulus"":""img/1to3/4.png"",""time"":431},{""stimulus"":""img/1to3/5.png"",""time"":539},{""stimulus"":""img/1to3/6.png"",""time"":647},{""stimulus"":""img/1to3/7.png"",""time"":754},{""stimulus"":""img/1to3/8.png"",""time"":863},{""stimulus"":""img/1to3/9.png"",""time"":970},{""stimulus"":""img/1to3/10.png"",""time"":1077},{""stimulus"":""img/1to3/11.png"",""time"":1185},{""stimulus"":""img/1to3/12.png"",""time"":1292}]","[]"
"","","","observe","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","32","55828","0.0-5.0-1.13","","null","","img/3to2/1.png","null","212","344","0.5","0.5","3","2","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","33","57229","0.0-5.0-2.13","","","","","","212","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":108},{""stimulus"":""img/3to2/2.png"",""time"":216},{""stimulus"":""img/3to2/3.png"",""time"":324},{""stimulus"":""img/3to2/4.png"",""time"":431},{""stimulus"":""img/3to2/5.png"",""time"":539},{""stimulus"":""img/3to2/6.png"",""time"":648},{""stimulus"":""img/3to2/7.png"",""time"":755},{""stimulus"":""img/3to2/8.png"",""time"":863},{""stimulus"":""img/3to2/9.png"",""time"":971},{""stimulus"":""img/3to2/10.png"",""time"":1079},{""stimulus"":""img/3to2/11.png"",""time"":1186},{""stimulus"":""img/3to2/12.png"",""time"":1295}]","[]"
"","","","choice","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","34","57620","0.0-5.0-1.14","","391","","img/2to1/1.png","2","211","778","0.5","0.5","2","3","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","35","59019","0.0-5.0-2.14","","","","","","211","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":104},{""stimulus"":""img/2to3/2.png"",""time"":210},{""stimulus"":""img/2to3/3.png"",""time"":318},{""stimulus"":""img/2to3/4.png"",""time"":427},{""stimulus"":""img/2to3/5.png"",""time"":536},{""stimulus"":""img/2to3/6.png"",""time"":642},{""stimulus"":""img/2to3/7.png"",""time"":751},{""stimulus"":""img/2to3/8.png"",""time"":859},{""stimulus"":""img/2to3/9.png"",""time"":967},{""stimulus"":""img/2to3/10.png"",""time"":1075},{""stimulus"":""img/2to3/11.png"",""time"":1183},{""stimulus"":""img/2to3/12.png"",""time"":1292}]","[]"
"","","","observe","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","36","59313","0.0-5.0-1.15","","null","","img/3to2/1.png","null","210","289","0.5","0.5","3","2","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","37","60714","0.0-5.0-2.15","","","","","","210","","","","3","2","[{""stimulus"":""img/3to2/1.png"",""time"":107},{""stimulus"":""img/3to2/2.png"",""time"":215},{""stimulus"":""img/3to2/3.png"",""time"":324},{""stimulus"":""img/3to2/4.png"",""time"":431},{""stimulus"":""img/3to2/5.png"",""time"":539},{""stimulus"":""img/3to2/6.png"",""time"":648},{""stimulus"":""img/3to2/7.png"",""time"":755},{""stimulus"":""img/3to2/8.png"",""time"":862},{""stimulus"":""img/3to2/9.png"",""time"":970},{""stimulus"":""img/3to2/10.png"",""time"":1077},{""stimulus"":""img/3to2/11.png"",""time"":1185},{""stimulus"":""img/3to2/12.png"",""time"":1293}]","[]"
"","","","choice","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","38","60958","0.0-5.0-1.16","","244","","img/2to1/1.png","1","209","552","0.5","0.5","2","1","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","39","62360","0.0-5.0-2.16","","","","","","209","","","","2","1","[{""stimulus"":""img/2to1/1.png"",""time"":111},{""stimulus"":""img/2to1/2.png"",""time"":218},{""stimulus"":""img/2to1/3.png"",""time"":325},{""stimulus"":""img/2to1/4.png"",""time"":434},{""stimulus"":""img/2to1/5.png"",""time"":541},{""stimulus"":""img/2to1/6.png"",""time"":649},{""stimulus"":""img/2to1/7.png"",""time"":757},{""stimulus"":""img/2to1/8.png"",""time"":864},{""stimulus"":""img/2to1/9.png"",""time"":973},{""stimulus"":""img/2to1/10.png"",""time"":1081},{""stimulus"":""img/2to1/11.png"",""time"":1188},{""stimulus"":""img/2to1/12.png"",""time"":1296}]","[]"
"","","","observe","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","40","63253","0.0-5.0-1.17","","null","","img/1to3/1.png","null","208","888","0.5","0.5","1","2","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","41","64657","0.0-5.0-2.17","","","","","","208","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":216},{""stimulus"":""img/1to2/3.png"",""time"":324},{""stimulus"":""img/1to2/4.png"",""time"":432},{""stimulus"":""img/1to2/5.png"",""time"":539},{""stimulus"":""img/1to2/6.png"",""time"":648},{""stimulus"":""img/1to2/7.png"",""time"":755},{""stimulus"":""img/1to2/8.png"",""time"":863},{""stimulus"":""img/1to2/9.png"",""time"":972},{""stimulus"":""img/1to2/10.png"",""time"":1080},{""stimulus"":""img/1to2/11.png"",""time"":1187},{""stimulus"":""img/1to2/12.png"",""time"":1295}]","[]"
"","","","choice","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","42","64983","0.0-5.0-1.18","","324","","img/2to1/1.png","2","207","328","0.5","0.5","2","3","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","43","66386","0.0-5.0-2.18","","","","","","207","","","","2","3","[{""stimulus"":""img/2to3/1.png"",""time"":107},{""stimulus"":""img/2to3/2.png"",""time"":214},{""stimulus"":""img/2to3/3.png"",""time"":323},{""stimulus"":""img/2to3/4.png"",""time"":432},{""stimulus"":""img/2to3/5.png"",""time"":540},{""stimulus"":""img/2to3/6.png"",""time"":647},{""stimulus"":""img/2to3/7.png"",""time"":755},{""stimulus"":""img/2to3/8.png"",""time"":863},{""stimulus"":""img/2to3/9.png"",""time"":972},{""stimulus"":""img/2to3/10.png"",""time"":1079},{""stimulus"":""img/2to3/11.png"",""time"":1188},{""stimulus"":""img/2to3/12.png"",""time"":1296}]","[]"
"","","","observe","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","44","66618","0.0-5.0-1.19","","null","","img/3to2/1.png","null","206","224","0.5","0.5","3","1","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","45","68021","0.0-5.0-2.19","","","","","","206","","","","3","1","[{""stimulus"":""img/3to1/1.png"",""time"":108},{""stimulus"":""img/3to1/2.png"",""time"":215},{""stimulus"":""img/3to1/3.png"",""time"":323},{""stimulus"":""img/3to1/4.png"",""time"":432},{""stimulus"":""img/3to1/5.png"",""time"":539},{""stimulus"":""img/3to1/6.png"",""time"":647},{""stimulus"":""img/3to1/7.png"",""time"":755},{""stimulus"":""img/3to1/8.png"",""time"":862},{""stimulus"":""img/3to1/9.png"",""time"":970},{""stimulus"":""img/3to1/10.png"",""time"":1078},{""stimulus"":""img/3to1/11.png"",""time"":1186},{""stimulus"":""img/3to1/12.png"",""time"":1294}]","[]"
"","","","observe","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","46","68469","0.0-5.0-1.20","","null","","img/1to3/1.png","null","205","443","0.5","0.5","1","2","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","animation","47","69871","0.0-5.0-2.20","","","","","","205","","","","1","2","[{""stimulus"":""img/1to2/1.png"",""time"":108},{""stimulus"":""img/1to2/2.png"",""time"":217},{""stimulus"":""img/1to2/3.png"",""time"":324},{""stimulus"":""img/1to2/4.png"",""time"":432},{""stimulus"":""img/1to2/5.png"",""time"":539},{""stimulus"":""img/1to2/6.png"",""time"":648},{""stimulus"":""img/1to2/7.png"",""time"":755},{""stimulus"":""img/1to2/8.png"",""time"":864},{""stimulus"":""img/1to2/9.png"",""time"":972},{""stimulus"":""img/1to2/10.png"",""time"":1079},{""stimulus"":""img/1to2/11.png"",""time"":1188},{""stimulus"":""img/1to2/12.png"",""time"":1296}]","[]"
"","","","choice","63d40583fbdb78bfb9b0d3a4","bdp_cybrbll","Sun Mar 26 2023 18:47:08 GMT-0400 (Eastern Daylight Time)","495990","1","3","","image-keyboard-response","48","70617","0.0-5.0-1.21","","745","","img/2to1/1.png","1","204","284","0.5","0.5","2","1","",""
